Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,15 Nov 2007,Bonus issue 1:1,16 Nov 2007,-,-,08 Nov 2007,15 Nov 2007,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,30 Jul 2008,Dividend - Rs. - 2.5000,-,01 Aug 2008,07 Aug 2008,25 Jul 2008,31 Jul 2008,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,07 Jun 2012,Interim Dividend - Rs. - 3.5000,09 Jun 2012,-,-,04 Jun 2012,07 Jun 2012,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,30 May 2013,Interim Dividend - Rs. - 2.5000,01 Jun 2013,-,-,27 May 2013,30 May 2013,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,27 May 2014,Interim Dividend - Rs. - 1.5000,28 May 2014,-,-,21 May 2014,27 May 2014,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,22 May 2015,Interim Dividend - Rs. - 2.5000,25 May 2015,-,-,18 May 2015,22 May 2015,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,06 Nov 2015,Interim Dividend - Rs. - 2.5000,09 Nov 2015,-,-,02 Nov 2015,06 Nov 2015,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,21 Mar 2016,Interim Dividend - Rs. - 3.5000,22 Mar 2016,-,-,15 Mar 2016,21 Mar 2016,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,09 Nov 2016,Interim Dividend - Rs. - 2.0000,10 Nov 2016,-,-,03 Nov 2016,09 Nov 2016,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,09 Mar 2017,Interim Dividend - Rs. - 3.0000,11 Mar 2017,-,-,06 Mar 2017,09 Mar 2017,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,16 Nov 2017,Interim Dividend - Rs. - 2.0000,17 Nov 2017,-,-,16 Nov 2017,16 Nov 2017,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,14 Feb 2018,Interim Dividend - Rs. - 4.0000,15 Feb 2018,-,-,14 Feb 2018,14 Feb 2018,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,13 Feb 2019,Interim Dividend - Rs. - 3.0000,14 Feb 2019,-,-,13 Feb 2019,13 Feb 2019,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,02 Apr 2019,Interim Dividend - Rs. - 3.0000,03 Apr 2019,-,-,-,-,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,12 Apr 2021,Amalgamation ,15 Apr 2021,-,-,08 Apr 2021,13 Apr 2021,-
