Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
526871,INTECCAP,INTEC CAPITAL LTD.,07 Sep 2007,Dividend - Rs. - 0.5000,-,21 Sep 2007,24 Sep 2007,07 Sep 2007,26 Sep 2007,-
526871,INTECCAP,INTEC CAPITAL LTD.,18 Sep 2008,Dividend - Rs. - 0.5000,-,22 Sep 2008,24 Sep 2008,15 Sep 2008,19 Sep 2008,-
526871,INTECCAP,INTEC CAPITAL LTD.,11 Sep 2009,Dividend - Rs. - 0.5000,-,15 Sep 2009,17 Sep 2009,08 Sep 2009,14 Sep 2009,-
526871,INTECCAP,INTEC CAPITAL LTD.,16 Sep 2010,Final Dividend - Rs. - 0.5000,-,20 Sep 2010,24 Sep 2010,13 Sep 2010,17 Sep 2010,-
526871,INTECCAP,INTEC CAPITAL LTD.,12 Sep 2011,Dividend - Rs. - 0.5000,-,14 Sep 2011,14 Sep 2011,07 Sep 2011,13 Sep 2011,-
526871,INTECCAP,INTEC CAPITAL LTD.,17 Sep 2012,Final Dividend - Rs. - 0.5000,-,20 Sep 2012,20 Sep 2012,12 Sep 2012,18 Sep 2012,-
526871,INTECCAP,INTEC CAPITAL LTD.,23 Sep 2013,Final Dividend - Rs. - 0.5000,-,25 Sep 2013,25 Sep 2013,18 Sep 2013,24 Sep 2013,07 Oct 2013
526871,INTECCAP,INTEC CAPITAL LTD.,19 Sep 2014,Final Dividend - Rs. - 0.5000,-,23 Sep 2014,24 Sep 2014,16 Sep 2014,22 Sep 2014,-
526871,INTECCAP,INTEC CAPITAL LTD.,21 Sep 2015,Dividend - Rs. - 0.5000,-,23 Sep 2015,24 Sep 2015,15 Sep 2015,22 Sep 2015,-
526871,INTECCAP,INTEC CAPITAL LTD.,21 Sep 2016,Final Dividend - Rs. - 0.2500,-,23 Sep 2016,24 Sep 2016,16 Sep 2016,22 Sep 2016,-
