Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,28 Aug 2007,Final Dividend - Rs. - 2.0000,-,30 Aug 2007,07 Sep 2007,23 Aug 2007,29 Aug 2007,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,14 Jul 2008,Interim Dividend - Rs. - 9.5000,15 Jul 2008,-,-,08 Jul 2008,14 Jul 2008,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,14 Jul 2009,Interim Dividend - Rs. - 12.0000,15 Jul 2009,-,-,08 Jul 2009,14 Jul 2009,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,15 Feb 2010,Interim Dividend - Rs. - 14.0000,16 Feb 2010,-,-,11 Feb 2010,15 Feb 2010,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,18 Aug 2010,Final Dividend - Rs. - 1.5000,-,21 Aug 2010,03 Sep 2010,13 Aug 2010,19 Aug 2010,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,09 May 2011,Interim Dividend - Rs. - 17.0000,10 May 2011,-,-,03 May 2011,09 May 2011,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,06 Jun 2012,Interim Dividend - Rs. - 19.0000,07 Jun 2012,-,-,31 May 2012,06 Jun 2012,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,10 Sep 2012,Bonus issue 1:1,11 Sep 2012,-,-,04 Sep 2012,10 Sep 2012,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,15 Feb 2013,Interim Dividend - Rs. - 6.5000,18 Feb 2013,-,-,11 Feb 2013,14 Feb 2013,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,30 Jul 2013,Final Dividend - Rs. - 2.5000,-,01 Aug 2013,08 Aug 2013,25 Jul 2013,31 Jul 2013,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,04 Jun 2014,Interim Dividend - Rs. - 9.0000,05 Jun 2014,-,-,29 May 2014,04 Jun 2014,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,10 Nov 2014,Special Dividend - Rs. - 4.0000,11 Nov 2014,-,-,31 Oct 2014,10 Nov 2014,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,09 Jun 2015,Interim Dividend - Rs. - 10.0000,10 Jun 2015,-,-,03 Jun 2015,09 Jun 2015,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,17 Nov 2015,Interim Dividend - Rs. - 2.5000,18 Nov 2015,-,-,09 Nov 2015,17 Nov 2015,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,17 Mar 2016,Interim Dividend - Rs. - 6.5000,18 Mar 2016,-,-,11 Mar 2016,17 Mar 2016,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,07 Feb 2017,Interim Dividend - Rs. - 5.0000,08 Feb 2017,-,-,01 Feb 2017,07 Feb 2017,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,24 Aug 2017,Final Dividend - Rs. - 6.0000,-,29 Aug 2017,04 Sep 2017,21 Aug 2017,28 Aug 2017,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,11 Jun 2018,Interim Dividend - Rs. - 11.0000,12 Jun 2018,-,-,08 Jun 2018,11 Jun 2018,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,10 Jun 2019,Interim Dividend - Rs. - 10.0000,11 Jun 2019,-,-,03 Jun 2019,10 Jun 2019,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,09 Sep 2019,Final Dividend - Rs. - 8.0000,-,12 Sep 2019,16 Sep 2019,04 Sep 2019,11 Sep 2019,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,25 Oct 2019,Bonus issue 1:2,29 Oct 2019,-,-,22 Oct 2019,27 Oct 2019,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,12 Mar 2020,Interim Dividend - Rs. - 10.0000,13 Mar 2020,-,-,05 Mar 2020,12 Mar 2020,-
