Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,18 Sep 2007,Dividend - Rs. - 6.0000,-,20 Sep 2007,29 Sep 2007,13 Sep 2007,19 Sep 2007,-
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,12 Sep 2008,Dividend - Rs. - 5.0000,-,16 Sep 2008,25 Sep 2008,09 Sep 2008,15 Sep 2008,-
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,04 Sep 2009,Dividend - Rs. - 6.0000,-,08 Sep 2009,14 Sep 2009,01 Sep 2009,07 Sep 2009,-
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,21 Sep 2010,Dividend - Rs. - 5.0000,-,23 Sep 2010,29 Sep 2010,16 Sep 2010,22 Sep 2010,-
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,15 Sep 2011,Dividend - Rs. - 5.5000,-,17 Sep 2011,24 Sep 2011,12 Sep 2011,15 Sep 2011,-
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,14 Sep 2012,Dividend - Rs. - 7.0000,-,18 Sep 2012,27 Sep 2012,11 Sep 2012,17 Sep 2012,-
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,14 Aug 2013,Dividend - Rs. - 6.0000,-,17 Aug 2013,26 Aug 2013,14 Aug 2013,14 Aug 2013,-
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,27 Aug 2014,Dividend - Rs. - 5.0000,-,01 Sep 2014,10 Sep 2014,27 Aug 2014,28 Aug 2014,-
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,14 Sep 2015,Dividend - Rs. - 3.0000,-,16 Sep 2015,26 Sep 2015,09 Sep 2015,15 Sep 2015,-
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,22 Mar 2016,Interim Dividend - Rs. - 5.0000,23 Mar 2016,-,-,22 Mar 2016,22 Mar 2016,-
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,12 Sep 2017,Dividend - Rs. - 10.0000,-,14 Sep 2017,23 Sep 2017,11 Sep 2017,13 Sep 2017,-
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,12 Sep 2018,Dividend - Rs. - 10.0000,-,17 Sep 2018,26 Sep 2018,07 Sep 2018,14 Sep 2018,-
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,12 Sep 2019,Dividend - Rs. - 10.0000,14 Sep 2019,-,-,11 Sep 2019,12 Sep 2019,-
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,19 Mar 2020,Interim Dividend - Rs. - 20.0000,21 Mar 2020,-,-,18 Mar 2020,19 Mar 2020,-
