Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
526666,BIL,BHARTIYA INTERNATIONAL LTD.,13 Sep 2007,Dividend - Rs. - 1.5000,-,17 Sep 2007,27 Sep 2007,10 Sep 2007,14 Sep 2007,-
526666,BIL,BHARTIYA INTERNATIONAL LTD.,11 Sep 2008,Dividend - Rs. - 1.5000,-,15 Sep 2008,22 Sep 2008,08 Sep 2008,12 Sep 2008,-
526666,BIL,BHARTIYA INTERNATIONAL LTD.,17 Sep 2009,Dividend - Rs. - 1.0000,-,21 Sep 2009,25 Sep 2009,14 Sep 2009,17 Sep 2009,-
526666,BIL,BHARTIYA INTERNATIONAL LTD.,16 Sep 2010,Dividend - Rs. - 1.0000,-,20 Sep 2010,24 Sep 2010,13 Sep 2010,17 Sep 2010,-
526666,BIL,BHARTIYA INTERNATIONAL LTD.,15 Sep 2011,Dividend - Rs. - 1.0000,-,19 Sep 2011,26 Sep 2011,12 Sep 2011,16 Sep 2011,-
526666,BIL,BHARTIYA INTERNATIONAL LTD.,20 Sep 2012,Dividend - Rs. - 1.0000,-,24 Sep 2012,27 Sep 2012,14 Sep 2012,21 Sep 2012,-
526666,BIL,BHARTIYA INTERNATIONAL LTD.,12 Sep 2013,Dividend - Rs. - 1.0000,-,16 Sep 2013,23 Sep 2013,06 Sep 2013,13 Sep 2013,22 Oct 2013
526666,BIL,BHARTIYA INTERNATIONAL LTD.,27 Aug 2014,Dividend - Rs. - 1.0000,-,01 Sep 2014,08 Sep 2014,22 Aug 2014,28 Aug 2014,-
526666,BIL,BHARTIYA INTERNATIONAL LTD.,11 Sep 2015,Dividend - Rs. - 1.0000,-,15 Sep 2015,21 Sep 2015,08 Sep 2015,14 Sep 2015,-
526666,BIL,BHARTIYA INTERNATIONAL LTD.,21 Sep 2016,Dividend - Rs. - 1.2000,-,23 Sep 2016,29 Sep 2016,16 Sep 2016,22 Sep 2016,-
526666,BIL,BHARTIYA INTERNATIONAL LTD.,19 Sep 2017,Dividend - Rs. - 1.2000,-,21 Sep 2017,27 Sep 2017,14 Sep 2017,20 Sep 2017,-
526666,BIL,BHARTIYA INTERNATIONAL LTD.,19 Sep 2018,Dividend - Rs. - 1.2000,-,22 Sep 2018,28 Sep 2018,14 Sep 2018,19 Sep 2018,-
526666,BIL,BHARTIYA INTERNATIONAL LTD.,18 Sep 2019,Dividend - Rs. - 1.2000,-,20 Sep 2019,26 Sep 2019,13 Sep 2019,19 Sep 2019,-
