Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,30 Aug 2007,Dividend - Rs. - 0.5000,-,12 Sep 2007,20 Sep 2007,30 Aug 2007,17 Sep 2007,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,29 Aug 2008,Dividend - Rs. - 0.5000,-,12 Sep 2008,20 Sep 2008,29 Aug 2008,17 Sep 2008,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,12 Dec 2008,Right Issue of Equity Shares ,22 Dec 2008,-,-,12 Dec 2008,24 Dec 2008,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,09 Sep 2009,Dividend - Rs. - 0.5000,-,11 Sep 2009,19 Sep 2009,04 Sep 2009,10 Sep 2009,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,16 Sep 2010,Dividend - Rs. - 0.2000,-,20 Sep 2010,28 Sep 2010,13 Sep 2010,17 Sep 2010,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,16 Sep 2011,Dividend - Rs. - 0.2000,-,20 Sep 2011,28 Sep 2011,13 Sep 2011,19 Sep 2011,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,17 Sep 2012,Dividend - Rs. - 0.2000,-,20 Sep 2012,29 Sep 2012,12 Sep 2012,18 Sep 2012,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,18 Sep 2013,Dividend - Rs. - 0.2000,-,20 Sep 2013,28 Sep 2013,13 Sep 2013,19 Sep 2013,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,18 Sep 2014,Dividend - Rs. - 0.2000,-,22 Sep 2014,27 Sep 2014,15 Sep 2014,19 Sep 2014,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,04 Aug 2015,Dividend - Rs. - 0.2000,-,06 Aug 2015,08 Aug 2015,30 Jul 2015,05 Aug 2015,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,12 Sep 2016,Dividend - Rs. - 0.2000,-,15 Sep 2016,17 Sep 2016,07 Sep 2016,14 Sep 2016,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,19 Sep 2017,Dividend - Rs. - 0.2000,-,21 Sep 2017,23 Sep 2017,14 Sep 2017,20 Sep 2017,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,24 Sep 2018,Dividend - Rs. - 0.2000,-,26 Sep 2018,28 Sep 2018,18 Sep 2018,25 Sep 2018,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,20 Sep 2019,Dividend - Rs. - 0.2000,-,24 Sep 2019,28 Sep 2019,17 Sep 2019,23 Sep 2019,-
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,08 Dec 2020,Final Dividend - Rs. - 0.2000,-,10 Dec 2020,17 Dec 2020,03 Dec 2020,09 Dec 2020,-
