Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,21 Sep 2010,Dividend - Rs. - 1.0000,-,23 Sep 2010,30 Sep 2010,16 Sep 2010,22 Sep 2010,-
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,21 Sep 2011,Dividend - Rs. - 1.0000,-,23 Sep 2011,30 Sep 2011,16 Sep 2011,22 Sep 2011,-
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,18 Sep 2012,Dividend - Rs. - 1.0000,-,21 Sep 2012,28 Sep 2012,13 Sep 2012,20 Sep 2012,-
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,19 Sep 2013,Dividend - Rs. - 1.0000,-,23 Sep 2013,30 Sep 2013,16 Sep 2013,20 Sep 2013,-
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,19 Sep 2014,Dividend - Rs. - 1.0000,-,23 Sep 2014,30 Sep 2014,19 Sep 2014,22 Sep 2014,-
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,21 Sep 2015,Dividend - Rs. - 1.0000,-,23 Sep 2015,30 Sep 2015,15 Sep 2015,22 Sep 2015,-
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,21 Sep 2016,Dividend - Rs. - 1.0000,-,23 Sep 2016,30 Sep 2016,20 Sep 2016,22 Sep 2016,-
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,20 Sep 2017,Dividend - Rs. - 1.0000,-,22 Sep 2017,29 Sep 2017,15 Sep 2017,21 Sep 2017,-
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,12 Sep 2018,Dividend - Rs. - 1.2000,-,17 Sep 2018,28 Sep 2018,07 Sep 2018,14 Sep 2018,-
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,03 Oct 2019,Dividend - Rs. - 1.2000,04 Oct 2019,-,-,26 Sep 2019,03 Oct 2019,-
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,17 Sep 2020,Dividend - Rs. - 1.2000,-,19 Sep 2020,30 Sep 2020,14 Sep 2020,17 Sep 2020,-
