Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,02 Aug 2010,Dividend - Rs. - 1.0000,-,04 Aug 2010,12 Aug 2010,28 Jul 2010,03 Aug 2010,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,22 Feb 2011,Interim Dividend - Rs. - 1.0000,23 Feb 2011,-,-,15 Feb 2011,22 Feb 2011,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,17 Feb 2012,Interim Dividend - Rs. - 1.1000,21 Feb 2012,-,-,13 Feb 2012,17 Feb 2012,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,30 Jul 2012,Final Dividend - Rs. - 0.4000,-,01 Aug 2012,14 Aug 2012,25 Jul 2012,31 Jul 2012,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,25 Feb 2013,Interim Dividend - Rs. - 1.0000,26 Feb 2013,-,-,18 Feb 2013,25 Feb 2013,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,22 Aug 2013,Final Dividend - Rs. - 0.5000,-,26 Aug 2013,06 Sep 2013,19 Aug 2013,23 Aug 2013,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,16 Sep 2014,Final Dividend - Rs. - 1.2000,-,18 Sep 2014,30 Sep 2014,11 Sep 2014,17 Sep 2014,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,18 Sep 2015,Final Dividend - Rs. - 1.5000,-,22 Sep 2015,30 Sep 2015,14 Sep 2015,21 Sep 2015,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,23 Feb 2016,Interim Dividend - Rs. - 2.0000,24 Feb 2016,-,-,16 Feb 2016,23 Feb 2016,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,15 Sep 2016,Final Dividend - Rs. - 0.5000,-,19 Sep 2016,27 Sep 2016,09 Sep 2016,16 Sep 2016,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,17 Feb 2017,Interim Dividend - Rs. - 2.0000,21 Feb 2017,-,-,14 Feb 2017,17 Feb 2017,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,12 Sep 2018,Final Dividend - Rs. - 1.5000,14 Sep 2018,-,-,06 Sep 2018,12 Sep 2018,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,12 Sep 2018,Final Dividend - Rs. - 1.5000,-,15 Sep 2018,24 Sep 2018,-,12 Sep 2018,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,21 Feb 2019,Interim Dividend - Rs. - 2.0000,22 Feb 2019,-,-,14 Feb 2019,21 Feb 2019,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,20 Aug 2019,Interim Dividend - Rs. - 2.0000,21 Aug 2019,-,-,13 Aug 2019,20 Aug 2019,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,19 Sep 2019,Final Dividend - Rs. - 1.0000,-,23 Sep 2019,25 Sep 2019,16 Sep 2019,20 Sep 2019,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,24 Feb 2020,Interim Dividend - Rs. - 3.0000,25 Feb 2020,-,-,14 Feb 2020,24 Feb 2020,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,17 Sep 2020,Final Dividend - Rs. - 1.5000,-,21 Sep 2020,25 Sep 2020,14 Sep 2020,18 Sep 2020,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,19 Nov 2020,Interim Dividend - Rs. - 3.0000,21 Nov 2020,-,-,13 Nov 2020,19 Nov 2020,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,22 Feb 2021,Interim Dividend - Rs. - 2.0000,23 Feb 2021,-,-,15 Feb 2021,22 Feb 2021,-
