Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
590021,BHARATRAS,BHARAT RASAYAN LTD.,22 Sep 2008,Dividend - Rs. - 1.0000,-,24 Sep 2008,29 Sep 2008,17 Sep 2008,23 Sep 2008,-
590021,BHARATRAS,BHARAT RASAYAN LTD.,17 Sep 2009,Dividend - Rs. - 1.0000,-,20 Sep 2009,25 Sep 2009,14 Sep 2009,17 Sep 2009,-
590021,BHARATRAS,BHARAT RASAYAN LTD.,12 Aug 2010,Dividend - Rs. - 1.8000,-,16 Aug 2010,20 Aug 2010,09 Aug 2010,13 Aug 2010,-
590021,BHARATRAS,BHARAT RASAYAN LTD.,22 Sep 2011,Dividend - Rs. - 1.2000,-,24 Sep 2011,29 Sep 2011,19 Sep 2011,22 Sep 2011,-
590021,BHARATRAS,BHARAT RASAYAN LTD.,18 Sep 2012,Dividend - Rs. - 1.2000,-,21 Sep 2012,29 Sep 2012,13 Sep 2012,20 Sep 2012,-
590021,BHARATRAS,BHARAT RASAYAN LTD.,18 Sep 2014,Final Dividend - Rs. - 1.0000,-,22 Sep 2014,29 Sep 2014,15 Sep 2014,19 Sep 2014,15 Oct 2014
590021,BHARATRAS,BHARAT RASAYAN LTD.,16 Sep 2015,Dividend - Rs. - 1.5000,-,21 Sep 2015,28 Sep 2015,11 Sep 2015,18 Sep 2015,-
590021,BHARATRAS,BHARAT RASAYAN LTD.,20 Sep 2016,Dividend - Rs. - 1.2000,-,22 Sep 2016,28 Sep 2016,20 Sep 2016,21 Sep 2016,-
590021,BHARATRAS,BHARAT RASAYAN LTD.,19 Sep 2017,Dividend - Rs. - 1.5000,-,21 Sep 2017,27 Sep 2017,14 Sep 2017,20 Sep 2017,-
590021,BHARATRAS,BHARAT RASAYAN LTD.,19 Sep 2018,Final Dividend - Rs. - 1.5000,-,22 Sep 2018,28 Sep 2018,14 Sep 2018,19 Sep 2018,-
590021,BHARATRAS,BHARAT RASAYAN LTD.,17 Sep 2019,Final Dividend - Rs. - 1.5000,-,19 Sep 2019,25 Sep 2019,12 Sep 2019,18 Sep 2019,-
590021,BHARATRAS,BHARAT RASAYAN LTD.,16 Sep 2020,Final Dividend - Rs. - 1.5000,-,18 Sep 2020,24 Sep 2020,11 Sep 2020,17 Sep 2020,-
590021,BHARATRAS,BHARAT RASAYAN LTD.,04 Mar 2021,Buy Back of Shares ,05 Mar 2021,-,-,26 Feb 2021,04 Mar 2021,-
