Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
540072,SHIVAEXPO,Shiva Granito Export Ltd,19 Sep 2017,Dividend - Rs. - 0.2000,-,21 Sep 2017,29 Sep 2017,14 Sep 2017,20 Sep 2017,-
540072,SHIVAEXPO,Shiva Granito Export Ltd,19 Sep 2019,Dividend - Rs. - 0.2500,-,22 Sep 2019,30 Sep 2019,16 Sep 2019,19 Sep 2019,-
