Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
540613,GEL,Gautam Exim Ltd,14 Aug 2018,Final Dividend - Rs. - 1.0000,-,20 Aug 2018,29 Aug 2018,10 Aug 2018,17 Aug 2018,-
540613,GEL,Gautam Exim Ltd,19 Sep 2019,Final Dividend - Rs. - 1.0000,-,21 Sep 2019,28 Sep 2019,16 Sep 2019,19 Sep 2019,-
