Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,12 Sep 2007,Dividend - Rs. - 9.0000,-,14 Sep 2007,21 Sep 2007,07 Sep 2007,13 Sep 2007,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,09 Sep 2008,Dividend - Rs. - 10.0000,-,11 Sep 2008,18 Sep 2008,04 Sep 2008,10 Sep 2008,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,03 Dec 2008,Scheme of Arrangement ,11 Dec 2008,-,-,03 Dec 2008,10 Dec 2008,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,15 Sep 2009,Dividend - Rs. - 10.0000,-,17 Sep 2009,24 Sep 2009,10 Sep 2009,16 Sep 2009,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,09 Sep 2010,Dividend - Rs. - 20.0000,-,14 Sep 2010,21 Sep 2010,06 Sep 2010,13 Sep 2010,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,14 Sep 2011,Dividend - Rs. - 22.0000,-,16 Sep 2011,23 Sep 2011,09 Sep 2011,15 Sep 2011,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,12 Sep 2012,Dividend - Rs. - 15.0000,-,14 Sep 2012,21 Sep 2012,07 Sep 2012,13 Sep 2012,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,04 Sep 2013,Dividend - Rs. - 20.0000,-,06 Sep 2013,13 Sep 2013,30 Aug 2013,05 Sep 2013,23 Sep 2013
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,28 Mar 2014,Bonus issue 2:1,02 Apr 2014,-,-,26 Mar 2014,01 Apr 2014,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,10 Sep 2014,Dividend - Rs. - 6.0000,-,12 Sep 2014,19 Sep 2014,05 Sep 2014,11 Sep 2014,30 Sep 2014
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,15 Sep 2015,Dividend - Rs. - 6.5000,-,17 Sep 2015,24 Sep 2015,10 Sep 2015,15 Sep 2015,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,05 Jan 2016,Bonus issue 1:2,06 Jan 2016,-,-,30 Dec 2015,05 Jan 2016,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,17 Mar 2016,Interim Dividend - Rs. - 3.0000,19 Mar 2016,-,-,14 Mar 2016,17 Mar 2016,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,13 Sep 2017,Dividend - Rs. - 3.0000,-,15 Sep 2017,22 Sep 2017,08 Sep 2017,14 Sep 2017,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,14 Sep 2018,Dividend - Rs. - 1.5000,-,18 Sep 2018,25 Sep 2018,10 Sep 2018,17 Sep 2018,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,12 Sep 2019,Dividend - Rs. - 1.0000,-,16 Sep 2019,23 Sep 2019,06 Sep 2019,13 Sep 2019,-
