Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,16 Aug 2007,Dividend - Rs. - 5.0000,-,21 Aug 2007,27 Aug 2007,13 Aug 2007,20 Aug 2007,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,01 Sep 2008,Final Dividend - Rs. - 20.0000,-,04 Sep 2008,10 Sep 2008,27 Aug 2008,02 Sep 2008,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,04 Sep 2009,Dividend - Rs. - 30.0000,-,08 Sep 2009,14 Sep 2009,01 Sep 2009,07 Sep 2009,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,26 Aug 2010,Dividend - Rs. - 50.0000,-,28 Aug 2010,03 Sep 2010,23 Aug 2010,26 Aug 2010,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,12 Jul 2011,Final Dividend - Rs. - 60.0000,-,14 Jul 2011,20 Jul 2011,07 Jul 2011,13 Jul 2011,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,08 Aug 2012,Final Dividend - Rs. - 120.0000,-,10 Aug 2012,16 Aug 2012,03 Aug 2012,09 Aug 2012,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,08 Aug 2013,Final Dividend - Rs. - 150.0000,-,13 Aug 2013,19 Aug 2013,05 Aug 2013,12 Aug 2013,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,21 Aug 2014,Final Dividend - Rs. - 200.0000,-,23 Aug 2014,29 Aug 2014,14 Aug 2014,21 Aug 2014,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,20 Nov 2014,Interim Dividend - Rs. - 100.0000,21 Nov 2014,-,-,14 Nov 2014,20 Nov 2014,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,14 Jul 2015,Final Dividend - Rs. - 250.0000,-,16 Jul 2015,22 Jul 2015,09 Jul 2015,15 Jul 2015,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,10 Nov 2015,Interim Dividend - Rs. - 150.0000,13 Nov 2015,-,-,05 Nov 2015,11 Nov 2015,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,16 Mar 2016,Bonus issue 1:1,17 Mar 2016,-,-,10 Mar 2016,16 Mar 2016,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,16 Mar 2016,Stock  Split From Rs.10/- to Rs.5/-,17 Mar 2016,-,-,10 Mar 2016,16 Mar 2016,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,20 Sep 2016,Final Dividend - Rs. - 87.5000,-,22 Sep 2016,28 Sep 2016,15 Sep 2016,21 Sep 2016,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,06 Dec 2016,Interim Dividend - Rs. - 50.0000,07 Dec 2016,-,-,30 Nov 2016,06 Dec 2016,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,18 Jul 2017,Final Dividend - Rs. - 100.0000,-,20 Jul 2017,26 Jul 2017,13 Jul 2017,19 Jul 2017,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,20 Nov 2017,Interim Dividend - Rs. - 75.0000,21 Nov 2017,-,-,14 Nov 2017,20 Nov 2017,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,06 Aug 2018,Final Dividend - Rs. - 100.0000,-,08 Aug 2018,14 Aug 2018,01 Aug 2018,07 Aug 2018,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,19 Nov 2018,Interim Dividend - Rs. - 75.0000,20 Nov 2018,-,-,13 Nov 2018,16 Nov 2018,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,22 Mar 2019,Interim Dividend - Rs. - 85.0000,25 Mar 2019,-,-,15 Mar 2019,22 Mar 2019,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,22 Aug 2019,Final Dividend - Rs. - 75.0000,-,24 Aug 2019,30 Aug 2019,19 Aug 2019,22 Aug 2019,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,21 Nov 2019,Interim Dividend - Rs. - 50.0000,22 Nov 2019,-,-,15 Nov 2019,21 Nov 2019,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,24 Feb 2020,Interim Dividend - Rs. - 60.0000,25 Feb 2020,-,-,14 Feb 2020,24 Feb 2020,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,20 Aug 2020,Final Dividend - Rs. - 140.0000,-,22 Aug 2020,28 Aug 2020,17 Aug 2020,20 Aug 2020,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,23 Nov 2020,Interim Dividend - Rs. - 100.0000,24 Nov 2020,-,-,17 Nov 2020,23 Nov 2020,-
