Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
503681,ELCIDIN,ELCID INVESTMENTS LTD.,10 Sep 2007,Dividend - Rs. - 10.0000,-,22 Sep 2007,27 Sep 2007,10 Sep 2007,26 Sep 2007,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,28 Aug 2008,Dividend - Rs. - 10.0000,-,10 Sep 2008,12 Sep 2008,28 Aug 2008,15 Sep 2008,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,03 Sep 2009,Dividend - Rs. - 10.0000,-,16 Sep 2009,23 Sep 2009,03 Sep 2009,18 Sep 2009,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,18 Aug 2010,Dividend - Rs. - 10.0000,-,01 Sep 2010,13 Sep 2010,18 Aug 2010,06 Sep 2010,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,04 Aug 2011,Dividend - Rs. - 10.0000,-,18 Aug 2011,29 Aug 2011,04 Aug 2011,23 Aug 2011,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,03 Aug 2012,Dividend - Rs. - 10.0000,-,17 Aug 2012,31 Aug 2012,03 Aug 2012,22 Aug 2012,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,12 Jul 2013,Dividend - Rs. - 10.0000,-,26 Jul 2013,09 Aug 2013,12 Jul 2013,31 Jul 2013,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,31 Jul 2014,Dividend - Rs. - 10.0000,-,13 Aug 2014,27 Aug 2014,31 Jul 2014,18 Aug 2014,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,31 Jul 2015,Dividend - Rs. - 10.0000,-,14 Aug 2015,28 Aug 2015,31 Jul 2015,19 Aug 2015,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,17 Mar 2016,Interim Dividend - Rs. - 10.0000,29 Mar 2016,-,-,17 Mar 2016,01 Apr 2016,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,05 Aug 2016,Final Dividend - Rs. - 5.0000,-,19 Aug 2016,26 Aug 2016,05 Aug 2016,24 Aug 2016,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,09 Aug 2017,Final Dividend - Rs. - 15.0000,-,21 Aug 2017,28 Aug 2017,09 Aug 2017,23 Aug 2017,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,16 Aug 2018,Final Dividend - Rs. - 15.0000,-,21 Aug 2018,27 Aug 2018,10 Aug 2018,20 Aug 2018,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,13 Aug 2019,Final Dividend - Rs. - 15.0000,-,16 Aug 2019,22 Aug 2019,07 Aug 2019,14 Aug 2019,-
503681,ELCIDIN,ELCID INVESTMENTS LTD.,21 Sep 2020,Final Dividend - Rs. - 15.0000,-,23 Sep 2020,29 Sep 2020,16 Sep 2020,22 Sep 2020,-
