Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
590051,SAKSOFT,SAKSOFT LTD.,16 Sep 2008,Dividend - Rs. - 0.5000,-,18 Sep 2008,25 Sep 2008,11 Sep 2008,17 Sep 2008,-
590051,SAKSOFT,SAKSOFT LTD.,22 Jul 2009,Dividend - Rs. - 1.0000,-,24 Jul 2009,31 Jul 2009,17 Jul 2009,23 Jul 2009,-
590051,SAKSOFT,SAKSOFT LTD.,28 Jul 2010,Final Dividend - Rs. - 1.0000,-,30 Jul 2010,06 Aug 2010,23 Jul 2010,29 Jul 2010,-
590051,SAKSOFT,SAKSOFT LTD.,27 Jul 2011,Final Dividend - Rs. - 1.0000,-,29 Jul 2011,05 Aug 2011,22 Jul 2011,28 Jul 2011,-
590051,SAKSOFT,SAKSOFT LTD.,26 Jul 2012,Final Dividend - Rs. - 1.0000,-,30 Jul 2012,06 Aug 2012,23 Jul 2012,27 Jul 2012,-
590051,SAKSOFT,SAKSOFT LTD.,25 Jul 2013,Final Dividend - Rs. - 2.0000,-,29 Jul 2013,05 Aug 2013,22 Jul 2013,26 Jul 2013,-
590051,SAKSOFT,SAKSOFT LTD.,18 Sep 2014,Final Dividend - Rs. - 2.5000,-,22 Sep 2014,26 Sep 2014,15 Sep 2014,19 Sep 2014,-
590051,SAKSOFT,SAKSOFT LTD.,02 Sep 2015,Dividend - Rs. - 2.5000,-,04 Sep 2015,10 Sep 2015,02 Sep 2015,03 Sep 2015,-
590051,SAKSOFT,SAKSOFT LTD.,03 Aug 2016,Dividend - Rs. - 3.0000,-,05 Aug 2016,12 Aug 2016,29 Jul 2016,04 Aug 2016,-
590051,SAKSOFT,SAKSOFT LTD.,27 Jul 2017,Dividend - Rs. - 3.0000,-,31 Jul 2017,07 Aug 2017,27 Jul 2017,28 Jul 2017,-
590051,SAKSOFT,SAKSOFT LTD.,01 Aug 2018,Final Dividend - Rs. - 3.5000,-,03 Aug 2018,10 Aug 2018,27 Jul 2018,02 Aug 2018,-
590051,SAKSOFT,SAKSOFT LTD.,20 Nov 2018,Interim Dividend - Rs. - 1.0000,23 Nov 2018,-,-,15 Nov 2018,21 Nov 2018,-
590051,SAKSOFT,SAKSOFT LTD.,01 Aug 2019,Final Dividend - Rs. - 3.0000,-,03 Aug 2019,12 Aug 2019,29 Jul 2019,01 Aug 2019,-
590051,SAKSOFT,SAKSOFT LTD.,22 Nov 2019,Interim Dividend - Rs. - 2.0000,25 Nov 2019,-,-,18 Nov 2019,22 Nov 2019,-
590051,SAKSOFT,SAKSOFT LTD.,19 Mar 2020,Interim Dividend - Rs. - 2.5000,21 Mar 2020,-,-,16 Mar 2020,19 Mar 2020,-
590051,SAKSOFT,SAKSOFT LTD.,18 Nov 2020,Interim Dividend - Rs. - 2.5000,19 Nov 2020,-,-,12 Nov 2020,18 Nov 2020,-
