security code,security name,revenue,income,expenditure,profit,eps,year,quartile
503639,INDSOYA,29.56,29.56,-29.40,0.13,0.62,2007,3
503639,INDSOYA,0.04,0.04,-0.07,-0.03,-0.16,2007,4
503639,INDSOYA,18.81,18.81,-18.53,0.16,0.79,2008,1
503639,INDSOYA,7.50,7.50,-7.49,0.01,0.02,2008,2
503639,INDSOYA,12.53,12.53,-11.90,0.42,2.11,2008,3
503639,INDSOYA,5.22,-0.02,-5.24,-0.02,-0.09,2008,4
503639,INDSOYA,14.32,14.32,-13.70,0.40,2.01,2009,1
503639,INDSOYA,29.05,29.05,-28.40,0.20,0.98,2009,2
503639,INDSOYA,23.72,0.37,-0.10,0.25,1.25,2009,3
503639,INDSOYA,27.64,0.60,-0.42,0.13,0.62,2009,4
503639,INDSOYA,24.41,-0.26,-0.74,0.19,0.93,2010,1
503639,INDSOYA,11.79,0.10,-0.08,0.09,0.43,2010,2
503639,INDSOYA,45.40,0.90,-44.50,0.62,3.08,2010,3
503639,INDSOYA,17.69,0.01,-0.33,0.63,3.14,2010,4
503639,INDSOYA,23.69,0.26,-0.39,0.59,2.93,2011,1
503639,INDSOYA,9.52,0.12,-0.24,0.70,3.51,2011,2
503639,INDSOYA,28.49,-0.48,-1.37,0.02,0.08,2011,3
503639,INDSOYA,12.37,0.04,-0.15,0.03,0.12,2011,4
503639,INDSOYA,21.61,21.61,-0.68,0.56,2.80,2012,1
503639,INDSOYA,11.65,10.28,-0.28,0.64,3.21,2012,2
503639,INDSOYA,40.70,40.43,-37.19,2.45,12.24,2012,3
503639,INDSOYA,12.19,11.71,-12.11,-0.11,-0.54,2012,4
503639,INDSOYA,4.54,3.58,-0.38,-0.02,-0.10,2013,1
503639,INDSOYA,20.71,20.43,-0.06,0.89,4.46,2013,2
503639,INDSOYA,0.83,0.55,-0.74,0.05,0.27,2013,3
503639,INDSOYA,21.89,21.24,-21.09,0.31,1.55,2013,4
503639,INDSOYA,5.10,4.04,-0.34,-0.07,-0.37,2014,2
503639,INDSOYA,0.29,0.29,-0.23,0.06,0.29,2014,3
503639,INDSOYA,0.27,0.27,-0.19,0.08,0.40,2014,4
503639,INDSOYA,0.27,0.27,-0.41,-0.14,-0.69,2015,1
503639,INDSOYA,0.32,0.32,-0.30,-0.27,-1.35,2015,2
503639,INDSOYA,0.32,0.32,-0.30,-0.01,-0.07,2015,3
503639,INDSOYA,0.31,0.31,-0.38,-0.07,-0.33,2015,4
503639,INDSOYA,0.30,0.30,-0.43,-0.10,-0.51,2016,1
503639,INDSOYA,0.30,0.30,-0.25,-0.25,-1.26,2016,2
503639,INDSOYA,0.30,0.30,-0.03,-0.03,-0.17,2016,3
503639,INDSOYA,0.31,0.31,-0.04,-0.10,-0.50,2016,4
503639,INDSOYA,0.35,0.35,-0.48,-0.13,-0.67,2017,1
503639,INDSOYA,,0.29,-0.31,-0.32,-1.59,2017,2
503639,INDSOYA,,0.29,-0.04,-0.05,-0.25,2017,3
503639,INDSOYA,,0.28,-0.40,-0.12,-0.60,2017,4
503639,INDSOYA,,0.28,-0.14,-0.16,-0.78,2018,1
503639,INDSOYA,,0.27,-0.37,-0.40,-2.00,2018,2
503639,INDSOYA,,0.26,-0.01,-0.05,-0.23,2018,3
503639,INDSOYA,,0.26,-0.01,-0.11,-0.55,2018,4
503639,INDSOYA,,0.26,-0.13,-0.13,-0.65,2019,1
503639,INDSOYA,,0.24,-0.41,-0.36,-1.79,2019,2
503639,INDSOYA,,0.25,-0.07,0.06,0.28,2019,3
503639,INDSOYA,35.90,36.15,-0.06,1.53,7.67,2019,4
503639,INDSOYA,7.49,7.90,-0.15,0.39,1.94,2020,1
503639,INDSOYA,9.96,10.27,-0.40,0.82,4.12,2020,2
503639,INDSOYA,13.60,13.94,-0.02,0.47,2.33,2020,3
503639,INDSOYA,18.83,19.19,-0.02,0.48,2.39,2020,4
