security code,security name,revenue,income,expenditure,profit,eps,year,quartile
506178,ZKHATAUE,,,-0.04,-0.04,-0.14,2007,3
506178,ZKHATAUE,,,-0.02,-0.02,-0.09,2007,4
506178,ZKHATAUE,,,-0.03,-0.03,0.00,2008,1
506178,ZKHATAUE,,,-0.02,-0.02,-0.01,2008,2
506178,ZKHATAUE,,,-0.03,-0.03,-0.01,2008,3
506178,ZKHATAUE,,-0.03,-0.03,-0.03,-0.05,2008,4
506178,ZKHATAUE,,-0.05,-0.05,-0.05,0.00,2009,1
506178,ZKHATAUE,,-0.02,-0.02,-0.02,-0.07,2009,2
506178,ZKHATAUE,,-0.01,-0.01,-0.01,0.00,2009,3
506178,ZKHATAUE,,0.00,0.00,0.00,,2009,4
506178,ZKHATAUE,,-0.01,-0.01,-0.01,0.00,2010,1
506178,ZKHATAUE,,-0.02,-0.02,-0.02,,2010,2
506178,ZKHATAUE,,-0.01,-0.01,-0.01,-0.03,2010,3
506178,ZKHATAUE,,-0.01,-0.01,-0.01,0.00,2010,4
506178,ZKHATAUE,,-0.01,-0.01,-0.01,-0.01,2011,1
506178,ZKHATAUE,,-0.03,-0.03,-0.03,-0.12,2011,2
506178,ZKHATAUE,,-0.01,-0.01,-0.01,-0.03,2011,3
506178,ZKHATAUE,,-0.03,-0.03,-0.03,-0.01,2011,4
506178,ZKHATAUE,,-0.02,-0.02,-0.02,-0.01,2012,1
506178,ZKHATAUE,,-0.15,-0.15,-0.15,-0.62,2012,2
506178,ZKHATAUE,,,,,,2012,3
506178,ZKHATAUE,,-0.06,-0.06,-0.06,-0.25,2012,4
506178,ZKHATAUE,,-0.04,-0.04,0.01,0.04,2013,1
506178,ZKHATAUE,,-0.05,-0.05,-0.05,-0.19,2013,2
506178,ZKHATAUE,,0.01,0.01,0.01,,2013,3
506178,ZKHATAUE,,-0.05,-0.05,-0.02,-0.07,2013,4
506178,ZKHATAUE,,-0.09,-0.09,0.12,0.47,2014,1
506178,ZKHATAUE,,-0.16,-0.16,0.08,0.32,2014,2
506178,ZKHATAUE,,-0.10,-0.10,0.16,0.65,2014,3
506178,ZKHATAUE,,-0.09,-0.09,0.28,1.13,2014,4
506178,ZKHATAUE,,-0.27,-0.27,-0.18,-0.72,2015,1
506178,ZKHATAUE,,-0.04,-0.04,-0.04,-0.14,2015,3
506178,ZKHATAUE,,-0.02,-0.02,-0.02,-0.06,2015,4
506178,ZKHATAUE,,-0.10,-0.10,-0.10,-0.42,2016,1
506178,ZKHATAUE,,-0.34,-0.34,-0.34,-1.35,2016,2
506178,ZKHATAUE,,-0.03,-0.03,-0.03,-0.12,2016,3
506178,ZKHATAUE,,-0.07,-0.07,-0.07,-0.28,2016,4
506178,ZKHATAUE,,,-0.06,-0.06,-0.23,2017,1
506178,ZKHATAUE,,,-0.39,-0.39,-1.57,2017,2
506178,ZKHATAUE,,,-0.02,-0.02,-0.08,2017,3
506178,ZKHATAUE,,,-0.02,-0.02,-0.08,2017,4
506178,ZKHATAUE,,,-0.27,-0.27,-1.07,2018,1
506178,ZKHATAUE,,,-0.31,-0.31,-0.87,2018,2
506178,ZKHATAUE,,,-0.04,-0.04,-0.10,2018,3
506178,ZKHATAUE,,,-0.14,-0.14,-0.40,2018,4
506178,ZKHATAUE,,,-0.12,-0.12,-0.34,2019,1
506178,ZKHATAUE,,,-0.40,-0.40,-1.13,2019,2
506178,ZKHATAUE,,,-0.11,-0.11,-0.32,2019,3
506178,ZKHATAUE,,,-0.14,-0.14,-0.40,2019,4
506178,ZKHATAUE,,,-0.02,-0.02,-0.05,2020,1
506178,ZKHATAUE,,,-0.33,-0.33,-0.94,2020,2
506178,ZKHATAUE,,,-0.07,-0.07,-0.20,2020,3
506178,ZKHATAUE,,,-0.10,-0.10,-0.30,2020,4
