security code,security name,revenue,income,expenditure,profit,eps,year,quartile
530281,QUANTDIA,,,-0.43,-0.43,,2007,3
530281,QUANTDIA,,,-0.45,-0.45,,2007,4
530281,QUANTDIA,,,-0.57,-0.57,,2008,1
530281,QUANTDIA,,,-1.84,-1.84,,2008,2
530281,QUANTDIA,,-3.68,-3.68,-3.68,,2008,3
530281,QUANTDIA,3.50,-3.14,-6.64,-3.14,,2008,4
530281,QUANTDIA,,-7.13,-7.13,-7.13,,2009,1
530281,QUANTDIA,,-0.16,-0.16,-0.16,,2009,2
530281,QUANTDIA,,-0.53,-0.53,-0.53,,2009,3
530281,QUANTDIA,,-0.62,-0.62,-0.62,,2009,4
530281,QUANTDIA,5.00,-3.18,-8.18,-3.18,,2010,1
530281,QUANTDIA,,-2.17,-2.17,-2.17,,2010,2
530281,QUANTDIA,30.01,5.25,-24.76,9.63,,2010,3
530281,QUANTDIA,61.24,0.60,-60.64,0.60,0.20,2010,4
530281,QUANTDIA,27.71,-18.77,-46.48,-18.76,,2011,1
530281,QUANTDIA,,-3.11,-3.11,-3.11,,2011,2
530281,QUANTDIA,,-2.90,-2.90,-1.33,,2011,3
530281,QUANTDIA,,-3.13,-3.13,-0.63,,2011,4
530281,QUANTDIA,,-4.29,-2.76,-1.28,,2012,1
530281,QUANTDIA,,-2.92,-1.39,-2.91,,2012,2
530281,QUANTDIA,,-2.78,-1.52,-2.78,,2012,3
530281,QUANTDIA,,-3.35,-1.71,-3.35,,2012,4
530281,QUANTDIA,,-3.76,-2.16,0.67,,2013,1
530281,QUANTDIA,,-3.70,-3.70,-3.70,,2013,2
530281,QUANTDIA,,-3.61,-3.61,-3.61,-2.48,2013,3
530281,QUANTDIA,,-3.04,-3.04,-3.04,-2.08,2013,4
530281,QUANTDIA,,-7.99,-0.41,4.31,1.42,2014,1
530281,QUANTDIA,,-2.75,-2.75,2.25,0.74,2014,2
530281,QUANTDIA,,-2.26,-0.97,-2.26,-0.74,2014,3
530281,QUANTDIA,,-2.24,-0.91,-2.24,-0.74,2014,4
530281,QUANTDIA,,-5.98,-2.41,-0.15,-0.05,2015,1
530281,QUANTDIA,,-1.14,-0.15,-1.14,,2015,2
530281,QUANTDIA,,-0.72,-0.18,-0.72,,2015,3
530281,QUANTDIA,,-0.69,-0.17,-0.69,-1.74,2015,4
530281,QUANTDIA,,-2.23,-0.09,1.22,0.40,2016,1
530281,QUANTDIA,,-0.59,-0.13,-0.59,-0.20,2016,2
530281,QUANTDIA,,-0.48,-0.05,-0.84,-0.28,2016,3
530281,QUANTDIA,,-0.25,-0.12,-0.25,-0.08,2016,4
530281,QUANTDIA,,1.55,-0.64,-0.56,-0.18,2017,1
530281,QUANTDIA,,,-1.11,-1.40,-0.46,2017,2
530281,QUANTDIA,,,-0.08,-1.24,-0.41,2017,3
530281,QUANTDIA,,,-0.68,-1.34,-0.44,2017,4
530281,QUANTDIA,,,-1.72,-3.01,-0.99,2018,1
530281,QUANTDIA,,,-1.44,-2.27,-0.75,2018,2
530281,QUANTDIA,44.82,44.82,-0.76,43.42,14.31,2018,3
530281,QUANTDIA,,,-1.62,-2.01,-0.66,2018,4
530281,QUANTDIA,,0.01,-41.28,-41.65,-13.72,2019,1
530281,QUANTDIA,,,-0.68,-1.17,-0.39,2019,2
530281,QUANTDIA,,1.63,-0.01,1.19,0.39,2019,3
530281,QUANTDIA,5.90,5.98,-0.74,4.86,1.60,2019,4
530281,QUANTDIA,3.00,3.04,-3.75,-0.77,-0.25,2020,1
530281,QUANTDIA,,,-0.21,-0.56,-0.19,2020,2
530281,QUANTDIA,,,-0.13,-0.71,-0.23,2020,3
530281,QUANTDIA,,,-0.23,-0.71,-0.23,2020,4
