security code,security name,revenue,income,expenditure,profit,eps,year,quartile
512062,ZSANMCOM,14.30,14.38,-14.41,-0.11,,2007,3
512062,ZSANMCOM,9.17,9.11,-9.11,0.08,,2007,4
512062,ZSANMCOM,4.65,4.69,-4.24,0.50,0.45,2008,1
512062,ZSANMCOM,33.87,33.88,-33.78,0.10,0.09,2008,2
512062,ZSANMCOM,9.54,0.44,-9.09,0.45,0.40,2008,3
512062,ZSANMCOM,3.02,-1.21,-4.23,-1.21,,2008,4
512062,ZSANMCOM,12.10,0.52,-11.57,0.69,,2009,1
512062,ZSANMCOM,41.74,0.18,-41.56,0.24,,2009,2
512062,ZSANMCOM,27.62,-1.21,-28.83,-1.16,,2009,3
512062,ZSANMCOM,23.15,-1.35,-24.50,-1.27,,2009,4
512062,ZSANMCOM,22.25,-1.46,-23.72,-1.33,,2010,2
512062,ZSANMCOM,33.39,-1.23,-34.62,-1.09,,2010,3
512062,ZSANMCOM,6.03,-0.38,-6.41,-0.22,,2011,2
512062,ZSANMCOM,4.80,-0.47,-5.27,-0.28,,2011,3
512062,ZSANMCOM,5.43,0.29,-5.14,0.47,,2011,4
512062,ZSANMCOM,3.92,-0.51,-4.43,-0.32,,2012,2
512062,ZSANMCOM,,-0.12,-0.12,0.08,,2012,3
512062,ZSANMCOM,,-0.12,-0.12,0.07,,2012,4
512062,ZSANMCOM,0.27,0.27,-0.39,0.11,,2013,1
512062,ZSANMCOM,,-0.21,-0.21,-0.10,,2013,2
512062,ZSANMCOM,,-0.15,-0.15,-0.02,,2013,3
512062,ZSANMCOM,,-0.11,-0.11,0.01,,2013,4
512062,ZSANMCOM,,-0.09,-0.09,0.06,,2014,1
512062,ZSANMCOM,,-0.24,-0.24,-0.18,-0.16,2014,2
512062,ZSANMCOM,,-0.09,-0.09,-0.08,-0.07,2014,3
512062,ZSANMCOM,,-0.17,-0.17,0.12,,2014,4
512062,ZSANMCOM,,-0.12,-0.12,0.04,0.04,2015,1
512062,ZSANMCOM,,-0.33,-0.33,-0.19,-0.17,2015,2
512062,ZSANMCOM,,-0.11,-0.11,0.03,0.03,2015,3
512062,ZSANMCOM,,-0.14,-0.14,0.22,0.20,2015,4
512062,ZSANMCOM,,-0.20,-0.20,-0.08,-0.07,2016,1
512062,ZSANMCOM,,-0.33,-0.33,-0.30,-0.17,2016,2
512062,ZSANMCOM,,-0.18,-0.18,-0.10,-0.09,2016,3
512062,ZSANMCOM,,-0.15,-0.15,0.21,0.19,2016,4
512062,ZSANMCOM,,0.25,-0.17,0.09,0.08,2017,1
512062,ZSANMCOM,,-0.63,-0.41,-1.04,-0.94,2017,2
512062,ZSANMCOM,,0.15,-0.09,0.01,-0.17,2017,3
512062,ZSANMCOM,30.35,30.79,-0.75,0.40,0.18,2017,4
512062,ZSANMCOM,50.20,50.31,-1.24,0.61,0.56,2018,1
512062,ZSANMCOM,44.92,45.03,-0.48,8.18,7.44,2018,2
512062,ZSANMCOM,1.20,1.31,-0.31,-1.60,-1.46,2018,3
512062,ZSANMCOM,,0.11,-0.28,-0.29,-0.26,2018,4
512062,ZSANMCOM,,0.06,-2.36,-3.48,-3.16,2019,1
512062,ZSANMCOM,,0.10,-0.14,-0.09,-0.08,2019,2
512062,ZSANMCOM,,0.10,-0.16,-0.18,-0.16,2019,3
512062,ZSANMCOM,,0.10,-0.16,-0.16,-0.15,2019,4
512062,ZSANMCOM,,0.10,-0.38,-0.28,-0.25,2020,1
512062,ZSANMCOM,,0.10,-0.15,-0.16,-0.14,2020,2
512062,ZSANMCOM,,0.10,-0.19,-0.19,-0.18,2020,3
512062,ZSANMCOM,,0.10,-0.19,-0.21,-0.19,2020,4
