security code,security name,revenue,income,expenditure,profit,eps,year,quartile
511169,RKDAGRRTL,,0.03,-0.03,,,2007,3
511169,RKDAGRRTL,,0.04,-0.03,0.01,,2007,4
511169,RKDAGRRTL,,0.14,-0.04,0.10,,2008,1
511169,RKDAGRRTL,,0.07,-0.01,0.06,,2008,2
511169,RKDAGRRTL,0.11,0.11,-0.10,0.01,,2008,3
511169,RKDAGRRTL,0.02,0.02,0.00,0.02,,2008,4
511169,RKDAGRRTL,,-0.03,-0.03,-0.03,,2009,1
511169,RKDAGRRTL,,-0.02,-0.02,-0.02,,2009,2
511169,RKDAGRRTL,,-0.03,-0.03,-0.03,,2009,3
511169,RKDAGRRTL,,-0.03,-0.03,-0.03,,2009,4
511169,RKDAGRRTL,,-0.01,-0.01,0.04,,2010,1
511169,RKDAGRRTL,,-0.02,-0.02,0.03,,2010,2
511169,RKDAGRRTL,0.05,0.05,-0.02,0.03,,2010,3
511169,RKDAGRRTL,0.04,0.03,-0.02,0.03,,2010,4
511169,RKDAGRRTL,0.03,0.03,-0.06,-0.03,,2011,1
511169,RKDAGRRTL,0.03,0.03,-0.03,0.44,,2011,2
511169,RKDAGRRTL,0.16,0.16,-0.12,0.04,,2011,3
511169,RKDAGRRTL,0.04,0.04,-0.03,0.01,,2011,4
511169,RKDAGRRTL,2.50,2.28,-0.02,-7.80,,2012,1
511169,RKDAGRRTL,0.03,0.03,-0.02,0.00,,2012,2
511169,RKDAGRRTL,0.03,0.03,-0.03,0.00,,2012,3
511169,RKDAGRRTL,4.62,4.62,-0.21,4.41,2.32,2012,4
511169,RKDAGRRTL,-3.68,0.98,-0.53,-4.40,-14.59,2013,1
511169,RKDAGRRTL,1.88,1.88,-0.02,0.00,,2013,2
511169,RKDAGRRTL,1.65,0.02,-0.09,0.02,,2013,3
511169,RKDAGRRTL,0.44,0.44,-0.07,0.00,,2013,4
511169,RKDAGRRTL,2.50,2.50,-2.50,-0.01,,2014,1
511169,RKDAGRRTL,0.05,0.05,-0.04,0.01,,2014,2
511169,RKDAGRRTL,0.04,0.04,-0.04,0.01,,2014,3
511169,RKDAGRRTL,0.05,0.05,-0.04,0.01,,2014,4
511169,RKDAGRRTL,0.09,0.09,-0.10,-0.01,,2015,1
511169,RKDAGRRTL,0.08,0.08,-0.08,0.00,,2015,2
511169,RKDAGRRTL,0.08,0.08,-0.12,-0.04,,2015,3
511169,RKDAGRRTL,0.11,0.11,-0.13,-0.02,,2015,4
511169,RKDAGRRTL,0.17,0.17,-0.14,0.03,0.02,2016,1
511169,RKDAGRRTL,0.13,0.13,-0.23,-0.11,-0.06,2016,2
511169,RKDAGRRTL,0.14,0.14,0.00,0.14,0.07,2016,3
511169,RKDAGRRTL,0.14,0.14,0.00,0.14,0.07,2016,4
511169,RKDAGRRTL,,,-0.33,-0.33,-0.18,2017,1
511169,RKDAGRRTL,,,-0.30,-0.30,-0.16,2017,2
511169,RKDAGRRTL,,,-0.09,-0.09,,2017,3
511169,RKDAGRRTL,,0.48,0.00,0.47,0.25,2017,4
511169,RKDAGRRTL,,0.01,-0.19,-0.18,-0.09,2018,1
511169,RKDAGRRTL,,,,,,2018,2
511169,RKDAGRRTL,,,-0.31,-0.31,-0.16,2018,3
511169,RKDAGRRTL,,,-0.02,-0.06,-0.03,2018,4
511169,RKDAGRRTL,,,-0.20,-0.25,-0.13,2019,1
511169,RKDAGRRTL,,,-0.01,-0.05,,2019,2
511169,RKDAGRRTL,0.22,0.22,-0.02,-0.01,,2019,3
511169,RKDAGRRTL,0.04,0.04,-0.44,-0.11,,2019,4
511169,RKDAGRRTL,0.41,0.41,-0.24,-0.27,,2020,1
511169,RKDAGRRTL,,,-0.39,-0.45,-0.23,2020,2
511169,RKDAGRRTL,1.81,1.81,-0.03,-0.81,-4.28,2020,3
511169,RKDAGRRTL,2.18,2.18,-0.94,0.66,3.49,2020,4
