security code,security name,revenue,income,expenditure,profit,eps,year,quartile
526628,AJWAFUN,1.18,1.22,-0.83,-1.53,,2007,3
526628,AJWAFUN,3.53,3.54,-0.69,-0.09,,2007,4
526628,AJWAFUN,1.67,51.34,-0.99,47.65,,2008,1
526628,AJWAFUN,2.43,2.80,-0.91,-0.24,,2008,2
526628,AJWAFUN,1.37,-1.80,-0.95,-1.53,,2008,3
526628,AJWAFUN,2.74,-2.02,-1.21,-0.73,,2008,4
526628,AJWAFUN,9.99,7.91,-1.45,0.95,,2009,1
526628,AJWAFUN,4.54,-0.18,-1.42,2.64,,2009,2
526628,AJWAFUN,1.56,-2.21,-0.89,0.33,,2009,3
526628,AJWAFUN,4.08,-1.40,-1.08,2.80,,2009,4
526628,AJWAFUN,2.63,-10.80,-1.40,4.33,,2010,1
526628,AJWAFUN,4.46,-0.12,-1.38,2.68,,2010,2
526628,AJWAFUN,1.30,-3.40,-0.81,-2.11,,2010,3
526628,AJWAFUN,3.67,-5.69,-1.44,-2.85,,2010,4
526628,AJWAFUN,8.45,3.55,-0.73,3.01,,2011,1
526628,AJWAFUN,10.23,1.58,-1.72,1.46,,2011,2
526628,AJWAFUN,4.72,-3.08,-1.97,-3.10,,2011,3
526628,AJWAFUN,9.82,1.14,-1.77,2.38,,2011,4
526628,AJWAFUN,9.40,1.77,-1.16,4.33,0.68,2012,1
526628,AJWAFUN,14.45,4.50,-1.73,4.34,,2012,2
526628,AJWAFUN,4.10,4.10,-5.57,-4.25,-0.67,2012,3
526628,AJWAFUN,18.18,7.05,-8.18,7.18,1.12,2012,4
526628,AJWAFUN,21.71,21.71,-21.32,-1.41,-0.22,2013,1
526628,AJWAFUN,12.75,12.75,-6.29,1.09,0.17,2013,2
526628,AJWAFUN,4.35,4.35,-4.39,-4.39,-0.69,2013,3
526628,AJWAFUN,7.85,7.85,-4.87,-2.10,-0.33,2013,4
526628,AJWAFUN,12.77,12.77,-7.01,0.25,0.04,2014,2
526628,AJWAFUN,5.24,5.24,-4.22,-3.43,-0.54,2014,3
526628,AJWAFUN,10.76,10.76,-4.78,-0.01,,2014,4
526628,AJWAFUN,7.98,7.98,-2.12,0.85,0.13,2015,1
526628,AJWAFUN,12.63,12.63,-2.14,0.50,0.08,2015,2
526628,AJWAFUN,5.71,0.03,-4.17,-3.17,-0.50,2015,3
526628,AJWAFUN,7.91,0.01,-3.63,-0.88,-0.14,2015,4
526628,AJWAFUN,9.03,9.03,-2.38,-2.31,-0.36,2016,1
526628,AJWAFUN,15.37,15.37,-5.79,3.08,0.48,2016,2
526628,AJWAFUN,6.92,0.02,-4.89,-2.50,-0.39,2016,3
526628,AJWAFUN,6.53,0.04,-4.63,-4.00,-0.63,2016,4
526628,AJWAFUN,6.67,7.37,-6.03,-4.49,-0.70,2017,1
526628,AJWAFUN,12.06,12.21,-1.28,-0.74,,2017,2
526628,AJWAFUN,2.78,2.78,-2.58,-3.72,-0.58,2017,3
526628,AJWAFUN,5.52,5.52,-3.58,-3.92,-0.61,2017,4
526628,AJWAFUN,10.01,14.61,-2.91,6.71,1.05,2018,1
526628,AJWAFUN,14.90,14.98,-6.77,0.64,0.10,2018,2
526628,AJWAFUN,2.64,2.84,-2.63,-5.12,-0.80,2018,3
526628,AJWAFUN,4.10,8.92,-2.79,-0.28,-0.58,2018,4
526628,AJWAFUN,10.92,11.40,-3.34,2.42,0.38,2019,1
526628,AJWAFUN,13.88,14.00,-6.89,-0.41,-0.06,2019,2
526628,AJWAFUN,1.23,1.61,-1.82,-3.70,0.58,2019,3
526628,AJWAFUN,1.98,2.27,-2.04,-4.31,-0.67,2019,4
526628,AJWAFUN,1.61,1.86,-3.70,-5.64,-0.88,2020,1
526628,AJWAFUN,0.11,0.12,-0.55,-1.95,-0.30,2020,2
526628,AJWAFUN,0.18,0.20,-0.86,-2.98,-0.47,2020,3
526628,AJWAFUN,0.17,0.17,-1.23,-2.85,-0.45,2020,4
