security code,security name,revenue,income,expenditure,profit,eps,year,quartile
530317,GODAVARI,9.54,10.16,-9.06,0.18,0.03,2007,3
530317,GODAVARI,10.29,10.69,-10.59,-2.33,-0.31,2007,4
530317,GODAVARI,9.08,9.22,-2.13,-6.95,-0.97,2008,1
530317,GODAVARI,9.03,9.03,-9.70,-1.05,-0.14,2008,2
530317,GODAVARI,13.84,14.48,-11.72,2.27,0.30,2008,3
530317,GODAVARI,6.13,-2.80,-8.93,-3.12,-0.50,2008,4
530317,GODAVARI,8.57,0.91,-7.66,1.11,0.15,2009,1
530317,GODAVARI,9.80,-0.57,-1.29,-0.85,-0.11,2009,2
530317,GODAVARI,11.63,0.47,-11.16,0.23,0.03,2009,3
530317,GODAVARI,8.64,-1.73,-10.37,-1.98,-0.26,2009,4
530317,GODAVARI,13.54,1.64,-11.89,1.31,0.17,2010,1
530317,GODAVARI,10.44,-0.98,-11.42,-1.26,-0.17,2010,2
530317,GODAVARI,17.73,0.34,-17.39,0.06,0.01,2010,3
530317,GODAVARI,15.53,15.53,-15.14,0.14,0.02,2010,4
530317,GODAVARI,8.67,1.29,-7.38,1.29,0.17,2011,1
530317,GODAVARI,13.76,-0.80,-14.56,-1.08,-0.14,2011,2
530317,GODAVARI,9.74,-3.83,-13.57,-4.06,-0.54,2011,3
530317,GODAVARI,4.94,-5.25,-10.19,-5.30,-0.70,2011,4
530317,GODAVARI,8.75,8.75,-14.20,-6.05,-0.80,2012,1
530317,GODAVARI,8.03,-4.32,-12.35,-4.83,-0.64,2012,2
530317,GODAVARI,14.58,6.18,-3.01,5.44,0.72,2012,3
530317,GODAVARI,27.47,1.92,-25.55,3.68,0.49,2012,4
530317,GODAVARI,26.16,26.16,-24.28,0.54,0.07,2013,1
530317,GODAVARI,23.62,23.62,-20.84,2.27,0.30,2013,2
530317,GODAVARI,27.43,27.43,-24.17,2.78,0.37,2013,3
530317,GODAVARI,22.81,22.81,-20.75,1.54,0.20,2013,4
530317,GODAVARI,20.48,20.48,-20.63,8.93,1.19,2014,1
530317,GODAVARI,72.28,72.28,-66.25,4.17,0.55,2014,2
530317,GODAVARI,149.51,18.21,-131.30,13.91,1.85,2014,3
530317,GODAVARI,177.77,177.77,-5.50,10.35,1.37,2014,4
530317,GODAVARI,148.90,148.90,-6.38,8.04,1.07,2015,1
530317,GODAVARI,170.81,170.81,-2.96,5.83,0.77,2015,2
530317,GODAVARI,172.96,172.96,-1.46,2.85,0.39,2015,3
530317,GODAVARI,161.62,161.62,-1.36,2.60,0.35,2015,4
530317,GODAVARI,205.83,205.83,-197.33,2.23,0.30,2016,1
530317,GODAVARI,224.48,224.48,-212.45,4.40,0.58,2016,2
530317,GODAVARI,228.17,228.17,-22.13,4.03,0.53,2016,3
530317,GODAVARI,174.26,174.26,-15.76,3.79,0.50,2016,4
530317,GODAVARI,178.64,186.48,-22.07,5.88,0.78,2017,1
530317,GODAVARI,119.65,121.58,-22.50,0.89,0.12,2017,2
530317,GODAVARI,176.33,176.48,-175.08,0.75,0.10,2017,3
530317,GODAVARI,142.54,146.20,-141.31,3.28,0.44,2017,4
530317,GODAVARI,205.95,206.99,-22.71,3.37,0.45,2018,1
530317,GODAVARI,161.41,161.67,-26.76,1.73,0.23,2018,2
530317,GODAVARI,180.64,180.65,-23.15,2.05,0.27,2018,3
530317,GODAVARI,246.74,247.71,-23.92,4.67,0.62,2018,4
530317,GODAVARI,246.65,247.85,-23.21,3.63,0.48,2019,1
530317,GODAVARI,222.77,223.51,-24.31,4.33,0.57,2019,2
530317,GODAVARI,230.72,230.78,-24.60,2.72,0.36,2019,3
530317,GODAVARI,259.11,259.28,-24.80,5.41,0.72,2019,4
530317,GODAVARI,244.37,246.69,-242.37,7.55,1.00,2020,1
530317,GODAVARI,256.92,257.02,-27.51,8.51,1.13,2020,2
530317,GODAVARI,309.20,311.25,-28.50,9.88,1.31,2020,3
530317,GODAVARI,330.99,331.81,-28.29,10.03,1.33,2020,4
