security code,security name,revenue,income,expenditure,profit,eps,year,quartile
509845,RJSHAH,4.40,6.69,-3.36,2.07,7.39,2007,3
509845,RJSHAH,7.89,17.56,-7.47,6.52,23.28,2007,4
509845,RJSHAH,13.52,16.04,-9.35,4.34,15.49,2008,1
509845,RJSHAH,17.94,19.74,-16.30,2.12,7.56,2008,2
509845,RJSHAH,10.55,12.75,-10.54,1.29,4.59,2008,3
509845,RJSHAH,18.98,18.98,-15.02,3.88,13.85,2008,4
509845,RJSHAH,26.97,-3.94,-30.91,2.97,10.60,2009,1
509845,RJSHAH,25.71,1.45,-24.26,2.48,8.84,2009,2
509845,RJSHAH,11.23,9.67,-7.16,2.49,8.90,2009,3
509845,RJSHAH,6.89,4.10,-3.62,2.06,7.35,2009,4
509845,RJSHAH,5.11,2.74,-8.90,-4.02,,2010,1
509845,RJSHAH,24.81,23.06,-9.60,10.23,36.50,2010,2
509845,RJSHAH,37.90,4.93,-2.42,23.55,,2010,3
509845,RJSHAH,2.79,1.69,-1.11,0.96,3.40,2010,4
509845,RJSHAH,4.23,4.23,-24.14,-20.01,,2011,1
509845,RJSHAH,3.77,0.49,-3.17,0.22,0.77,2011,2
509845,RJSHAH,3.77,3.77,-2.74,0.48,0.17,2011,3
509845,RJSHAH,4.81,1.64,-3.37,0.75,2.65,2011,4
509845,RJSHAH,7.02,5.06,-6.19,0.97,3.48,2012,1
509845,RJSHAH,9.89,8.34,-10.41,0.23,0.84,2012,2
509845,RJSHAH,8.21,6.54,-7.84,1.15,4.09,2012,3
509845,RJSHAH,13.53,11.94,-14.38,0.33,1.17,2012,4
509845,RJSHAH,13.17,11.61,-10.01,2.73,9.73,2013,1
509845,RJSHAH,13.85,12.22,-13.11,1.29,4.60,2013,2
509845,RJSHAH,4.10,2.36,-5.44,0.07,0.26,2013,3
509845,RJSHAH,9.97,8.36,-8.81,1.98,7.07,2013,4
509845,RJSHAH,4.74,3.19,-3.37,1.30,4.64,2014,1
509845,RJSHAH,6.27,4.57,-7.28,0.38,1.35,2014,2
509845,RJSHAH,9.57,8.43,-10.35,0.09,0.31,2014,3
509845,RJSHAH,10.69,9.91,-10.77,0.84,2.98,2014,4
509845,RJSHAH,5.59,5.22,-1.92,3.35,9.39,2015,1
509845,RJSHAH,1.01,1.01,-1.54,0.62,2.21,2015,2
509845,RJSHAH,3.57,3.57,-4.46,0.39,1.40,2015,3
509845,RJSHAH,2.74,2.74,-0.97,0.42,1.51,2015,4
509845,RJSHAH,0.81,0.81,0.00,-0.46,-1.63,2016,1
509845,RJSHAH,,-0.88,-0.88,0.21,0.75,2016,2
509845,RJSHAH,145.36,68.96,-76.40,49.81,,2016,3
509845,RJSHAH,,-2.74,-2.74,0.94,,2016,4
509845,RJSHAH,,2.24,-2.57,-4.95,1.76,2017,1
509845,RJSHAH,,3.97,-2.09,0.74,2.65,2017,2
509845,RJSHAH,,3.16,-2.90,0.85,3.02,2017,3
509845,RJSHAH,,3.05,-1.01,0.34,1.21,2017,4
509845,RJSHAH,,2.21,-2.23,1.81,6.47,2018,1
509845,RJSHAH,2.50,5.36,-1.80,0.91,3.26,2018,2
509845,RJSHAH,,3.99,-1.75,0.52,1.86,2018,3
509845,RJSHAH,,2.99,-1.84,-0.44,-1.59,2018,4
509845,RJSHAH,41.50,43.93,-5.22,24.86,88.75,2019,1
509845,RJSHAH,117.50,127.49,-12.57,91.04,325.02,2019,2
509845,RJSHAH,,5.87,-1.69,2.28,8.15,2019,3
509845,RJSHAH,9.20,12.52,-5.92,10.39,37.09,2019,4
509845,RJSHAH,29.47,34.03,-12.74,14.04,50.14,2020,1
509845,RJSHAH,,5.09,-1.70,1.49,5.32,2020,2
509845,RJSHAH,,4.10,-1.52,0.57,2.03,2020,3
509845,RJSHAH,,6.00,-2.10,1.72,6.14,2020,4
