security code,security name,revenue,income,expenditure,profit,eps,year,quartile
531797,SCANPRO,,,-0.14,-0.14,,2007,3
531797,SCANPRO,,,-0.03,-0.03,,2007,4
531797,SCANPRO,32.89,33.21,-30.91,3.89,,2008,1
531797,SCANPRO,,,-0.03,-0.03,,2008,2
531797,SCANPRO,,-0.04,-0.04,-0.04,,2008,3
531797,SCANPRO,,-0.04,-0.04,-0.04,,2008,4
531797,SCANPRO,2.94,0.15,-2.78,-1.89,,2009,1
531797,SCANPRO,0.16,0.04,-0.12,0.11,,2009,2
531797,SCANPRO,0.55,-0.50,-1.05,-0.40,,2009,3
531797,SCANPRO,1.28,-1.23,-2.51,-1.14,,2009,4
531797,SCANPRO,15.21,12.61,-12.06,2.09,1.13,2010,1
531797,SCANPRO,8.52,7.80,-0.64,1.15,0.40,2010,2
531797,SCANPRO,2.58,0.60,-1.32,0.74,0.16,2010,3
531797,SCANPRO,11.90,5.52,-4.67,2.90,1.01,2010,4
531797,SCANPRO,24.64,8.68,-6.73,8.10,3.07,2011,1
531797,SCANPRO,13.58,3.60,-9.14,3.68,1.28,2011,2
531797,SCANPRO,7.84,1.50,-4.66,1.59,0.55,2011,3
531797,SCANPRO,28.61,12.30,-14.95,2.31,0.80,2011,4
531797,SCANPRO,35.21,4.83,-2.63,4.28,1.49,2012,1
531797,SCANPRO,6.61,0.75,-1.14,0.70,0.24,2012,2
531797,SCANPRO,14.20,2.33,-1.57,2.15,0.75,2012,3
531797,SCANPRO,3.00,0.14,-1.16,0.34,0.12,2012,4
531797,SCANPRO,6.72,1.49,-1.51,2.10,0.73,2013,1
531797,SCANPRO,4.69,0.63,-1.97,0.36,0.12,2013,2
531797,SCANPRO,5.96,0.72,-0.51,0.65,0.22,2013,3
531797,SCANPRO,10.85,2.33,-0.82,1.92,0.66,2013,4
531797,SCANPRO,24.81,1.57,-2.17,1.31,0.45,2014,1
531797,SCANPRO,14.94,2.37,-2.52,1.70,0.59,2014,2
531797,SCANPRO,12.39,1.28,-5.61,0.92,0.32,2014,3
531797,SCANPRO,14.28,-0.85,-2.05,-0.56,-0.19,2014,4
531797,SCANPRO,16.61,1.38,-10.23,0.91,0.32,2015,1
531797,SCANPRO,12.08,0.59,-6.27,0.66,0.23,2015,2
531797,SCANPRO,20.64,1.03,-1.94,0.75,0.26,2015,3
531797,SCANPRO,19.46,1.01,-2.18,0.70,0.24,2015,4
531797,SCANPRO,15.60,2.12,-2.38,1.27,0.44,2016,1
531797,SCANPRO,11.40,0.43,-0.84,0.11,,2016,2
531797,SCANPRO,10.19,0.62,-1.23,0.12,,2016,3
531797,SCANPRO,4.67,0.70,-0.78,0.27,,2016,4
531797,SCANPRO,5.20,5.21,-1.64,0.76,0.26,2017,1
531797,SCANPRO,5.62,5.62,-3.30,0.27,0.09,2017,2
531797,SCANPRO,6.04,6.04,-0.58,0.48,0.17,2017,3
531797,SCANPRO,8.99,8.99,-0.36,0.30,0.10,2017,4
531797,SCANPRO,18.31,18.41,-1.05,0.26,0.09,2018,1
531797,SCANPRO,6.69,6.69,-0.22,0.33,0.11,2018,2
531797,SCANPRO,6.17,6.17,-1.25,0.17,0.06,2018,3
531797,SCANPRO,6.09,6.09,-0.57,0.23,0.08,2018,4
531797,SCANPRO,21.96,21.96,-0.72,0.55,0.19,2019,1
531797,SCANPRO,7.72,7.72,-0.47,0.19,0.07,2019,2
531797,SCANPRO,7.02,7.02,-0.55,0.14,0.05,2019,3
531797,SCANPRO,7.96,7.96,-0.52,-0.44,-0.16,2019,4
531797,SCANPRO,8.86,8.86,-0.69,0.31,0.11,2020,1
531797,SCANPRO,3.07,3.07,-0.30,-0.90,-0.31,2020,2
531797,SCANPRO,6.43,6.43,-0.90,-0.44,-0.16,2020,3
531797,SCANPRO,10.03,10.03,-0.50,0.80,0.28,2020,4
