security code,security name,revenue,income,expenditure,profit,eps,year,quartile
512101,TRIPR,0.18,0.56,-0.43,0.11,0.45,2007,3
512101,TRIPR,25.06,25.44,-22.12,2.34,9.56,2007,4
512101,TRIPR,1.76,2.19,-2.17,-0.03,-0.14,2008,1
512101,TRIPR,1.62,2.34,-1.42,0.63,2.58,2008,2
512101,TRIPR,,0.56,-0.43,0.13,0.53,2008,3
512101,TRIPR,2.29,0.24,-2.05,0.65,2.66,2008,4
512101,TRIPR,0.33,0.18,-0.55,0.20,0.89,2009,1
512101,TRIPR,0.79,0.73,-1.61,-0.30,-1.22,2009,2
512101,TRIPR,0.07,0.07,-0.69,-0.17,-0.70,2009,3
512101,TRIPR,3.02,2.93,-4.05,-0.54,-2.21,2009,4
512101,TRIPR,2.64,2.63,-4.55,-1.50,-6.12,2010,1
512101,TRIPR,0.08,0.08,-1.38,-0.86,-3.49,2010,2
512101,TRIPR,,0.00,-0.81,-0.41,-1.66,2010,3
512101,TRIPR,2.84,2.65,-3.85,-0.53,-2.15,2010,4
512101,TRIPR,48.70,48.48,-38.75,8.19,33.41,2011,1
512101,TRIPR,49.92,49.60,-33.74,10.94,44.66,2011,2
512101,TRIPR,41.65,41.54,-35.11,4.51,18.40,2011,3
512101,TRIPR,1.65,1.65,-5.03,-2.20,-8.97,2011,4
512101,TRIPR,30.69,30.59,-1.23,2.48,10.13,2012,1
512101,TRIPR,61.25,61.17,-0.55,7.73,31.55,2012,2
512101,TRIPR,65.55,65.55,-0.14,1.22,4.99,2012,3
512101,TRIPR,111.11,108.49,-0.89,-3.55,-14.49,2012,4
512101,TRIPR,70.12,70.05,-1.06,2.62,10.68,2013,1
512101,TRIPR,61.63,61.45,-0.31,-7.85,-32.05,2013,2
512101,TRIPR,81.64,80.86,-1.61,6.91,28.19,2013,3
512101,TRIPR,47.71,47.54,-0.78,-7.20,-29.40,2013,4
512101,TRIPR,150.18,150.13,-0.53,13.41,54.73,2014,1
512101,TRIPR,105.76,105.51,-0.79,6.49,26.50,2014,2
512101,TRIPR,94.93,94.65,-1.23,0.57,2.30,2014,3
512101,TRIPR,60.67,60.56,-0.41,-1.68,-6.85,2014,4
512101,TRIPR,45.41,44.27,-4.17,-1.22,-4.97,2015,1
512101,TRIPR,45.95,45.92,-2.77,-1.39,-5.68,2015,2
512101,TRIPR,76.59,76.52,-2.44,1.24,5.07,2015,3
512101,TRIPR,42.66,0.04,-3.54,0.61,2.49,2015,4
512101,TRIPR,65.92,0.10,-1.95,2.96,12.06,2016,1
512101,TRIPR,23.58,0.23,-2.96,0.03,0.11,2016,2
512101,TRIPR,61.19,0.01,-2.91,4.70,19.18,2016,3
512101,TRIPR,28.34,0.06,-4.01,1.10,4.48,2016,4
512101,TRIPR,67.51,67.92,-2.36,0.04,0.16,2017,1
512101,TRIPR,130.55,132.07,-3.36,9.30,37.97,2017,2
512101,TRIPR,34.66,35.10,-36.41,-0.90,-3.67,2017,3
512101,TRIPR,65.04,65.32,-62.10,2.28,9.30,2017,4
512101,TRIPR,125.00,126.86,-5.61,14.87,60.68,2018,1
512101,TRIPR,67.07,67.17,-3.86,5.65,23.06,2018,2
512101,TRIPR,2.99,3.18,-5.50,-1.53,-6.26,2018,3
512101,TRIPR,19.48,19.60,-21.04,-0.92,-3.76,2018,4
512101,TRIPR,34.00,34.15,-4.68,4.23,17.27,2019,1
512101,TRIPR,5.26,5.28,-3.09,-2.81,-11.48,2019,2
512101,TRIPR,26.18,26.19,-2.67,3.28,13.90,2019,3
512101,TRIPR,54.12,55.41,-38.79,12.28,50.12,2019,4
512101,TRIPR,114.77,118.10,-2.66,21.28,86.86,2020,1
512101,TRIPR,,0.13,-2.00,-2.65,-10.82,2020,2
512101,TRIPR,22.59,23.02,-23.74,-0.54,-2.22,2020,3
512101,TRIPR,39.45,39.47,-40.43,-0.72,-2.93,2020,4
