security code,security name,revenue,income,expenditure,profit,eps,year,quartile
514060,EVERTEX,,,-0.59,-0.59,-0.12,2007,3
514060,EVERTEX,,0.79,-0.28,0.51,0.11,2007,4
514060,EVERTEX,,,-0.23,-0.23,-0.05,2008,1
514060,EVERTEX,,0.43,-0.20,0.24,0.05,2008,2
514060,EVERTEX,,-0.23,-0.23,-0.23,-0.05,2008,3
514060,EVERTEX,,-0.26,-0.26,-0.26,-0.05,2008,4
514060,EVERTEX,,-0.23,-0.23,-0.23,-0.05,2009,1
514060,EVERTEX,,-0.26,-0.26,-0.10,-0.02,2009,2
514060,EVERTEX,,-0.24,-0.24,-0.24,-0.05,2009,3
514060,EVERTEX,,-0.39,-0.39,-0.39,-0.08,2009,4
514060,EVERTEX,,-0.61,-0.61,-0.61,-0.13,2010,1
514060,EVERTEX,,-0.24,-0.24,-0.24,-0.05,2010,2
514060,EVERTEX,,-0.28,-0.28,-0.28,-0.06,2010,3
514060,EVERTEX,,-0.24,-0.24,-0.24,-0.05,2010,4
514060,EVERTEX,,-0.24,-0.24,0.38,0.08,2011,1
514060,EVERTEX,,-0.27,-0.27,-0.27,-0.06,2011,2
514060,EVERTEX,,-0.30,-0.30,-0.30,-0.06,2011,3
514060,EVERTEX,,-0.23,-0.23,-0.23,-0.05,2011,4
514060,EVERTEX,,-0.95,-0.95,-0.95,-0.20,2012,1
514060,EVERTEX,,-0.21,-0.21,-0.21,-0.04,2012,2
514060,EVERTEX,0.00,0.00,-0.24,-0.24,-0.05,2012,3
514060,EVERTEX,,-1.00,-1.00,-1.00,-0.21,2012,4
514060,EVERTEX,,-0.28,-0.28,0.35,0.07,2013,1
514060,EVERTEX,,-0.24,-0.24,-0.24,-0.05,2013,2
514060,EVERTEX,,-0.30,-0.30,-0.30,-0.06,2013,3
514060,EVERTEX,,-0.27,-0.27,-0.27,-0.06,2013,4
514060,EVERTEX,,-0.27,-0.27,-0.27,-0.06,2014,1
514060,EVERTEX,,-0.38,-0.38,-0.38,-0.08,2014,2
514060,EVERTEX,,-0.32,-0.32,-0.32,-0.06,2014,3
514060,EVERTEX,,-0.25,-0.25,-0.25,-0.05,2014,4
514060,EVERTEX,,-0.09,-0.09,32.41,6.75,2015,1
514060,EVERTEX,,-0.28,-0.28,-0.28,-0.06,2015,2
514060,EVERTEX,,-0.11,-0.11,-0.11,-0.02,2015,3
514060,EVERTEX,,-0.03,-0.03,-0.03,-0.01,2015,4
514060,EVERTEX,,-0.11,-0.11,-0.11,-0.02,2016,1
514060,EVERTEX,,-0.02,-0.02,-0.02,-0.01,2016,2
514060,EVERTEX,,-0.31,-0.31,-0.31,-0.06,2016,3
514060,EVERTEX,,-0.03,-0.03,-0.03,-0.01,2016,4
514060,EVERTEX,,,-0.14,-0.14,-0.03,2017,1
514060,EVERTEX,,,-0.35,-0.35,-0.07,2017,2
514060,EVERTEX,,,-0.05,-0.05,-0.01,2017,3
514060,EVERTEX,,,-0.07,-0.07,-0.01,2017,4
514060,EVERTEX,,,-0.16,-0.16,-0.03,2018,1
514060,EVERTEX,,,-0.02,-0.02,-0.01,2018,2
514060,EVERTEX,,,-0.17,-0.17,-0.04,2018,3
514060,EVERTEX,,,-0.02,-0.02,-0.01,2018,4
514060,EVERTEX,,,-0.44,-0.44,-0.09,2019,1
514060,EVERTEX,,,-0.08,-0.08,-0.02,2019,2
514060,EVERTEX,,,-0.12,-0.12,-0.02,2019,3
514060,EVERTEX,,,-0.82,-0.82,-0.17,2019,4
514060,EVERTEX,,,-0.15,-0.21,-0.04,2020,1
514060,EVERTEX,,,-0.02,-0.14,-0.03,2020,2
514060,EVERTEX,,,-0.12,-0.59,-0.12,2020,3
514060,EVERTEX,,,-0.11,-0.23,-0.05,2020,4
