security code,security name,revenue,income,expenditure,profit,eps,year,quartile
509099,OSWALEA,0.39,0.39,-0.01,0.23,0.45,2007,3
509099,OSWALEA,0.39,0.39,-0.01,0.18,0.37,2007,4
509099,OSWALEA,0.39,0.39,-0.01,0.19,0.38,2008,1
509099,OSWALEA,0.41,0.41,-0.01,0.22,0.43,2008,2
509099,OSWALEA,0.41,0.27,-0.01,0.19,0.37,2008,3
509099,OSWALEA,0.45,0.37,-0.01,0.26,0.51,2008,4
509099,OSWALEA,0.43,0.24,-0.01,0.17,0.33,2009,1
509099,OSWALEA,0.48,0.31,-0.01,0.22,0.43,2009,2
509099,OSWALEA,0.48,0.33,-0.01,0.23,0.46,2009,3
509099,OSWALEA,0.47,0.38,-0.01,0.26,0.53,2009,4
509099,OSWALEA,0.46,0.33,-0.01,0.23,0.45,2010,1
509099,OSWALEA,0.50,0.41,-0.01,0.28,0.56,2010,2
509099,OSWALEA,0.50,0.42,-0.01,0.29,0.59,2010,3
509099,OSWALEA,0.49,0.47,-0.01,0.32,0.64,2010,4
509099,OSWALEA,0.48,0.45,-0.01,0.31,0.62,2011,1
509099,OSWALEA,0.54,0.50,-0.01,0.35,0.70,2011,2
509099,OSWALEA,0.54,0.54,-0.01,0.33,0.66,2011,3
509099,OSWALEA,0.53,0.51,-0.01,0.35,0.70,2011,4
509099,OSWALEA,0.52,0.50,-0.01,0.35,0.70,2012,1
509099,OSWALEA,0.58,0.54,-0.01,0.38,0.75,2012,2
509099,OSWALEA,0.60,0.54,-0.02,0.37,0.75,2012,3
509099,OSWALEA,0.57,0.57,-0.12,0.25,0.51,2012,4
509099,OSWALEA,0.55,0.55,-0.01,0.32,0.63,2013,1
509099,OSWALEA,2.47,2.47,-0.02,1.67,3.35,2013,2
509099,OSWALEA,0.62,0.62,-0.01,0.32,0.65,2013,3
509099,OSWALEA,0.63,0.63,-0.01,0.38,0.75,2013,4
509099,OSWALEA,0.59,0.59,-0.01,0.20,0.40,2014,1
509099,OSWALEA,0.60,0.60,-0.01,0.31,0.62,2014,2
509099,OSWALEA,0.50,0.50,-0.04,0.28,0.56,2014,3
509099,OSWALEA,0.44,0.44,-0.01,0.23,0.45,2014,4
509099,OSWALEA,0.41,0.41,-0.01,0.21,0.43,2015,1
509099,OSWALEA,0.45,0.45,-0.01,0.14,0.29,2015,2
509099,OSWALEA,0.42,0.42,-0.01,0.24,0.48,2015,3
509099,OSWALEA,0.42,0.42,-0.01,0.23,0.46,2015,4
509099,OSWALEA,0.39,0.39,0.00,0.15,0.31,2016,1
509099,OSWALEA,0.39,0.39,-0.01,0.08,0.16,2016,2
509099,OSWALEA,0.41,0.41,-0.01,0.27,0.55,2016,3
509099,OSWALEA,0.40,0.40,-0.03,0.20,0.40,2016,4
509099,OSWALEA,0.38,0.43,-0.01,0.19,0.39,2017,1
509099,OSWALEA,0.38,0.42,-0.01,0.04,0.08,2017,2
509099,OSWALEA,0.38,0.42,-0.01,0.31,0.62,2017,3
509099,OSWALEA,0.39,0.43,-0.01,0.16,0.33,2017,4
509099,OSWALEA,0.39,0.43,0.00,-5.50,-10.99,2018,1
509099,OSWALEA,0.39,0.43,-0.01,0.06,0.11,2018,2
509099,OSWALEA,0.39,0.44,-0.01,0.27,0.54,2018,3
509099,OSWALEA,0.45,0.52,-0.01,0.24,0.48,2018,4
509099,OSWALEA,0.40,6.06,-0.05,0.23,0.47,2019,1
