security code,security name,revenue,income,expenditure,profit,eps,year,quartile
506024,HVL,9.03,20.24,-0.02,2.91,5.02,2007,3
506024,HVL,9.03,20.24,-17.33,2.91,5.02,2007,4
506024,HVL,9.03,20.24,-17.33,-3.20,-5.51,2008,1
506024,HVL,71.83,81.41,-165.57,-86.99,-149.97,2008,2
506024,HVL,71.83,0.71,-71.12,7.47,12.87,2008,3
506024,HVL,71.83,0.71,-71.12,7.47,12.87,2008,4
506024,HVL,141.70,71.83,-71.12,76.14,131.26,2009,1
506024,HVL,51.53,-68.96,-120.49,-61.42,-105.89,2009,2
506024,HVL,51.53,0.92,-50.62,8.46,14.57,2009,3
506024,HVL,51.53,0.92,-50.62,8.46,14.57,2009,4
506024,HVL,76.20,51.53,-50.62,33.28,57.36,2010,1
506024,HVL,39.06,-28.78,-67.83,-22.56,-38.89,2010,2
506024,HVL,39.06,-4.11,-43.17,2.11,3.64,2010,3
506024,HVL,39.06,-4.11,-43.17,2.11,3.64,2010,4
506024,HVL,42.48,39.06,-9.93,4.89,8.42,2011,1
506024,HVL,2.74,2.74,-7.26,-4.67,-8.05,2011,2
506024,HVL,2.74,2.74,-1.78,-1.24,-2.13,2011,3
506024,HVL,2.74,2.74,-3.83,-1.24,-2.13,2011,4
506024,HVL,2.74,0.00,-3.86,-1.28,-2.21,2012,1
506024,HVL,1.54,1.54,-2.22,-0.52,-0.89,2012,2
506024,HVL,1.54,1.54,-2.19,-0.49,-0.84,2012,3
506024,HVL,1.54,1.54,-2.19,-0.49,-0.84,2012,4
506024,HVL,1.54,1.54,-0.70,-0.49,-0.84,2013,1
506024,HVL,-0.16,-0.24,-0.24,-0.70,-1.21,2013,2
506024,HVL,,-0.30,0.00,-0.30,-0.52,2014,2
506024,HVL,,-0.30,-0.30,-0.30,-0.52,2014,3
506024,HVL,,-0.31,-0.31,-0.36,-0.62,2014,4
506024,HVL,,-1.26,-1.26,0.30,0.52,2015,1
506024,HVL,6.23,6.22,-0.08,0.30,0.51,2015,2
506024,HVL,13.32,-0.05,-0.67,0.38,0.65,2015,3
506024,HVL,0.05,-1.41,-0.23,-1.42,-2.45,2015,4
506024,HVL,0.28,0.77,-0.49,0.38,0.66,2016,1
506024,HVL,0.01,-1.66,-1.56,-1.68,,2016,2
506024,HVL,0.04,-0.74,-0.66,5.40,,2016,3
506024,HVL,487.40,487.40,-1.32,1.72,2.96,2017,1
506024,HVL,15.25,15.25,-0.03,-0.33,,2017,2
506024,HVL,14.10,14.61,-0.22,0.09,,2017,4
506024,HVL,50.09,50.09,-0.07,9.47,16.30,2018,1
506024,HVL,47.00,47.40,-0.66,1.75,3.02,2018,2
506024,HVL,28.90,29.41,-1.12,0.72,1.24,2018,3
506024,HVL,17.53,17.53,-1.54,-1.00,-0.17,2018,4
506024,HVL,4.31,9.80,-1.86,0.65,1.11,2019,1
506024,HVL,1.16,2.49,-2.33,0.16,0.54,2019,2
506024,HVL,3.98,3.98,-3.35,-1.94,-3.34,2019,3
506024,HVL,15.19,16.42,-0.99,2.75,4.73,2019,4
506024,HVL,6.34,9.99,-1.76,-0.06,-0.11,2020,1
506024,HVL,2.60,2.93,-3.21,-0.28,-0.48,2020,2
506024,HVL,5.58,5.78,-0.95,-1.07,-1.83,2020,3
506024,HVL,7.90,8.11,-0.92,0.95,1.63,2020,4
