security code,security name,revenue,income,expenditure,profit,eps,year,quartile
503669,KKFIN,0.12,0.12,-0.04,-0.06,-0.06,2007,3
503669,KKFIN,0.14,0.14,-0.05,0.06,0.06,2007,4
503669,KKFIN,2.27,2.27,-0.07,2.47,2.25,2008,1
503669,KKFIN,0.26,0.26,-0.05,0.22,0.20,2008,2
503669,KKFIN,0.33,0.33,-0.07,0.51,0.46,2008,3
503669,KKFIN,0.27,0.27,-0.02,0.21,0.19,2008,4
503669,KKFIN,0.24,0.24,-0.04,2.04,1.85,2009,1
503669,KKFIN,0.19,0.19,-0.04,0.11,0.10,2009,2
503669,KKFIN,0.10,0.10,-0.04,0.04,0.03,2009,3
503669,KKFIN,0.10,0.10,-0.06,0.02,0.02,2009,4
503669,KKFIN,0.03,-0.03,-0.06,-0.02,-0.02,2010,2
503669,KKFIN,0.02,-0.04,-0.06,-0.05,-0.05,2010,3
503669,KKFIN,0.02,-0.03,-0.05,-0.65,-0.59,2010,4
503669,KKFIN,0.02,-0.04,-0.06,-0.25,-0.23,2011,2
503669,KKFIN,0.01,-0.05,-0.06,-0.07,-0.06,2011,3
503669,KKFIN,0.50,0.44,-0.06,0.84,0.76,2011,4
503669,KKFIN,1.83,1.60,-0.24,1.22,0.87,2012,1
503669,KKFIN,2.03,1.92,-0.08,1.03,0.73,2012,2
503669,KKFIN,2.06,2.06,-0.06,1.11,0.79,2012,3
503669,KKFIN,1.73,1.73,-0.07,0.99,0.71,2012,4
503669,KKFIN,1.16,1.16,-0.27,0.91,0.65,2013,1
503669,KKFIN,1.29,1.29,-0.08,-6.39,-4.56,2013,2
503669,KKFIN,2.03,2.03,-0.07,1.02,0.73,2013,3
503669,KKFIN,1.30,1.30,-0.14,0.75,0.54,2013,4
503669,KKFIN,1.37,1.37,-0.39,10.15,7.25,2014,1
503669,KKFIN,1.68,1.68,-0.13,2.11,1.51,2014,2
503669,KKFIN,2.03,2.03,-0.13,1.19,0.85,2014,3
503669,KKFIN,2.15,2.15,-1.98,-0.54,-0.10,2014,4
503669,KKFIN,1.90,1.90,-0.21,1.13,0.20,2015,1
503669,KKFIN,1.98,1.98,-0.20,1.26,0.22,2015,2
503669,KKFIN,1.92,1.92,-0.21,-0.30,-0.05,2015,3
503669,KKFIN,1.95,1.95,-0.20,0.13,0.02,2015,4
503669,KKFIN,1.59,1.59,-0.19,1.68,0.30,2016,1
503669,KKFIN,1.43,1.43,-0.22,0.15,0.03,2016,2
503669,KKFIN,0.47,0.47,-0.15,1.74,0.31,2016,3
503669,KKFIN,,-0.39,-0.21,-0.34,-0.06,2016,4
503669,KKFIN,,0.64,-0.31,0.14,0.03,2017,1
503669,KKFIN,,,-0.22,-0.39,-0.07,2017,2
503669,KKFIN,0.04,0.34,-0.17,0.09,0.02,2017,3
503669,KKFIN,0.11,0.11,-0.23,-0.22,-0.04,2017,4
503669,KKFIN,0.10,0.10,-0.16,-0.14,-0.03,2018,1
503669,KKFIN,0.09,0.10,-0.37,-0.60,-0.11,2018,2
503669,KKFIN,0.08,1.29,-0.05,1.04,0.19,2018,3
503669,KKFIN,0.08,0.08,-0.15,-0.20,-0.04,2018,4
