security code,security name,revenue,income,expenditure,profit,eps,year,quartile
512153,SPECMKT,,0.06,-0.04,0.02,0.07,2007,3
512153,SPECMKT,,0.06,-0.03,0.02,0.10,2007,4
512153,SPECMKT,,0.03,-0.03,-0.01,0.00,2008,1
512153,SPECMKT,,0.06,-0.03,0.03,0.13,2008,2
512153,SPECMKT,,0.08,-0.05,0.03,0.14,2008,3
512153,SPECMKT,,-0.04,-0.04,0.02,0.06,2008,4
512153,SPECMKT,,-0.03,-0.03,-0.01,-0.05,2009,1
512153,SPECMKT,,-0.05,-0.05,3.48,14.01,2009,2
512153,SPECMKT,,-0.03,-0.03,0.06,0.24,2009,3
512153,SPECMKT,,-0.04,-0.04,0.02,0.10,2009,4
512153,SPECMKT,,-0.04,-0.04,0.02,0.08,2010,1
512153,SPECMKT,,-0.04,-0.04,0.02,0.08,2010,2
512153,SPECMKT,0.08,0.04,-0.05,0.04,0.15,2010,3
512153,SPECMKT,,-0.05,-0.05,0.02,0.09,2010,4
512153,SPECMKT,,-0.06,-0.06,0.04,0.16,2011,1
512153,SPECMKT,,-0.05,-0.05,0.03,0.12,2011,2
512153,SPECMKT,,-0.05,-0.05,0.06,0.23,2011,3
512153,SPECMKT,,-0.06,-0.06,0.03,0.13,2011,4
512153,SPECMKT,0.10,0.10,-0.03,0.03,0.12,2012,1
512153,SPECMKT,0.11,0.11,-0.05,0.05,0.19,2012,2
512153,SPECMKT,0.13,0.07,-0.04,0.07,0.29,2012,3
512153,SPECMKT,0.10,0.05,-0.02,0.05,0.20,2012,4
512153,SPECMKT,0.10,0.10,-0.05,0.02,0.08,2013,1
512153,SPECMKT,0.23,0.23,-0.04,0.14,0.55,2013,2
512153,SPECMKT,0.08,0.08,-0.02,0.03,0.13,2013,3
512153,SPECMKT,0.13,0.13,-0.06,0.06,0.23,2013,4
512153,SPECMKT,0.12,0.12,-0.31,-0.21,-0.85,2014,1
512153,SPECMKT,0.02,0.02,-0.06,-0.05,-0.21,2014,2
512153,SPECMKT,0.04,0.04,-0.09,-0.06,-0.25,2014,3
512153,SPECMKT,0.02,0.02,-0.11,-0.11,-0.45,2014,4
512153,SPECMKT,0.02,0.02,-0.34,-0.34,-1.38,2015,1
512153,SPECMKT,0.01,0.01,-0.26,-0.26,-1.06,2015,2
512153,SPECMKT,0.03,0.03,-0.04,-0.02,-0.06,2015,3
512153,SPECMKT,0.01,0.01,-0.02,-0.01,-0.05,2015,4
512153,SPECMKT,0.01,0.01,-0.03,-0.40,-1.62,2016,1
512153,SPECMKT,0.01,0.01,-0.01,-0.23,-0.94,2016,2
512153,SPECMKT,0.38,0.38,-0.03,0.22,0.90,2016,3
512153,SPECMKT,0.01,0.01,-0.01,-0.02,-0.07,2016,4
512153,SPECMKT,0.01,0.01,-0.29,-0.28,-1.14,2017,1
512153,SPECMKT,,0.01,-0.34,-0.33,-1.32,2017,2
512153,SPECMKT,,0.01,0.00,-0.13,-0.54,2017,3
512153,SPECMKT,,,-0.02,-0.02,-0.08,2017,4
512153,SPECMKT,0.01,0.01,-0.35,-0.35,-1.40,2018,1
512153,SPECMKT,,,0.00,-0.36,-1.47,2018,2
512153,SPECMKT,,,-0.10,-0.10,-0.38,2018,3
512153,SPECMKT,,,0.00,-0.03,-0.11,2018,4
512153,SPECMKT,,,-0.38,-0.39,-1.57,2019,1
512153,SPECMKT,,,-0.42,-0.46,-1.85,2019,2
512153,SPECMKT,,,-0.11,-0.15,-0.62,2019,3
512153,SPECMKT,,,-3.56,-3.61,-14.55,2019,4
512153,SPECMKT,,,-0.13,-0.18,-0.71,2020,1
512153,SPECMKT,,,0.00,-0.11,-0.43,2020,2
512153,SPECMKT,,,-0.04,-0.08,-0.34,2020,3
512153,SPECMKT,,,-0.49,-0.49,-1.99,2020,4
