security code,security name,revenue,income,expenditure,profit,eps,year,quartile
512063,AYOME,0.09,0.09,-0.01,0.05,0.20,2007,3
512063,AYOME,0.09,0.09,-0.02,0.05,0.20,2007,4
512063,AYOME,0.05,0.05,-0.25,-0.12,,2008,1
512063,AYOME,0.08,0.08,-0.06,0.01,0.05,2008,2
512063,AYOME,0.12,0.12,-0.09,0.02,0.09,2008,3
512063,AYOME,0.17,0.17,-0.15,0.01,0.06,2008,4
512063,AYOME,0.09,0.09,-0.02,0.05,0.20,2009,1
512063,AYOME,,-0.01,-0.01,-0.01,-0.05,2009,2
512063,AYOME,0.14,0.03,-0.11,0.03,0.12,2009,3
512063,AYOME,,-0.03,-0.03,-0.03,-0.13,2009,4
512063,AYOME,,-0.23,-0.23,-0.26,-1.06,2010,1
512063,AYOME,0.05,0.03,-0.01,0.02,0.10,2010,2
512063,AYOME,0.06,0.01,-0.05,0.01,0.02,2010,3
512063,AYOME,0.05,-0.10,-0.15,-0.50,,2010,4
512063,AYOME,0.12,0.02,-0.10,0.06,0.26,2011,1
512063,AYOME,0.05,-0.02,-0.07,-0.02,0.01,2011,2
512063,AYOME,,-0.21,-0.21,-0.21,-0.84,2011,3
512063,AYOME,,-0.02,-0.02,-0.01,-0.02,2011,4
512063,AYOME,0.05,-0.01,-0.06,0.04,0.16,2012,1
512063,AYOME,,-0.05,-0.05,-0.01,-0.02,2012,2
512063,AYOME,,-0.01,-0.01,0.03,0.11,2012,3
512063,AYOME,,-0.04,-0.04,0.01,0.02,2012,4
512063,AYOME,,-0.12,-0.12,-0.08,-0.31,2013,1
512063,AYOME,,-0.05,-0.05,-0.05,0.00,2013,2
512063,AYOME,,-0.02,-0.02,0.02,0.09,2013,3
512063,AYOME,,-0.04,-0.04,0.01,0.06,2013,4
512063,AYOME,,-0.06,-0.06,-0.06,-0.01,2014,1
512063,AYOME,,-0.13,-0.13,-0.07,-0.29,2014,2
512063,AYOME,,-0.04,-0.04,0.01,0.05,2014,3
512063,AYOME,,0.00,0.00,0.05,0.21,2014,4
512063,AYOME,,-0.13,-0.13,-0.14,-0.34,2015,1
512063,AYOME,,-0.26,-0.26,-0.22,-0.88,2015,2
512063,AYOME,,-0.13,-0.03,-0.09,-0.36,2015,3
512063,AYOME,,-0.06,-0.03,-0.02,-0.08,2015,4
512063,AYOME,,-0.15,-0.12,-0.11,-0.44,2016,1
512063,AYOME,,-0.30,-0.30,-0.27,-1.08,2016,2
512063,AYOME,,-0.11,-0.11,-0.08,-0.32,2016,3
512063,AYOME,,-0.09,-0.06,-0.06,-0.25,2016,4
512063,AYOME,,0.03,-0.43,-0.44,-1.81,2017,1
512063,AYOME,,0.02,-0.32,-0.33,-1.36,2017,2
512063,AYOME,,0.02,-0.08,-0.10,-0.40,2017,3
512063,AYOME,,0.02,-0.04,-0.07,-0.30,2017,4
512063,AYOME,0.65,0.67,-0.09,0.53,2.17,2018,1
512063,AYOME,,0.02,-0.31,-0.33,-1.33,2018,2
512063,AYOME,,0.02,-0.05,-0.07,-0.30,2018,3
512063,AYOME,,0.02,-0.11,-0.09,-0.36,2018,4
512063,AYOME,0.65,0.67,-0.11,0.52,2.10,2019,1
512063,AYOME,,0.01,-0.35,-0.40,-1.63,2019,2
512063,AYOME,,0.01,-0.15,-0.14,0.56,2019,3
512063,AYOME,,0.01,-0.06,-0.19,-0.76,2019,4
512063,AYOME,0.30,0.31,-0.09,-0.06,-0.26,2020,1
512063,AYOME,,0.01,-0.23,-0.23,-0.92,2020,2
512063,AYOME,0.02,0.32,-0.62,-0.30,-1.22,2020,3
512063,AYOME,0.79,0.80,-0.09,-0.18,-1.46,2020,4
