security code,security name,revenue,income,expenditure,profit,eps,year,quartile
505685,TAPARIA,267.89,275.50,-261.09,9.71,3.20,2007,3
505685,TAPARIA,279.10,290.57,-278.07,8.27,2.72,2007,4
505685,TAPARIA,289.88,294.10,-278.33,13.05,4.30,2008,1
505685,TAPARIA,325.00,337.16,-318.89,11.11,3.66,2008,2
505685,TAPARIA,298.95,308.48,-289.36,12.45,4.10,2008,3
505685,TAPARIA,269.61,258.71,-258.83,5.06,1.67,2008,4
505685,TAPARIA,303.41,300.21,-288.57,8.55,2.82,2009,1
505685,TAPARIA,324.10,317.18,-33.31,12.65,4.17,2009,2
505685,TAPARIA,360.73,354.93,-37.39,13.46,4.43,2009,3
505685,TAPARIA,378.89,368.74,-42.17,14.25,4.69,2009,4
505685,TAPARIA,414.59,405.95,-51.95,18.47,6.08,2010,1
505685,TAPARIA,412.21,408.77,-43.52,15.13,4.99,2010,2
505685,TAPARIA,456.81,450.30,-48.08,15.60,5.14,2010,3
505685,TAPARIA,460.45,453.00,-47.46,14.16,4.66,2010,4
505685,TAPARIA,517.87,509.64,-57.71,16.03,5.28,2011,1
505685,TAPARIA,513.64,510.51,-482.50,18.14,5.97,2011,2
505685,TAPARIA,583.91,574.45,-65.44,20.12,6.63,2011,3
505685,TAPARIA,545.21,535.03,-62.75,18.11,5.97,2011,4
505685,TAPARIA,599.17,593.37,-47.92,16.58,5.46,2012,1
505685,TAPARIA,576.12,575.98,-44.83,23.50,0.77,2012,2
505685,TAPARIA,612.79,612.75,-49.95,24.16,7.96,2012,3
505685,TAPARIA,595.51,595.50,-43.49,20.61,6.79,2012,4
505685,TAPARIA,635.18,624.57,-49.45,27.49,0.91,2013,1
505685,TAPARIA,606.23,0.04,-45.35,25.42,8.37,2013,2
505685,TAPARIA,667.70,667.19,-47.31,33.60,11.07,2013,3
505685,TAPARIA,660.45,658.29,-44.56,34.63,11.41,2013,4
505685,TAPARIA,739.40,734.57,-52.87,23.36,7.70,2014,1
505685,TAPARIA,684.73,684.53,-45.09,23.23,7.65,2014,2
505685,TAPARIA,748.29,748.00,-49.47,36.15,11.91,2014,3
505685,TAPARIA,753.11,0.39,-129.35,31.75,10.46,2014,4
505685,TAPARIA,788.81,0.32,-255.92,6.17,2.03,2015,1
505685,TAPARIA,776.24,2.31,-186.45,31.49,10.37,2015,2
505685,TAPARIA,839.43,839.23,-165.30,33.41,11.01,2015,3
505685,TAPARIA,831.76,0.31,-162.27,33.10,10.90,2015,4
505685,TAPARIA,933.63,2.69,-196.53,28.52,9.40,2016,1
505685,TAPARIA,910.05,1.17,-183.64,26.88,8.86,2016,2
505685,TAPARIA,970.99,2.19,-198.64,27.00,8.90,2016,3
505685,TAPARIA,881.61,0.86,-181.91,36.28,11.95,2016,4
505685,TAPARIA,968.35,968.35,-210.61,24.04,7.92,2017,1
505685,TAPARIA,880.15,881.13,-170.83,26.84,8.84,2017,2
505685,TAPARIA,1008.93,1013.66,-178.40,32.35,10.66,2017,3
505685,TAPARIA,1083.92,1086.68,-184.32,42.09,13.87,2017,4
505685,TAPARIA,1105.11,1110.36,-264.58,44.18,14.55,2018,1
505685,TAPARIA,1137.96,1139.33,-242.75,52.18,17.19,2018,2
505685,TAPARIA,1245.14,1248.78,-290.94,53.73,17.70,2018,3
505685,TAPARIA,1197.22,1200.45,-289.49,55.77,18.37,2018,4
505685,TAPARIA,1131.23,1139.75,-280.67,73.42,24.13,2019,1
505685,TAPARIA,1139.12,1140.71,-246.84,51.74,17.04,2019,2
505685,TAPARIA,1187.20,1187.96,-283.86,72.86,24.00,2019,3
505685,TAPARIA,1245.39,1250.08,-294.08,84.12,27.58,2019,4
505685,TAPARIA,1143.38,1175.05,-299.48,96.41,31.76,2020,1
505685,TAPARIA,514.93,516.45,-93.55,5.89,1.94,2020,2
505685,TAPARIA,1413.61,1416.71,-257.30,151.65,49.96,2020,3
505685,TAPARIA,1654.98,1661.34,-319.95,170.75,56.25,2020,4
