security code,security name,revenue,income,expenditure,profit,eps,year,quartile
512026,PHTRADING,307.73,308.20,-301.64,0.92,1.91,2007,3
512026,PHTRADING,244.32,244.83,-238.91,0.47,0.98,2007,4
512026,PHTRADING,306.86,305.87,-299.96,0.42,0.87,2008,1
512026,PHTRADING,305.69,305.75,-297.72,1.30,2.71,2008,2
512026,PHTRADING,270.91,270.90,-264.91,0.37,0.78,2008,3
512026,PHTRADING,177.86,5.55,-172.30,0.32,0.66,2008,4
512026,PHTRADING,158.26,2.94,-155.32,0.56,1.17,2009,1
512026,PHTRADING,103.47,103.47,-100.30,0.45,0.93,2009,2
512026,PHTRADING,156.24,4.29,-151.95,0.61,1.26,2009,3
512026,PHTRADING,253.99,253.99,-248.21,1.40,2.91,2009,4
512026,PHTRADING,276.13,5.88,-270.25,0.55,1.15,2010,1
512026,PHTRADING,277.69,5.87,-271.82,0.80,1.67,2010,2
512026,PHTRADING,371.77,7.11,-364.65,0.43,0.90,2010,3
512026,PHTRADING,196.98,6.13,-190.85,0.74,1.55,2010,4
512026,PHTRADING,324.65,6.45,-318.20,1.51,3.14,2011,1
512026,PHTRADING,148.26,2.89,-145.37,0.34,0.70,2011,2
512026,PHTRADING,268.07,268.07,-264.66,0.85,1.78,2011,3
512026,PHTRADING,203.96,2.85,-201.11,0.30,0.62,2011,4
512026,PHTRADING,191.31,191.31,-4.98,0.97,2.03,2012,1
512026,PHTRADING,154.85,154.85,-0.44,0.37,0.76,2012,2
512026,PHTRADING,195.82,195.82,-8.48,0.56,1.16,2012,3
512026,PHTRADING,238.98,238.98,-10.38,0.56,1.18,2012,4
512026,PHTRADING,151.07,151.07,-11.40,1.08,2.26,2013,1
512026,PHTRADING,100.53,100.53,-9.37,0.03,0.06,2013,2
512026,PHTRADING,191.99,191.99,-13.57,0.65,1.35,2013,3
512026,PHTRADING,102.73,102.73,-6.32,0.49,1.02,2013,4
512026,PHTRADING,181.76,179.31,7.33,-0.05,-0.09,2014,1
512026,PHTRADING,122.64,120.49,-6.78,0.67,1.39,2014,2
512026,PHTRADING,144.78,143.92,-8.04,0.20,0.42,2014,3
512026,PHTRADING,186.58,179.17,-9.88,0.84,1.76,2014,4
512026,PHTRADING,254.93,248.55,3.14,0.39,0.81,2015,1
512026,PHTRADING,105.05,101.56,-7.74,-2.16,-4.50,2015,2
512026,PHTRADING,518.75,517.42,-8.30,2.39,4.99,2015,3
512026,PHTRADING,225.17,-0.19,-0.84,-0.10,-0.21,2015,4
512026,PHTRADING,131.84,0.04,-1.03,-1.48,-3.08,2016,1
512026,PHTRADING,100.05,8.59,-4.33,0.85,1.76,2016,2
512026,PHTRADING,176.12,0.55,-3.59,1.17,2.43,2016,4
512026,PHTRADING,42.30,44.64,-2.13,-0.24,-0.49,2017,1
512026,PHTRADING,59.83,63.51,-2.86,0.74,1.55,2017,2
512026,PHTRADING,91.53,96.78,-7.00,0.42,0.87,2017,3
512026,PHTRADING,65.69,66.79,-4.50,-0.51,-1.07,2017,4
512026,PHTRADING,158.15,160.30,-11.41,-1.34,-2.80,2018,1
512026,PHTRADING,111.09,112.13,-5.70,0.18,0.38,2018,2
512026,PHTRADING,127.68,128.33,-5.13,0.61,1.27,2018,3
512026,PHTRADING,25.36,27.01,-0.67,-0.11,-0.22,2018,4
512026,PHTRADING,38.00,38.12,-2.86,-1.11,-4.48,2019,1
512026,PHTRADING,,0.03,-0.46,-0.65,1.35,2019,2
512026,PHTRADING,35.66,35.66,-0.23,-0.62,-1.36,2019,3
512026,PHTRADING,,,-0.08,-0.17,-0.35,2019,4
512026,PHTRADING,,-0.01,-0.48,-0.47,-0.99,2020,1
512026,PHTRADING,,,-0.42,-0.42,-0.87,2020,2
512026,PHTRADING,,0.05,-0.10,-0.13,-0.28,2020,3
512026,PHTRADING,19.17,19.40,-2.67,-1.37,-2.84,2020,4
