security code,security name,revenue,income,expenditure,profit,eps,year,quartile
530245,ARYAMAN,0.88,0.88,-0.66,0.11,0.02,2007,3
530245,ARYAMAN,0.48,0.48,-0.50,-0.76,-0.16,2007,4
530245,ARYAMAN,3.40,3.40,-0.69,2.16,0.40,2008,2
530245,ARYAMAN,2.16,2.16,-0.93,0.77,0.14,2008,3
530245,ARYAMAN,1.66,0.27,-0.95,0.34,0.05,2008,4
530245,ARYAMAN,1.26,-2.50,-3.85,-2.59,-0.45,2009,1
530245,ARYAMAN,0.43,0.43,-0.87,-0.44,-0.08,2009,2
530245,ARYAMAN,1.90,1.90,-2.02,-0.12,-0.01,2009,3
530245,ARYAMAN,0.85,0.83,-1.11,-0.26,-0.03,2009,4
530245,ARYAMAN,2.06,1.07,-1.00,1.07,0.10,2010,1
530245,ARYAMAN,1.72,0.52,-1.20,0.52,0.05,2010,2
530245,ARYAMAN,4.16,4.14,-1.10,3.07,0.28,2010,3
530245,ARYAMAN,1.82,1.78,-1.38,0.43,0.04,2010,4
530245,ARYAMAN,2.61,2.21,-4.12,-1.99,-0.18,2011,1
530245,ARYAMAN,2.86,2.70,-1.91,0.95,0.09,2011,2
530245,ARYAMAN,3.96,3.95,-2.92,1.04,0.09,2011,3
530245,ARYAMAN,4.65,2.80,-3.70,0.95,0.09,2011,4
530245,ARYAMAN,6.13,4.86,-4.13,0.04,,2012,1
530245,ARYAMAN,3.06,2.98,-0.85,0.87,0.08,2012,2
530245,ARYAMAN,15.74,15.53,-13.58,0.87,0.08,2012,3
530245,ARYAMAN,3.41,3.28,-0.86,0.96,0.09,2012,4
530245,ARYAMAN,10.16,8.79,-7.31,1.34,0.12,2013,1
530245,ARYAMAN,9.71,9.68,-7.08,1.02,0.09,2013,2
530245,ARYAMAN,4.18,3.87,-1.21,1.05,0.10,2013,3
530245,ARYAMAN,4.61,4.32,-1.03,1.29,0.12,2013,4
530245,ARYAMAN,7.83,6.81,-5.13,0.76,0.07,2014,1
530245,ARYAMAN,3.38,3.01,-1.40,0.43,0.16,2014,2
530245,ARYAMAN,4.74,4.03,-2.49,0.58,0.05,2014,3
530245,ARYAMAN,3.56,3.23,-1.52,0.31,0.03,2014,4
530245,ARYAMAN,6.21,5.88,-2.91,1.92,0.17,2015,1
530245,ARYAMAN,4.54,4.12,-2.48,0.47,0.04,2015,2
530245,ARYAMAN,5.07,4.73,-2.41,0.84,0.08,2015,3
530245,ARYAMAN,7.78,7.71,-2.87,2.03,0.18,2015,4
530245,ARYAMAN,9.05,8.45,-4.06,2.12,0.19,2016,1
530245,ARYAMAN,9.76,9.49,-3.42,2.57,0.23,2016,2
530245,ARYAMAN,9.33,9.46,-3.38,2.00,0.18,2016,3
530245,ARYAMAN,11.77,11.69,-4.31,2.61,0.24,2016,4
530245,ARYAMAN,19.61,19.73,-12.54,2.80,0.24,2017,1
530245,ARYAMAN,12.46,12.81,-3.18,4.30,0.37,2017,2
530245,ARYAMAN,19.49,19.78,-3.58,4.36,0.37,2017,3
530245,ARYAMAN,23.37,23.82,-5.02,10.32,0.88,2017,4
530245,ARYAMAN,51.94,52.69,-4.32,5.13,0.44,2018,1
530245,ARYAMAN,29.55,30.84,-6.36,14.49,1.24,2018,2
530245,ARYAMAN,23.25,24.45,-6.53,9.58,0.82,2018,3
530245,ARYAMAN,17.70,18.54,-9.61,2.35,0.20,2018,4
530245,ARYAMAN,11.52,12.74,-22.14,-9.92,-0.85,2019,1
