date,close,actual lb,predicted lb,actual ub,predicted ub,actual ub close diff,predicted ub close diff,actual lb close diff,predicted lb close diff,predicted ub lb diff,predicted lb %,predicted ub %,invest,exit
2017-03-07,214.1,0.9880896777206912,0.9849969365880618,1.126809901914993,1.142440321436158,27.150000000000006,30.496472819481426,2.5500000000000114,3.2121558764959843,27.28431694298544,0.015003063411938244,0.14244032143615803,False,False
2017-03-08,211.55,1.0,0.9932733651717542,1.140392342235878,1.1551878480188318,29.69999999999999,32.82998924838387,0.0,1.4230195979153848,31.406969650468483,0.006726634828245759,0.1551878480188318,True,False
2017-03-09,211.9,1.0,0.9942247953199475,1.1385087305332704,1.1552673975621888,29.349999999999994,32.901161543427804,0.0,1.2237658717031366,31.677395671724668,0.005775204680052548,0.15526739756218877,True,False
2017-03-10,214.35,0.9962677863307676,0.9869254538186555,1.125495684627945,1.1436861381882817,26.900000000000006,30.799123720658173,0.7999999999999545,2.8025289739711923,27.99659474668698,0.013074546181344515,0.1436861381882817,False,False
2017-03-14,216.55,0.9861463865158162,0.9807903832973528,1.1438466866774415,1.1303755693100195,31.14999999999995,28.232829534084715,3.0,4.159842496958248,24.072987037126467,0.019209616702647203,0.13037556931001948,False,False
2017-03-15,220.6,0.9680417044424298,0.9616830875653616,1.1228467815049863,1.1087949527209688,27.099999999999966,24.00016657024574,7.049999999999983,8.452710883081238,15.5474556871645,0.03831691243463842,0.10879495272096884,False,False
2017-03-16,222.0,0.9619369369369368,0.9566237772114295,1.1157657657657658,1.1051952026777794,25.700000000000017,23.35333499446702,8.450000000000017,9.62952145906263,13.723813535404389,0.04337622278857045,0.10519520267777938,False,False
2017-03-17,218.7,0.9764517604023778,0.9721868752247975,1.1326017375400093,1.1220515591899816,29.00000000000003,26.69267599484897,5.149999999999977,6.082730388336785,20.609945606512184,0.02781312477520248,0.12205155918998156,False,False
2017-03-20,218.9,0.975559616263134,0.9707615884144453,1.1315669255367746,1.12133005300189,28.799999999999955,26.55914860211371,5.349999999999966,6.400288296077946,20.158860306035763,0.029238411585554736,0.12133005300188993,False,False
2017-03-21,219.35,0.9735582402552998,0.9688287121345627,1.129245498062457,1.1333599459406902,28.349999999999966,29.2525041420904,5.799999999999983,6.8374219932836695,22.415082148806732,0.031171287865437325,0.13335994594069023,False,False
2017-03-22,214.55,0.9953390817991143,0.9890961302881441,1.1545094383593566,1.154228242956635,33.14999999999995,33.08966952634606,1.0000000000000284,2.3394252466786725,30.750244279667385,0.010903869711855863,0.15422824295663506,False,False
2017-03-23,215.8,0.9895736793327156,0.9820273735370887,1.1478220574606115,1.1473078955647416,31.899999999999977,31.78904386287124,2.2499999999999716,3.8784927906962707,27.910551072174968,0.017972626462911312,0.14730789556474155,False,False
2017-03-24,215.0,0.9932558139534884,0.9892405869839896,1.152093023255814,1.1729060558287376,32.70000000000002,37.1748020031786,1.4499999999999886,2.313273798442225,34.86152820473637,0.010759413016010355,0.17290605582873764,False,False
2017-03-27,213.55,1.0,0.9971239871377398,1.1599157106064153,1.1834181471048957,34.14999999999998,39.168945314250465,0.0,0.6141725467356878,38.55477276751478,0.0028760128622602465,0.18341814710489568,True,False
2017-03-28,216.4,1.0,0.9922434452644667,1.1446395563770797,1.16814983140977,31.30000000000004,36.387623517074246,0.0,1.678518444769395,34.70910507230485,0.007756554735533272,0.16814983140977002,True,False
2017-03-29,219.7,1.0,0.9911380465991789,1.1274465179790625,1.1503476067907605,28.00000000000003,33.0313692119301,0.0,1.946971162160395,31.084398049769703,0.008861953400821077,0.15034760679076054,True,False
2017-03-30,220.1,1.0,0.988393636595998,1.125397546569741,1.1424235541481358,27.599999999999994,31.347424268004687,0.0,2.5545605852208553,28.792863682783832,0.011606363404002007,0.1424235541481358,False,False
2017-03-31,223.95,0.9924090198705068,0.9769281690898899,1.106050457691449,1.1174447165316115,23.75,26.301744267254378,1.700000000000017,5.16693653231917,21.134807734935208,0.023071830910110114,0.11744471653161148,False,False
2017-04-03,229.75,0.9673558215451578,0.9550066776720042,1.0781284004352556,1.0872306920747903,17.94999999999996,20.041251504183066,7.5,10.337215804857038,9.704035699326027,0.0449933223279958,0.08723069207479028,False,False
2017-04-05,228.35,0.9732866214144952,0.9608277075834343,1.0847383402671338,1.0967711410382512,19.349999999999994,22.097690056084673,6.100000000000023,8.944992973322769,13.152697082761904,0.039172292416565724,0.09677114103825124,False,False
2017-04-06,227.5,0.9769230769230768,0.9583873558494925,1.0887912087912088,1.1014910449251332,20.200000000000017,23.0892127204678,5.250000000000028,9.46687654424045,13.62233617622735,0.04161264415050747,0.10149104492513317,False,False
2017-04-07,224.95,0.9879973327406092,0.9710952277321551,1.1011335852411648,1.1114953661661837,22.75000000000003,25.080882619083013,2.69999999999996,6.502128521651713,18.5787540974313,0.028904772267844936,0.11149536616618372,False,False
2017-04-10,227.25,0.977997799779978,0.9582477076835398,1.08998899889989,1.1014810415321064,20.450000000000017,23.061566688171155,5.0,9.488208428915584,13.57335825925557,0.04175229231646016,0.10148104153210635,False,False
2017-04-11,232.85,0.9544771312003436,0.9395710006721881,1.0637749624221602,1.0716824704550636,14.849999999999994,16.691263245461556,10.599999999999994,14.070892493480983,2.6203707519805732,0.06042899932781187,0.0716824704550636,False,False
2017-04-12,227.4,0.9773526824978012,0.96068781628407,1.0892700087950746,1.0936209425268792,20.299999999999983,21.289402330612347,5.150000000000006,8.939590577002491,12.349811753609856,0.03931218371593004,0.09362094252687925,False,False
2017-04-13,227.2,0.978213028169014,0.9575000321845073,1.0902288732394363,1.0994528677090265,20.499999999999915,22.59569154349083,4.950000000000017,9.655992687679941,12.939698855810889,0.0424999678154927,0.0994528677090265,False,False
2017-04-17,230.4,0.9594184027777778,0.9450028777698928,1.0750868055555556,1.0855670414745864,17.30000000000001,19.71464635574469,9.349999999999994,12.671336961816706,7.043309393927984,0.05499712223010722,0.08556704147458638,False,False
2017-04-18,225.2,0.9815719360568383,0.9683416015419649,1.099911190053286,1.1089363411640336,22.50000000000003,24.532464030140375,4.150000000000006,7.129471332749489,17.402992697390886,0.031658398458035086,0.10893634116403361,False,False
2017-04-19,233.55,0.946478270177692,0.9320417469540255,1.0605865981588525,1.0596278217800215,14.150000000000006,13.926077776724014,12.500000000000028,15.871649998887335,-1.945572222163321,0.06795825304597447,0.05962782178002146,False,False
2017-04-20,238.45,0.9270287271964772,0.9153201444237002,1.0387921996225624,1.0364082538357693,9.25,8.681548127139195,17.400000000000006,20.191911562168684,-11.51036343502949,0.08467985557629976,0.03640825383576929,False,False
2017-04-21,234.55,0.9424429759113196,0.9284456908567712,1.0560648049456405,1.0583031694612475,13.149999999999977,13.6750083971356,13.499999999999972,16.78306320954431,-3.10805481240871,0.0715543091432288,0.05830316946124747,False,False
2017-04-24,235.75,0.918557794273595,0.9213244766987231,1.050689289501591,1.0537966861435022,11.950000000000045,12.682568758330632,19.19999999999999,18.54775461827603,-5.865185859945399,0.07867552330127692,0.05379668614350219,False,False
2017-04-25,235.3,0.9203144921376966,0.9240580961446826,1.0526986825329363,1.0572330233057,12.39999999999992,13.466930383831198,18.75,17.869129977156177,-4.40219959332498,0.0759419038553174,0.057233023305699904,False,False
2017-04-26,230.4,0.9398871527777778,0.9460489966015624,1.0750868055555556,1.0769289827076116,17.30000000000001,17.724437615833722,13.849999999999994,12.430311183000015,5.294126432833707,0.053951003398437614,0.07692898270761162,False,False
2017-04-27,227.55,0.95165897604922,0.9543886631383395,1.088551966600747,1.0945455820922567,20.149999999999977,21.513847205093015,11.0,10.378859702870841,11.134987502222174,0.04561133686166052,0.09454558209225672,False,False
2017-04-28,230.15,0.9246143819248316,0.944380895081955,1.076254616554421,1.0836744330488843,17.549999999999983,19.257670766200732,17.350000000000023,12.800736996888048,6.456933769312684,0.055619104918045004,0.08367443304888433,False,False
2017-05-02,230.75,0.9222101841820152,0.9439918240980096,1.0734561213434453,1.0761025548059804,16.94999999999999,17.560664521479964,17.94999999999999,12.923886589384267,4.636777932095697,0.056008175901990365,0.07610255480598038,False,False
2017-05-03,222.4,0.9568345323741008,0.9764951001292402,1.1137589928057554,1.1181507748318107,25.30000000000001,26.27673232259471,9.599999999999994,5.227489731256981,21.04924259133773,0.023504899870759766,0.11815077483181069,False,False
2017-05-04,236.4,0.9001692047377327,0.9154391136348528,1.0478003384094754,1.0453495453567867,11.299999999999983,10.720632522344374,23.599999999999994,19.990193536720824,-9.26956101437645,0.08456088636514725,0.0453495453567867,False,False
2017-05-05,241.25,0.8820725388601037,0.8996513787173227,1.0267357512953368,1.0190076542414936,6.449999999999989,4.585596585760328,28.44999999999999,24.209104884445907,-19.62350829868558,0.1003486212826773,0.019007654241493643,False,False
2017-05-08,239.5,0.888517745302714,0.906283416061392,1.0342379958246346,1.0228674439478096,8.199999999999989,5.476752825500398,26.69999999999999,22.445121853296627,-16.96836902779623,0.09371658393860804,0.022867443947809596,False,False
2017-05-09,237.4,0.8963774220724516,0.9124943913338476,1.043386689132266,1.035986544241969,10.299999999999955,8.543205603043418,24.599999999999994,20.773831497344588,-12.23062589430117,0.08750560866615242,0.0359865442419689,False,False
2017-05-10,246.5,0.8632860040567952,0.8776503136549129,1.004868154158215,0.9850816266478271,1.1999999999999886,3.677379031310636,33.69999999999999,30.15919768406397,-26.481818652753333,0.12234968634508714,-0.014918373352172942,False,True
2017-05-11,247.7,0.8591037545417844,0.8634012781413564,1.0,0.9838040831759625,0.0,4.0117285973140895,34.89999999999998,33.83550340438603,-29.823774807071942,0.13659872185864363,-0.016195916824037537,False,True
2017-05-12,244.75,0.8694586312563841,0.8657651741732386,1.0065372829417774,0.9931897456574232,1.5999999999999943,1.6668097503456636,31.94999999999999,32.85397362109984,-31.187163870754176,0.13423482582676138,-0.00681025434257676,False,True
2017-05-15,246.35,0.8638116500913335,0.8509668212042977,1.0,0.9861179705639496,0.0,3.4198379515710258,33.54999999999998,36.714323596321265,-33.29448564475024,0.14903317879570233,-0.013882029436050436,False,True
2017-05-16,244.8,0.869281045751634,0.8596282379264466,1.0,0.9823216949975526,0.0,4.327649064599115,32.0,34.36300735560587,-30.03535829100676,0.1403717620735534,-0.01767830500244738,False,True
2017-05-17,243.25,0.8748201438848922,0.8574349064416946,1.0,0.9854814984478766,0.0,3.5316255025540215,30.44999999999999,34.678959008057774,-31.147333505503752,0.14256509355830538,-0.01451850155212342,False,True
2017-05-18,238.95,0.8905628792634444,0.8751371073328146,1.0,0.9857119550823972,0.0,3.4141283330612,26.149999999999977,29.835988202823955,-26.421859869762756,0.12486289266718542,-0.014288044917602827,False,True
2017-05-19,237.8,0.894869638351556,0.8779140798646585,1.0,0.9861160598534997,0.0,3.301600966837782,25.0,29.0320318081842,-25.73043084134642,0.12208592013534147,-0.013883940146500295,False,True
2017-05-22,230.5,0.9232104121475054,0.9073467602737351,1.0095444685466377,0.999663762326295,2.1999999999999886,0.07750278378901498,17.69999999999999,21.35657175690406,-21.279068973115045,0.09265323972626494,-0.0003362376737050532,False,True
2017-05-23,227.55,0.935179081520545,0.9179534457326494,1.0226323884860469,1.0154778897022911,5.149999999999977,3.521993801756338,14.75,18.669693423535648,-15.14769962177931,0.08204655426735064,0.015477889702291137,False,False
2017-05-24,222.25,0.95748031496063,0.941268311968466,1.0470191226096737,1.0422726932889068,10.44999999999996,9.395106083459552,9.449999999999989,13.053117665008415,-3.6580115815488625,0.058731688031533946,0.042272693288906815,False,False
2017-05-25,228.0,0.9333333333333332,0.91543573850411,1.0206140350877193,1.0114114662823699,4.699999999999989,2.601814312380327,15.200000000000017,19.28065162106293,-16.678837308682603,0.08456426149589003,0.011411466282369886,False,False
2017-05-30,227.55,0.935179081520545,0.9217200321762499,1.0107668644254009,0.9986722958140986,2.44999999999996,0.30211908750186467,14.75,17.812606678294344,-17.51048759079248,0.07827996782375013,-0.001327704185901446,False,True
2017-05-31,229.8,0.9260226283724978,0.9116141616463764,1.000870322019147,0.9846493495779005,0.19999999999998863,3.527579466998475,17.0,20.311065653662695,-16.78348618666422,0.08838583835362357,-0.015350650422099488,False,True
2017-06-01,228.25,0.9323110624315444,0.918408997273978,1.007667031763417,0.9964408075495823,1.7499999999999432,0.8123856768078497,15.449999999999989,18.623146372214535,-17.810760695406685,0.08159100272602204,-0.003559192450417692,False,True
2017-06-02,227.25,0.9364136413641364,0.9223042603410456,1.012101210121012,0.9968189380591668,2.75,0.7228963260543537,14.449999999999989,17.656356837497384,-16.93346051144303,0.07769573965895438,-0.0031810619408332297,False,True
2017-06-05,227.35,0.9360017594018034,0.923330141101409,1.011656036947438,1.0013769593800714,2.6500000000000625,0.31305171505923113,14.549999999999983,17.43089242059466,-17.11784070553543,0.07666985889859101,0.0013769593800714297,False,True
2017-06-06,223.95,0.950212100915383,0.9373517791965438,1.0270149586961377,1.017577790857046,6.05000000000004,3.9365462624354564,11.149999999999977,14.030069048934024,-10.093522786498568,0.06264822080345622,0.017577790857046027,False,False
2017-06-07,223.65,0.9514866979655712,0.9403597367796929,1.0283925776883522,1.0204606614919978,6.349999999999966,4.576026942685303,10.849999999999994,13.338544869221693,-8.76251792653639,0.05964026322030713,0.020460661491997767,False,False
2017-06-08,223.95,0.950212100915383,0.9372306193709252,1.0270149586961377,1.0193439070913124,6.05000000000004,4.3320679930994,11.149999999999977,14.05720279188131,-9.725134798781909,0.06276938062907478,0.019343907091312396,False,False
2017-06-09,223.05,0.9540461779869984,0.9420927567289574,1.031158932974669,1.024999917467389,6.949999999999932,5.576231591101106,10.25,12.916210611606033,-7.339979020504927,0.057907243271042574,0.024999917467388943,False,False
2017-06-12,224.05,0.8924347243918768,0.9370425155551692,1.0265565721937069,1.017163847418453,5.950000000000017,3.845560014104393,24.100000000000023,14.105624389864346,-10.260064375759953,0.06295748444483085,0.017163847418453004,False,False
2017-06-13,227.35,0.8794809764680008,0.9226726695842673,1.011656036947438,0.999501194403323,2.6500000000000625,0.1134034524045262,27.400000000000006,17.580368570016816,-17.46696511761229,0.0773273304157327,-0.0004988055966770322,False,True
2017-06-14,226.0,0.8847345132743363,0.9270167423146737,1.0176991150442478,1.0099906733323114,4.0,2.257892173102391,26.05000000000001,16.494216236883744,-14.236324063781353,0.07298325768532632,0.009990673332311406,False,True
2017-06-15,221.05,0.9045464826962224,0.9470638765784279,1.0404885772449672,1.036151047806686,8.950000000000017,7.991189117667943,21.10000000000005,11.701530082338508,-3.7103409646705643,0.05293612342157206,0.03615104780668599,False,False
2017-06-16,221.85,0.9012846517917512,0.9428170656348062,1.0367365336939374,1.032179895300634,8.150000000000006,7.139109772445664,21.900000000000006,12.68603398891824,-5.546924216472576,0.05718293436519384,0.03217989530063403,False,False
2017-06-19,226.35,0.8833664678595096,0.9239836829922394,1.0161254694057875,1.0071543063153654,3.6500000000000057,1.619377234482954,26.400000000000006,17.206293354706617,-15.586916120223663,0.07601631700776057,0.0071543063153654,False,True
2017-06-20,225.2,0.8878774422735346,0.9262910545564351,1.0213143872113677,1.0135269924405077,4.800000000000011,3.0462786976023324,25.25,16.5992545138908,-13.552975816288466,0.07370894544356488,0.013526992440507701,False,False
2017-06-21,225.05,0.8884692290602088,0.9302397464191756,1.0219951121972894,1.016992318803382,4.949999999999989,3.8241213467011335,25.100000000000023,15.699545068364529,-11.875423721663395,0.06976025358082438,0.016992318803382034,False,False
2017-06-22,218.7,0.9142661179698216,0.9559719155693576,1.0516689529035208,1.0528029182042717,11.300000000000011,11.547998211274233,18.75000000000003,9.628942064981487,1.9190561462927462,0.044028084430642433,0.05280291820427174,False,False
2017-06-23,216.55,0.9106441930270144,0.9667249508418161,1.0621103671207572,1.061857810154829,13.449999999999989,13.395308789028235,19.350000000000023,7.205711895204729,6.189596893823506,0.03327504915818391,0.06185781015482905,False,False
2017-06-27,212.8,0.926691729323308,0.9820063236682888,1.080827067669173,1.0846336446362366,17.19999999999999,18.010039578591147,15.600000000000051,3.8290543233881635,14.180985255202984,0.017993676331711228,0.08463364463623657,False,False
2017-06-28,216.7,0.9100138440239964,0.9426018593966524,1.0613751730503,1.0602708507467509,13.300000000000011,13.060693356820906,19.49999999999997,12.438177068745432,0.6225162880754738,0.05739814060334758,0.06027085074675087,False,False
