SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,DATE
532019,LCC INFOTECH,B ,Q,1.55,1.55,1.55,1.55,1.55,1.63,42,65681,101805.0,,2021-05-05
532022,FILAT FASH  ,X ,Q,2.45,2.45,2.44,2.44,2.44,2.34,5,1047,2554.0,,2021-05-05
532033,JAIN STUDIOS,Z ,Q,2.21,2.27,2.21,2.27,2.27,2.17,3,3,6.0,,2021-05-05
532035,UNISTAR MULT,X ,Q,3.35,3.35,3.31,3.31,3.31,3.48,4,2500,8335.0,,2021-05-05
532039,ZENOTECH    ,X ,Q,43.0,46.2,43.0,45.45,45.7,44.2,182,22219,998095.0,,2021-05-05
532041,HINDUSTN BIO,X ,Q,4.29,4.5,4.29,4.5,4.5,4.29,63,20360,91378.0,,2021-05-05
532051,SWELECT     ,B ,Q,240.0,244.5,230.0,235.6,233.0,238.15,368,8211,1947483.0,,2021-05-05
532053,WALLFORT FIN,X ,Q,34.45,34.45,33.0,34.3,34.3,34.65,6,451,15457.0,,2021-05-05
532054,KDDL LTD    ,B ,Q,299.65,310.0,299.2,309.15,307.25,305.8,40,1024,311026.0,,2021-05-05
532056,ADINATH EXIM,XT,Q,6.01,6.01,5.8,5.8,5.8,6.0,5,526,3059.0,,2021-05-05
532057,ABHINAV CAP ,XT,Q,34.55,34.55,34.55,34.55,34.55,34.55,1,10,345.0,,2021-05-05
532067,KILPEST (I) ,X ,Q,465.0,469.4,438.0,445.35,445.35,460.15,1144,32394,14423577.0,,2021-05-05
532070,SUPERB PAPER,X ,Q,10.03,10.78,9.7,9.97,10.3,10.4,26,17615,177762.0,,2021-05-05
532090,VANDANA     ,XT,Q,0.63,0.63,0.63,0.63,0.63,0.6,15,89761,56549.0,,2021-05-05
532092,SAGARPROD   ,X ,Q,3.33,3.33,3.05,3.05,3.05,3.21,102,119989,365969.0,,2021-05-05
532102,SBEC SUGAR  ,X ,Q,7.99,8.21,7.2,8.21,8.21,7.47,58,10514,84337.0,,2021-05-05
532113,BRIJLAXMI LE,X ,Q,2.45,2.45,2.45,2.45,2.45,2.5,2,220,539.0,,2021-05-05
532114,AREALTY     ,XT,Q,2.18,2.18,2.18,2.18,2.18,2.29,3,301,656.0,,2021-05-05
532123,BSE  INFRA  ,B ,Q,0.89,0.9,0.89,0.9,0.9,0.94,15,3791,3401.0,,2021-05-05
532124,RELIAB VEN  ,X ,Q,6.69,6.69,6.69,6.69,6.69,7.04,1,1,6.0,,2021-05-05
532134,BANKBARODA  ,A ,Q,71.9,72.95,70.9,72.35,72.35,70.4,13211,4274329,307802499.0,,2021-05-05
532140,MOHITE      ,X ,Q,14.25,14.25,14.25,14.25,14.25,14.25,3,510,7267.0,,2021-05-05
532141,ANDHRA CEMEN,B ,Q,5.38,5.51,5.26,5.37,5.41,5.38,55,16431,88416.0,,2021-05-05
532143,SKM EGG PROD,B ,Q,53.4,54.65,51.25,53.25,53.6,53.25,438,16388,874360.0,,2021-05-05
532144,WELCORP     ,A ,Q,141.5,143.5,139.15,140.75,140.75,139.15,916,72971,10285102.0,,2021-05-05
532145,H.S.(I) LTD.,X ,Q,4.5,4.95,4.5,4.5,4.5,4.72,3,88,417.0,,2021-05-05
532149,BNK OF INDIA,A ,Q,70.0,70.75,68.8,69.15,69.15,68.55,2856,648044,45147475.0,,2021-05-05
532150,INDRAPRAST  ,B ,Q,70.0,83.25,69.05,83.25,83.25,69.4,6234,901994,71260058.0,,2021-05-05
532154,SUNSHINE    ,X ,Q,2.8,2.8,2.61,2.61,2.61,2.74,6,702,1832.0,,2021-05-05
532155,GAIL (I) LTD,A ,Q,147.0,148.8,143.1,145.0,145.2,143.85,9635,1280773,185945945.0,,2021-05-05
532156,VAIBHAVGBL  ,A ,Q,4329.9,4329.9,4205.2,4288.65,4288.65,4273.25,521,1750,7483660.0,,2021-05-05
532159,TRESCON     ,X ,Q,50.75,52.0,50.0,51.9,52.0,49.45,20,2843,146100.0,,2021-05-05
532160,GUJ.STAT.FIN,T ,Q,3.35,3.51,3.25,3.31,3.31,3.35,22,1585,5422.0,,2021-05-05
532162,JK PAPER    ,A ,Q,143.95,146.35,140.9,141.9,141.9,143.2,2935,215299,30784695.0,,2021-05-05
532163,SAREGAMA (I),A ,Q,1891.8,1944.0,1874.85,1918.95,1921.8,1854.4,304,1464,2803621.0,,2021-05-05
532173,CYBERTECH   ,B ,Q,126.1,131.0,126.1,128.9,130.65,127.05,294,10638,1374566.0,,2021-05-05
532174,ICICI BANK  ,A ,Q,596.0,604.25,584.75,602.65,602.65,591.55,13083,740049,441451496.0,,2021-05-05
532175,CYIENT      ,A ,Q,799.0,799.0,755.0,764.75,758.3,784.85,1138,18768,14478613.0,,2021-05-05
532178,ENGINRS.(I) ,A ,Q,75.0,75.0,73.8,74.15,74.15,73.9,976,132996,9878096.0,,2021-05-05
532180,DHANALAK.BNK,B ,Q,13.81,13.94,13.77,13.81,13.81,13.8,221,25587,354053.0,,2021-05-05
532181,GUJ.MINERAL ,A ,Q,61.2,61.9,60.25,60.5,60.5,60.8,861,78168,4777036.0,,2021-05-05
532183,GAYATRI SUGR,X ,Q,2.2,2.2,2.2,2.2,2.2,2.1,30,17334,38134.0,,2021-05-05
532187,INDUSIND BNK,A ,Q,922.3,934.35,909.1,931.35,931.35,910.15,10695,426912,395299745.0,,2021-05-05
532189,INDIA TOURIS,A ,Q,338.15,339.0,327.9,330.2,328.35,334.25,155,4784,1592062.0,,2021-05-05
532209,J & K BANK  ,A ,Q,24.45,25.1,24.45,24.6,24.65,24.25,2594,484785,11947784.0,,2021-05-05
532210,CITY UNION  ,A ,Q,167.7,171.0,166.0,169.55,169.55,166.8,654,95246,16085048.0,,2021-05-05
532212,ARCHIES LTD ,B ,Q,10.91,12.53,10.84,11.94,11.94,10.77,326,54787,656328.0,,2021-05-05
532215,AXIS BANK   ,A ,Q,708.1,718.85,700.0,717.15,717.15,700.3,8318,408189,290241087.0,,2021-05-05
532216,HB STOCKHOL.,B ,Q,16.25,16.35,15.75,16.35,16.35,16.1,10,1317,21311.0,,2021-05-05
532217,SIEL FINANCL,XT,Q,6.43,6.43,6.43,6.43,6.43,6.31,3,276,1774.0,,2021-05-05
532218,SOUTH IND.BK,A ,Q,8.07,8.23,8.07,8.17,8.17,8.06,4135,2837838,23234958.0,,2021-05-05
532219,ENERGY DEV. ,B ,Q,9.0,9.05,8.42,8.73,8.71,8.74,53,14585,126634.0,,2021-05-05
532221,SONATA SOFT.,A ,Q,582.0,585.0,575.0,577.1,579.1,578.8,604,8503,4920882.0,,2021-05-05
532230,BENGAL TEA &,X ,Q,39.4,43.25,39.4,43.25,43.25,42.0,2,11,471.0,,2021-05-05
532234,NAT.ALUM    ,A ,Q,67.25,68.3,66.4,66.65,66.65,66.45,2880,1431244,96422684.0,,2021-05-05
532240,INDIA NIPPON,B ,Q,358.5,365.0,354.65,360.8,361.4,357.9,277,1571,564111.0,,2021-05-05
532256,NALWA SONS  ,B ,Q,1484.0,1530.0,1484.0,1525.0,1525.0,1501.2,27,450,673917.0,,2021-05-05
532259,APAR INDUS. ,A ,Q,508.65,513.3,498.7,503.25,505.8,505.85,535,4960,2509867.0,,2021-05-05
532262,TCI INDUS.  ,X ,Q,932.6,980.1,932.6,932.6,932.6,981.65,6,59,55308.0,,2021-05-05
532268,ACCELYA     ,A ,Q,885.0,920.3,884.0,891.15,890.0,879.65,159,627,561752.0,,2021-05-05
532271,CYBERMATE   ,XT,Q,1.89,1.9,1.8,1.86,1.85,1.89,80,46553,86676.0,,2021-05-05
532281,HCL TECHNO  ,A ,Q,906.0,911.85,900.5,909.7,909.7,901.25,9655,197107,178692113.0,,2021-05-05
532282,CASTEXTECH  ,T ,Q,0.58,0.58,0.58,0.58,0.58,0.56,2,4150,2407.0,,2021-05-05
532284,TCFC FINANCE,X ,Q,27.0,28.9,27.0,28.65,28.65,27.45,16,752,21541.0,,2021-05-05
532285,GEOJITFSL   ,B ,Q,57.95,57.95,55.1,56.45,56.5,55.55,1648,241828,13699816.0,,2021-05-05
532286,JINDAL STE  ,A ,Q,439.75,443.1,433.2,439.25,439.25,436.35,5404,484544,212454112.0,,2021-05-05
532290,BLB LTD.    ,B ,Q,5.95,6.16,5.87,5.9,5.9,5.87,462,15381,93056.0,,2021-05-05
532296,GLENMARK PHA,A ,Q,558.5,577.9,555.85,573.4,573.4,558.3,6381,291884,166218237.0,,2021-05-05
532300,WOCKHARDT   ,A ,Q,521.0,556.95,518.3,534.8,534.8,517.45,13148,545969,295731717.0,,2021-05-05
532301,TATA COFFEE ,A ,Q,144.2,145.6,140.6,142.5,142.5,141.45,2601,261169,37252937.0,,2021-05-05
532305,IND-SWIFT LA,B ,Q,77.4,82.0,77.4,79.65,79.9,78.25,924,58711,4678018.0,,2021-05-05
532309,GEPIL       ,A ,Q,258.3,272.0,256.85,270.25,270.25,256.7,1251,21251,5681122.0,,2021-05-05
532310,SHREE RAMA  ,B ,Q,12.26,13.99,11.9,13.6,13.6,11.66,1453,520132,6955781.0,,2021-05-05
532313,MAHINDRALIFE,A ,Q,496.4,496.4,475.5,476.95,481.0,488.2,237,1396,672181.0,,2021-05-05
532321,CADILA HEALT,A ,Q,570.0,607.5,565.2,601.55,601.55,569.3,33626,1773596,1052969000.0,,2021-05-05
532323,SHIVA CEMENT,X ,Q,21.0,21.75,20.75,21.7,21.7,20.75,1075,872836,18705965.0,,2021-05-05
532324,CINEVISTA   ,T ,Q,9.84,10.35,9.8,10.3,10.3,10.31,100,30436,300912.0,,2021-05-05
532326,INTENS TECH ,B ,Q,44.95,45.15,42.3,42.3,42.85,43.15,247,4148,179729.0,,2021-05-05
532329,DANLAW TECH.,X ,Q,325.0,325.0,302.75,315.7,315.0,314.95,58,2695,852291.0,,2021-05-05
532331,AJANTA PHARM,A ,Q,1865.0,1972.0,1847.35,1946.5,1946.5,1863.15,2425,20067,38512181.0,,2021-05-05
532333,HB PORTFOLIO,X ,Q,23.3,25.3,23.3,25.0,25.3,23.9,39,6203,152177.0,,2021-05-05
532334,HB ESTATE DE,X ,Q,8.26,9.09,8.25,9.07,9.07,8.66,8,842,7137.0,,2021-05-05
532335,AMBICA AGAR.,B ,Q,20.25,20.25,18.35,19.85,19.8,19.3,445,218955,4211629.0,,2021-05-05
532339,COMPUCOM SOF,B ,Q,8.56,8.61,8.44,8.48,8.6,8.57,79,16469,139911.0,,2021-05-05
532340,OMNI AX'S SO,X ,Q,1.55,1.55,1.54,1.55,1.55,1.54,4,111,171.0,,2021-05-05
532341,IZMO        ,B ,Q,76.65,78.65,76.5,78.65,78.65,74.95,199,23538,1833785.0,,2021-05-05
532343,TVS MOTOR L ,A ,Q,608.0,617.85,602.4,604.05,604.05,608.55,2169,84435,51418312.0,,2021-05-05
532344,SOFTSOL (I) ,X ,Q,73.05,79.8,73.0,79.2,79.8,76.0,17,709,55004.0,,2021-05-05
532345,GATI LTD.   ,A ,Q,104.0,106.9,102.9,105.2,105.2,100.8,1086,64888,6788848.0,,2021-05-05
532348,SUBEX LTX   ,B ,Q,49.0,54.25,49.0,53.6,53.6,50.8,10270,3184575,166589819.0,,2021-05-05
532349,TRANSPORT CO,A ,Q,273.9,277.75,268.0,270.7,276.55,270.65,404,10091,2742177.0,,2021-05-05
532350,PADMALAYA TE,XT,Q,2.57,2.57,2.45,2.45,2.45,2.57,11,3646,8935.0,,2021-05-05
532351,AKSH OPTIFIB,B ,Q,6.3,6.4,6.05,6.33,6.39,6.24,153,71315,441871.0,,2021-05-05
532356,TRIVENI ENGG,A ,Q,128.0,136.0,128.0,132.75,132.5,127.8,4299,148139,19674288.0,,2021-05-05
532357,MUKTA ARTS  ,B ,Q,28.0,28.2,28.0,28.0,28.0,28.0,7,837,23475.0,,2021-05-05
532359,HITKIT GLOB ,X ,Q,0.39,0.39,0.38,0.38,0.38,0.38,13,4775,1852.0,,2021-05-05
532362,NAGPUR POWER,X ,Q,32.0,32.0,30.7,31.25,30.7,32.0,22,4128,128456.0,,2021-05-05
532365,DYNACONS SYS,B ,Q,86.0,99.65,83.1,99.65,99.65,83.05,1209,66607,6438864.0,,2021-05-05
532366,PNB GILTS   ,B ,Q,52.4,54.45,52.4,52.8,52.85,52.25,607,49292,2605164.0,,2021-05-05
532368,BCG         ,B ,Q,7.5,7.6,7.28,7.4,7.4,7.47,433,470053,3477001.0,,2021-05-05
532369,RAMCO INDS. ,A ,Q,287.0,287.5,268.0,283.35,281.95,284.4,858,38454,10834648.0,,2021-05-05
532370,RAMCO  SYSTM,A ,Q,520.0,522.5,508.8,514.45,512.0,514.05,437,5129,2646647.0,,2021-05-05
532371,TATA TELESER,B ,Q,13.04,13.2,12.53,12.75,12.75,13.03,1319,616220,7855317.0,,2021-05-05
532372,VIRINCHI    ,X ,Q,42.75,48.6,42.75,47.05,47.05,43.2,545,113264,5260612.0,,2021-05-05
532373,WEPSOLN     ,X ,Q,16.95,17.5,16.8,17.05,16.8,16.95,53,6178,106122.0,,2021-05-05
532374,STER TECH   ,A ,Q,230.9,236.85,224.45,226.7,227.0,235.3,2007,69052,15831798.0,,2021-05-05
532375,TIPSINDUSTR ,B ,Q,627.0,627.0,602.0,618.5,609.4,603.65,61,1527,944667.0,,2021-05-05
532378,UNIVERSAL A ,X ,Q,0.87,0.87,0.87,0.87,0.87,0.87,2,1000,870.0,,2021-05-05
532379,FIRSTOBJ    ,X ,Q,4.88,4.88,4.88,4.88,4.88,4.88,2,111,541.0,,2021-05-05
532380,BABA ARTS   ,X ,Q,10.59,11.59,10.59,11.59,11.59,10.58,17,3290,34941.0,,2021-05-05
532382,BALAJI TELE.,A ,Q,57.9,58.0,56.4,57.05,57.0,57.0,380,6629,379639.0,,2021-05-05
532384,TYCHE INDS  ,X ,Q,216.0,233.6,216.0,233.6,233.6,212.4,1381,63915,14575824.0,,2021-05-05
532386,CALIFORN.SOF,B ,Q,8.69,8.69,8.13,8.37,8.37,8.5,53,24900,204886.0,,2021-05-05
532387,PRITISHN COM,T ,Q,40.6,40.6,40.6,40.6,40.6,42.7,83,5643,229105.0,,2021-05-05
532388,INDIAN OVER.,A ,Q,16.05,16.15,15.75,15.85,15.85,15.8,914,444360,7070440.0,,2021-05-05
532390,TAJ GVK HOTL,A ,Q,110.8,110.9,109.25,109.95,109.6,109.15,440,18311,2012943.0,,2021-05-05
532391,OPTO CIRCUIT,T ,Q,4.3,4.74,4.3,4.74,4.74,4.52,583,723092,3333531.0,,2021-05-05
532395,AXISCADES   ,B ,Q,60.0,61.9,58.75,59.55,59.55,58.1,576,17810,1070690.0,,2021-05-05
532397,KONNDOR     ,X ,Q,3.25,3.3,3.25,3.3,3.3,3.15,11,8535,28048.0,,2021-05-05
532398,UMESL       ,B ,Q,2.82,2.94,2.81,2.89,2.9,2.9,246,13350,38037.0,,2021-05-05
532400,BSOFT       ,A ,Q,244.5,247.2,241.35,244.2,244.2,241.95,1739,36570,8925355.0,,2021-05-05
532404,SAVEN TECHNO,X ,Q,31.0,32.05,31.0,32.05,32.05,29.15,79,14989,479688.0,,2021-05-05
532406,AVANTEL LTD ,X ,Q,432.0,432.0,415.25,420.85,416.5,421.65,299,7796,3287842.0,,2021-05-05
532407,MOSCHIP     ,X ,Q,28.7,28.7,28.7,28.7,28.7,27.35,83,74002,2123857.0,,2021-05-05
532408,MEGASOFT LTD,B ,Q,12.0,13.45,12.0,13.0,13.0,12.73,238,36775,481686.0,,2021-05-05
532410,TRANSCORP IN,X ,Q,8.35,8.99,8.32,8.42,8.35,8.97,30,2594,22445.0,,2021-05-05
532413,CEREBRA INTE,B ,Q,49.75,49.75,48.55,49.35,49.25,49.1,260,38125,1872613.0,,2021-05-05
532416,MID-DAY MULT,B ,Q,4.15,4.3,4.05,4.3,4.3,4.15,20,4386,17843.0,,2021-05-05
532419,SMARTLINK   ,B ,Q,86.1,87.0,85.3,85.9,85.9,86.1,19,506,43651.0,,2021-05-05
532424,GODREJ CONS ,A ,Q,699.7,709.0,695.0,708.15,706.9,698.3,943,24977,17581279.0,,2021-05-05
532425,GENUSPRIME  ,X ,Q,6.07,6.07,6.07,6.07,6.07,6.19,1,950,5766.0,,2021-05-05
532430,BF UTILI    ,A ,Q,283.15,287.95,278.0,280.3,278.75,280.55,475,15737,4446184.0,,2021-05-05
532432,UNITD SPR   ,B ,Q,533.9,545.05,525.5,542.1,542.1,525.75,1608,56756,30443341.0,,2021-05-05
532435,SANINFRA    ,X ,Q,83.5,83.5,78.3,82.95,82.95,81.4,15,728,59289.0,,2021-05-05
532439,OLECTRA     ,B ,Q,186.1,193.75,184.0,185.6,186.95,189.6,1647,40784,7634445.0,,2021-05-05
532440,MPS LTD     ,B ,Q,627.85,635.0,620.0,628.95,628.5,627.6,152,1804,1134835.0,,2021-05-05
532443,CERA SANITAR,A ,Q,3814.0,4138.2,3801.7,4042.5,4042.5,3842.05,680,1877,7586732.0,,2021-05-05
532444,T. SPIRITUAL,X ,Q,0.31,0.32,0.3,0.32,0.32,0.31,6,4962,1540.0,,2021-05-05
532454,BHARTI ARTL ,A ,Q,559.0,565.0,553.6,559.9,559.9,552.1,5464,795012,447407074.0,,2021-05-05
532455,SHALIMAR WIR,X ,Q,4.65,4.85,4.46,4.56,4.46,4.94,20,3398,15546.0,,2021-05-05
532456,COMPUAGE INF,B ,Q,17.85,18.2,17.45,17.7,17.7,17.4,243,36591,651920.0,,2021-05-05
532457,GULSHAN POLY,B ,Q,153.65,157.6,151.1,153.2,153.6,152.2,413,13940,2151478.0,,2021-05-05
532459,FAZE3AUTO   ,X ,Q,80.0,99.8,79.8,96.9,99.8,83.2,106,11349,1057153.0,,2021-05-05
532460,PONNI SUG(ER,B ,Q,193.4,202.0,192.05,193.9,192.05,187.65,395,8275,1623250.0,,2021-05-05
532461,PUNJAB NATIO,A ,Q,38.1,38.7,37.15,37.45,37.45,37.5,15854,11043788,416002722.0,,2021-05-05
532466,ORACLE FIN  ,A ,Q,3497.15,3567.6,3497.15,3543.55,3543.55,3474.8,654,7830,27696356.0,,2021-05-05
532467,HAZ MUL PRO ,X ,Q,5.25,5.25,4.89,5.1,5.1,5.14,30,8142,39916.0,,2021-05-05
532468,KAMAHOLDING ,A ,Q,7050.0,7477.0,6999.0,7348.55,7400.0,6870.4,147,561,4047121.0,,2021-05-05
532470,MATHER & PLA,XT,Q,5.81,5.81,5.81,5.81,5.81,5.54,2,358,2079.0,,2021-05-05
532475,APTECH LTD  ,A ,Q,204.0,213.5,204.0,205.1,205.1,204.2,1070,42279,8844392.0,,2021-05-05
532477,UNION BANK L,A ,Q,36.6,37.1,36.0,36.5,36.5,35.6,2594,934120,34207753.0,,2021-05-05
532478,UNITED BREWA,A ,Q,1198.45,1215.2,1190.9,1206.85,1202.55,1201.35,509,10650,12787084.0,,2021-05-05
532479,ISMT LTD    ,B ,Q,12.8,13.76,12.8,13.76,13.76,12.51,174,181478,2487100.0,,2021-05-05
532481,NOIDA-TOLL B,B ,Q,5.8,5.96,5.75,5.92,5.95,5.8,22,18208,106217.0,,2021-05-05
532482,GRANULES (I),A ,Q,334.0,354.3,330.05,352.45,352.45,333.05,4817,335977,116709750.0,,2021-05-05
532483,CANARA BANK ,A ,Q,143.25,147.85,142.35,145.55,145.55,141.35,8417,1347475,196302931.0,,2021-05-05
532485,BALMER LA.IN,B ,Q,462.8,466.0,452.2,460.55,460.0,455.4,175,5562,2560847.0,,2021-05-05
532486,POKARNA LTD ,B ,Q,253.5,256.3,247.0,249.05,250.1,254.0,295,4925,1235365.0,,2021-05-05
532488,DIVI'S LAB. ,A ,Q,4000.0,4064.35,3973.4,4035.25,4035.25,3987.4,3086,35433,142607897.0,,2021-05-05
532493,ASTRA MICRO ,A ,Q,114.0,118.45,114.0,117.25,117.0,115.7,227,12977,1524385.0,,2021-05-05
532497,RADICOKHAIT ,A ,Q,569.0,569.0,550.1,553.85,553.85,560.5,530,12464,6956829.0,,2021-05-05
532498,SHRMCITYUN  ,A ,Q,1613.55,1685.0,1575.0,1655.7,1654.45,1586.75,623,3286,5433538.0,,2021-05-05
532500,MARUTISUZUK ,A ,Q,6510.0,6600.0,6481.7,6591.9,6591.9,6508.1,2409,16284,106635920.0,,2021-05-05
532503,RAJAPAMILLS ,X ,Q,711.0,722.8,702.25,703.25,703.25,705.7,41,633,447717.0,,2021-05-05
532504,NAVIN FLUORI,A ,Q,3435.0,3521.0,3326.45,3469.85,3469.85,3388.7,1676,13068,44379507.0,,2021-05-05
532505,UCOBANK     ,A ,Q,11.55,11.65,10.87,11.17,11.17,11.39,1763,694616,7928872.0,,2021-05-05
532507,BAG FIL MED ,B ,Q,2.74,2.86,2.73,2.76,2.79,2.76,77,32561,91231.0,,2021-05-05
532508,JSL         ,A ,Q,89.5,94.6,89.25,91.25,91.25,88.55,1391,170727,15678812.0,,2021-05-05
532509,SUPRAJIT ENG,A ,Q,255.15,260.05,253.0,254.95,255.0,250.7,293,5253,1339770.0,,2021-05-05
532513,TVSELE      ,B ,Q,135.0,139.9,134.05,135.4,135.4,134.2,253,6195,844959.0,,2021-05-05
532514,INDRA GAS   ,A ,Q,511.0,515.55,504.05,508.75,508.05,502.9,847,40844,20796720.0,,2021-05-05
532515,TV TODAY    ,A ,Q,284.0,287.4,283.05,285.0,283.5,284.75,149,3449,982523.0,,2021-05-05
532521,PALRED      ,B ,Q,136.0,143.35,135.35,139.8,140.0,139.8,74,2547,354828.0,,2021-05-05
532522,PETRONET LNG,A ,Q,239.0,243.7,238.85,242.6,242.6,238.2,3030,148959,36051131.0,,2021-05-05
532523,BIOCON LTD. ,A ,Q,375.0,382.45,370.15,381.3,381.3,373.5,7150,348715,131627549.0,,2021-05-05
532524,PTC INDIA   ,A ,Q,81.75,83.6,81.75,83.3,83.4,82.2,563,83053,6894030.0,,2021-05-05
532525,BANK MAHA   ,A ,Q,25.0,25.45,23.9,24.15,24.15,24.25,1429,991132,24407488.0,,2021-05-05
532527,RK FORGINGS ,A ,Q,583.8,583.8,565.2,573.0,573.9,572.65,104,361,207013.0,,2021-05-05
532528,DATAM GLOB  ,B ,Q,121.5,121.5,118.0,119.3,118.9,119.75,358,21593,2586572.0,,2021-05-05
532529,NDTV        ,B ,Q,63.15,69.85,62.2,69.85,69.85,63.5,311,50598,3506288.0,,2021-05-05
532531,STAR        ,A ,Q,846.95,873.2,841.05,852.35,852.35,841.15,2702,79218,67705904.0,,2021-05-05
532532,JAIPRA      ,A ,Q,7.07,7.15,7.0,7.03,7.03,7.05,1162,1215275,8585489.0,,2021-05-05
532538,ULTRATECH CM,A ,Q,6349.95,6399.0,6293.0,6377.3,6377.3,6292.45,958,7130,45228854.0,,2021-05-05
532539,MINDA IND   ,A ,Q,509.65,524.95,508.3,511.0,512.45,509.65,814,11470,5934651.0,,2021-05-05
532540,TCS LTD.    ,A ,Q,3077.8,3100.0,3053.7,3096.35,3096.35,3048.95,3930,40810,125909660.0,,2021-05-05
532541,COFORGE     ,A ,Q,2877.5,2905.0,2837.0,2892.45,2892.9,2848.85,993,7250,20825557.0,,2021-05-05
532543,GULFPETRO   ,B ,Q,45.7,45.7,43.8,44.6,44.6,44.95,561,12503,563703.0,,2021-05-05
532548,CENTURYPLY  ,A ,Q,367.3,375.0,358.05,361.3,361.3,366.1,526,11532,4245119.0,,2021-05-05
532553,WELENT      ,A ,Q,102.2,102.55,98.4,100.8,100.8,100.95,640,13473,1358880.0,,2021-05-05
532555,NTPC LTD    ,A ,Q,103.7,105.65,102.8,103.8,103.8,103.8,3603,521618,54303026.0,,2021-05-05
532604,SALSTEEL    ,T ,Q,4.9,4.9,4.57,4.67,4.74,4.8,54,11784,54922.0,,2021-05-05
532605,JBM AUTO    ,B ,Q,412.65,413.0,406.0,410.0,410.0,411.25,234,3517,1439755.0,,2021-05-05
532610,DWAR SUGAR  ,A ,Q,47.5,51.75,47.5,49.5,49.5,46.1,3714,1049689,52356441.0,,2021-05-05
532612,INDOCO REM  ,A ,Q,325.0,348.0,320.85,345.45,345.45,323.15,1738,48518,16592381.0,,2021-05-05
532613,VIPCLOTHNG  ,B ,Q,13.02,13.51,13.02,13.37,13.3,13.36,81,24899,332018.0,,2021-05-05
532616,XCHANGING   ,B ,Q,65.05,75.35,65.05,71.95,71.95,64.8,2043,132016,9521530.0,,2021-05-05
532617,JETAIRWAYS  ,Z ,Q,91.5,91.75,86.0,89.95,90.1,89.75,537,29939,2687120.0,,2021-05-05
532621,MORARJETEX  ,B ,Q,14.38,14.38,13.88,14.12,14.12,13.7,13,995,14120.0,,2021-05-05
532622,GATEWAY DIST,A ,Q,248.9,263.8,243.25,253.9,253.9,243.6,3916,131190,33271102.0,,2021-05-05
532624,JINDALPH    ,T ,Q,59.1,59.1,56.85,56.85,56.85,59.8,28,1712,98058.0,,2021-05-05
532626,PONDY OXIDES,X ,Q,221.1,227.0,218.0,221.45,222.95,219.3,173,11659,2594084.0,,2021-05-05
532627,JPPOWER     ,B ,Q,2.9,3.1,2.9,3.01,3.01,3.06,13711,3794813,11555770.0,,2021-05-05
532628,3I INFOTECH ,B ,Q,7.7,7.91,7.55,7.68,7.68,7.9,5720,3194283,24464510.0,,2021-05-05
532629,MCNALLYB    ,T ,Q,7.45,7.45,7.1,7.3,7.3,7.32,10,967,7001.0,,2021-05-05
532630,GOKALDAS    ,B ,Q,90.5,98.2,90.0,94.45,94.5,88.7,1465,81074,7711103.0,,2021-05-05
532633,ALLSEC TECH ,B ,Q,355.0,355.0,342.95,349.8,349.8,349.15,284,3990,1396716.0,,2021-05-05
532636,IIFL        ,A ,Q,259.0,259.0,244.1,253.35,255.0,251.35,788,19259,4839706.0,,2021-05-05
532637,MAN DRUGORG ,B ,Q,139.0,144.95,137.6,139.95,139.8,136.7,611,15267,2149769.0,,2021-05-05
532638,SHOPPER STOP,A ,Q,195.75,197.4,195.65,196.35,197.4,195.7,74,1392,273456.0,,2021-05-05
532640,CYBER MEDIA ,B ,Q,11.05,11.05,10.5,10.5,10.5,11.05,19,1140,12245.0,,2021-05-05
532641,NDL         ,B ,Q,30.5,32.8,30.05,30.75,32.0,30.15,67,7308,224652.0,,2021-05-05
532642,JSWHL       ,A ,Q,3956.05,4042.95,3956.05,4032.5,4037.0,3990.25,23,50,201376.0,,2021-05-05
532644,JK CEMENT   ,A ,Q,2778.2,2785.6,2768.3,2775.25,2772.55,2787.4,64,281,779826.0,,2021-05-05
532648,YES BANK    ,A ,Q,14.1,14.1,13.82,13.88,13.88,13.83,8544,9435938,131087766.0,,2021-05-05
532649,NECTAR LIFE ,B ,Q,24.75,26.95,24.75,26.0,26.0,25.1,1567,259306,6744811.0,,2021-05-05
532650,MSP STEEL   ,T ,Q,13.1,13.35,12.5,13.16,13.16,12.78,168,62321,813108.0,,2021-05-05
532651,SPL INDS    ,B ,Q,37.0,37.0,35.4,35.8,36.45,36.1,360,4078,146513.0,,2021-05-05
532652,KARNATAKA BK,A ,Q,63.1,63.85,62.65,62.75,62.8,62.75,363,52474,3310918.0,,2021-05-05
532654,MCLEOD RUSSE,B ,Q,23.0,23.75,22.2,23.75,23.75,22.65,453,51983,1205710.0,,2021-05-05
532656,FACOR ALLOYS,X ,Q,3.5,3.5,3.38,3.47,3.47,3.44,665,568178,1972262.0,,2021-05-05
532659,IDFC        ,A ,Q,53.3,55.7,52.2,52.5,52.5,53.1,3112,556489,30037700.0,,2021-05-05
532660,VIVIMED LABS,B ,Q,29.2,29.2,29.2,29.2,29.2,30.7,218,13962,407690.0,,2021-05-05
532661,RANE MADRAS ,B ,Q,338.0,339.7,324.75,333.9,335.2,333.05,146,1462,487879.0,,2021-05-05
