SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,DATE
500002,ABB LTD.    ,A ,Q,1378.65,1386.3,1367.0,1370.95,1376.35,1375.0,967,9179,12609277.0,,2021-05-05
500003,AEGIS LOGIS ,A ,Q,328.4,332.65,322.0,326.85,326.85,323.7,1895,44504,14607452.0,,2021-05-05
500008,AMAR RAJA BA,A ,Q,766.0,776.95,766.0,769.65,769.65,767.4,4476,130979,100660280.0,,2021-05-05
500009,A.SARABHAI  ,X ,Q,26.6,26.6,25.45,25.6,25.6,25.9,264,98892,2549900.0,,2021-05-05
500010,HDFC        ,A ,Q,2393.15,2402.95,2354.1,2378.25,2378.25,2377.25,9250,99763,237203518.0,,2021-05-05
500012,ANDHRA PETRO,X ,Q,65.9,68.55,65.05,68.15,68.15,65.6,812,209699,14101467.0,,2021-05-05
500013,ANSAL INFRAS,B ,Q,5.98,5.98,5.5,5.75,5.75,5.71,68,44084,250467.0,,2021-05-05
500014,UTIQUE      ,X ,Q,2.32,2.32,2.32,2.32,2.32,2.44,30,15140,35124.0,,2021-05-05
500016,ARUNAHTEL   ,XT,Q,7.26,7.5,6.8,6.8,6.8,7.15,8,1344,9521.0,,2021-05-05
500020,BOM DYEING  ,A ,Q,67.1,67.9,66.7,67.15,67.15,67.1,917,108599,7308508.0,,2021-05-05
500023,ASIANHOTNR  ,B ,Q,64.95,66.8,64.0,65.85,66.45,65.9,18,434,28283.0,,2021-05-05
500027,ATUL LTD.   ,A ,Q,8250.0,8314.95,8158.4,8290.25,8276.0,8142.5,416,10854,89528649.0,,2021-05-05
500028,ATV PROJECTS,XT,Q,4.01,4.41,4.01,4.41,4.41,4.2,43,4870,21412.0,,2021-05-05
500031,BAJAJ ELECT.,A ,Q,1179.0,1179.0,1133.0,1150.8,1150.8,1147.8,791,6152,7065383.0,,2021-05-05
500032,BAJAJHIND   ,A ,Q,8.98,9.38,8.76,9.07,9.07,8.73,3067,2783131,25335086.0,,2021-05-05
500033,FORCE MOTR  ,A ,Q,1137.0,1146.0,1104.1,1109.4,1109.4,1112.65,168,868,968273.0,,2021-05-05
500034,BAJFINANCE  ,A ,Q,5656.0,5708.9,5453.0,5517.0,5517.0,5615.25,15454,176794,980846012.0,,2021-05-05
500038,BALRAM.CHINI,A ,Q,305.0,324.7,305.0,318.15,318.15,299.2,6985,427966,135781851.0,,2021-05-05
500039,BANCO PROD. ,B ,Q,154.55,159.9,152.2,154.8,154.8,153.8,1041,18115,2801972.0,,2021-05-05
500040,CENTURY TEXT,A ,Q,481.95,485.95,470.0,472.55,472.55,474.75,792,23372,11184050.0,,2021-05-05
500041,BANNARI AMAN,A ,Q,1906.9,1988.0,1900.0,1931.65,1985.9,1885.65,60,218,422497.0,,2021-05-05
500042,BASF INDIA  ,A ,Q,2309.65,2380.0,2289.7,2317.0,2306.5,2277.75,558,3015,7028964.0,,2021-05-05
500043,BATA INDIA  ,A ,Q,1358.8,1368.0,1354.15,1359.55,1360.0,1358.8,1599,23157,31518053.0,,2021-05-05
500048,BEML LTD    ,A ,Q,1167.0,1192.75,1167.0,1184.55,1184.55,1162.5,987,45650,53767712.0,,2021-05-05
500049,BHARAT ELECT,A ,Q,133.2,138.5,132.55,137.9,137.9,132.8,7921,1273005,172793163.0,,2021-05-05
500052,BHANSALI ENG,A ,Q,167.45,169.4,161.5,164.15,164.15,164.45,1161,117269,19332935.0,,2021-05-05
500055,TATASTLBSL  ,B ,Q,105.0,108.0,90.15,93.6,93.6,98.65,21481,3998825,387996326.0,,2021-05-05
500058,BIHAR SPONGE,XT,Q,4.65,4.65,4.65,4.65,4.65,4.56,16,18799,87415.0,,2021-05-05
500060,BIRLACABLE  ,B ,Q,59.6,61.0,59.1,59.35,59.1,60.65,250,3342,199399.0,,2021-05-05
500067,BLUE STAR   ,A ,Q,835.0,847.0,830.65,836.3,839.3,834.0,351,3112,2602003.0,,2021-05-05
500068,DISA INDIA  ,X ,Q,4525.0,4587.95,4420.0,4559.65,4550.0,4630.0,53,196,884137.0,,2021-05-05
500069,BNK CAPITAL ,XT,Q,188.9,189.6,188.15,189.35,189.35,188.35,6,67,12680.0,,2021-05-05
500074,BPL LTD.    ,B ,Q,29.65,31.0,29.4,29.4,29.4,30.9,310,34058,1006994.0,,2021-05-05
500078,OAL         ,B ,Q,915.0,921.65,890.0,895.2,891.8,909.6,291,2737,2489953.0,,2021-05-05
500083,CENTURY EXT ,B ,Q,5.9,6.0,5.64,5.79,5.8,5.55,186,45500,263783.0,,2021-05-05
500084,CESC LTD.   ,A ,Q,615.45,635.05,615.45,632.85,632.85,622.6,383,6772,4255942.0,,2021-05-05
500085,CHAMBAL FERT,A ,Q,216.9,218.3,214.2,216.7,216.95,213.3,1048,49925,10799206.0,,2021-05-05
500086,EXIDE IND.  ,A ,Q,183.8,183.8,181.05,182.75,182.75,181.3,1571,128899,23520492.0,,2021-05-05
500087,CIPLA LTD.  ,A ,Q,885.0,899.0,869.55,888.7,888.7,878.55,14548,657014,582297126.0,,2021-05-05
500089,DIC INDIA   ,B ,Q,385.05,391.4,382.65,385.0,384.05,388.1,21,290,112245.0,,2021-05-05
500092,CRISIL LTD  ,A ,Q,1890.0,1898.9,1877.35,1892.1,1896.6,1901.05,82,317,599104.0,,2021-05-05
500093,CGPOWER     ,B ,Q,77.9,80.45,76.5,80.45,80.45,76.65,1908,645741,51634337.0,,2021-05-05
500096,DABUR (I)   ,A ,Q,541.0,542.0,536.9,541.2,542.0,537.25,839,27420,14811838.0,,2021-05-05
500097,DALMIASUG   ,A ,Q,279.7,291.5,273.1,283.65,284.6,270.15,2354,73355,20762462.0,,2021-05-05
500101,ARVIND Ltd  ,A ,Q,72.2,73.1,70.3,72.9,72.9,70.65,2153,163361,11770259.0,,2021-05-05
500102,BALARPUR IND,Z ,Q,1.1,1.15,1.1,1.12,1.13,1.15,220,555840,621070.0,,2021-05-05
500103,BHEL        ,A ,Q,53.45,57.65,53.15,56.6,56.6,52.45,19003,8441687,465919816.0,,2021-05-05
500104,HIND.PETRO  ,A ,Q,241.5,246.4,241.0,244.9,244.9,241.45,1461,122460,29964969.0,,2021-05-05
500106,IFCI LTD    ,A ,Q,10.85,11.2,10.85,10.97,10.97,10.96,4708,236154,2598269.0,,2021-05-05
500108,MAHA.TELE   ,B ,Q,16.1,17.1,16.05,16.8,16.8,16.05,1568,549711,9119340.0,,2021-05-05
500109,MRPL        ,A ,Q,44.25,44.75,43.15,43.6,43.45,43.6,1393,279964,12306824.0,,2021-05-05
500110,CHENNAI PET.,A ,Q,110.0,114.45,109.95,111.5,111.5,109.05,1438,78725,8804099.0,,2021-05-05
500111,REL.CAP.    ,B ,Q,10.49,10.6,10.33,10.54,10.54,10.29,798,237163,2487739.0,,2021-05-05
500112,STATE BANK  ,A ,Q,356.9,357.6,348.0,355.35,355.35,351.6,25814,2923596,1035950707.0,,2021-05-05
500113,STEEL AUTH. ,A ,Q,132.5,134.4,126.6,130.2,130.2,127.95,19013,5605584,728163803.0,,2021-05-05
500114,TITAN       ,A ,Q,1409.75,1431.95,1404.0,1427.65,1427.65,1403.8,5642,108326,153644730.0,,2021-05-05
500116,IDBI BANK L ,A ,Q,36.95,39.5,36.75,37.95,37.95,36.35,8951,5420879,208928787.0,,2021-05-05
500117,DCW LTD.    ,B ,Q,37.4,37.7,35.3,35.55,35.55,37.4,2380,591629,21438493.0,,2021-05-05
500119,DHAMPUR SUGA,A ,Q,255.0,271.5,247.0,265.35,265.35,247.9,8711,213822,56482509.0,,2021-05-05
500120,DIAMINES&CHM,X ,Q,333.95,337.0,324.2,329.0,329.0,328.85,345,11439,3770803.0,,2021-05-05
500123,ELANTAS     ,A ,Q,3654.0,3734.9,3525.1,3698.75,3700.0,3688.45,426,3857,14163118.0,,2021-05-05
500124,DR.REDDY'S  ,A ,Q,5109.0,5200.0,5068.3,5160.6,5160.6,5067.3,7465,65175,335462280.0,,2021-05-05
500125,E.I.D.PAR   ,A ,Q,388.4,426.35,388.4,421.55,421.55,388.45,8193,300626,124567643.0,,2021-05-05
500126,PGHL        ,A ,Q,6350.0,6375.0,6206.6,6312.75,6287.0,6285.1,410,955,6018426.0,,2021-05-05
500128,ELEC.CASTING,B ,Q,34.55,35.5,33.8,34.0,34.0,33.95,760,90413,3126276.0,,2021-05-05
500133,ESAB INDIA  ,A ,Q,1793.2,1861.15,1783.4,1807.65,1800.0,1790.55,97,553,1005282.0,,2021-05-05
500135,EPL         ,A ,Q,224.4,229.5,221.8,227.1,227.1,222.15,670,19205,4343892.0,,2021-05-05
500136,ESTER INDUS.,B ,Q,148.25,159.1,146.25,153.25,153.25,148.25,1411,74994,11496812.0,,2021-05-05
500142,FGP LTD.    ,XT,Q,1.46,1.46,1.46,1.46,1.46,1.48,1,100,146.0,,2021-05-05
500144,FINOL. CABLE,A ,Q,366.95,366.95,356.65,361.05,361.2,364.5,432,8308,2992354.0,,2021-05-05
500147,COCKERILL   ,X ,Q,828.05,853.0,828.05,852.35,848.1,846.0,27,1234,1050414.0,,2021-05-05
500148,UFLEX LTD   ,A ,Q,421.9,456.9,417.55,444.05,449.0,416.45,3600,101227,44895193.0,,2021-05-05
500150,FOSECO INDIA,B ,Q,1425.0,1475.0,1404.7,1415.55,1429.0,1413.15,120,348,500642.0,,2021-05-05
500151,GOLDEN TOB  ,B ,Q,43.4,49.2,42.0,45.8,45.8,42.0,288,16838,775525.0,,2021-05-05
500153,GANESH BENZO,X ,Q,69.3,69.65,66.45,67.45,67.45,67.75,304,41299,2779010.0,,2021-05-05
500159,METROGLOBL  ,X ,Q,54.0,56.2,54.0,55.55,55.55,54.2,11,570,31295.0,,2021-05-05
500160,GTL LTD.    ,B ,Q,6.3,6.66,6.3,6.66,6.66,6.06,198,141806,930461.0,,2021-05-05
500163,GODFREY PH  ,A ,Q,868.0,875.0,858.0,864.75,863.7,864.2,483,6667,5761213.0,,2021-05-05
500164,GODREJ IND  ,A ,Q,507.4,511.0,505.1,507.95,506.6,502.9,448,5668,2885816.0,,2021-05-05
500165,KANSAI NERO ,A ,Q,575.95,596.55,573.0,591.9,591.9,571.4,1550,26355,15503368.0,,2021-05-05
500166,GOODRICKE   ,X ,Q,239.8,250.0,235.4,238.4,238.4,239.8,133,10050,2408435.0,,2021-05-05
500168,GOODYEAR (I),A ,Q,901.2,918.65,901.2,913.35,911.3,903.8,113,963,875673.0,,2021-05-05
500170,GTN INDUS   ,X ,Q,9.85,10.5,9.59,9.59,9.59,9.85,22,3335,33064.0,,2021-05-05
500171,GHCL LTD    ,A ,Q,236.85,239.05,234.6,235.7,235.5,235.3,327,17805,4209768.0,,2021-05-05
500173,GFLLIMITED  ,A ,Q,71.5,72.9,70.2,70.35,70.6,70.8,126,4724,334910.0,,2021-05-05
500174,GUJ.LEASE   ,B ,Q,1.87,1.88,1.87,1.88,1.88,1.86,2,193,361.0,,2021-05-05
500179,HCL INFOSYS ,B ,Q,8.5,8.84,8.46,8.51,8.46,8.59,289,54540,470528.0,,2021-05-05
500180,HDFC BANK   ,A ,Q,1404.8,1409.0,1381.7,1402.45,1402.45,1388.55,14469,330979,463405893.0,,2021-05-05
500182,HEROMOTOCO  ,A ,Q,2775.0,2799.8,2768.55,2787.0,2795.0,2776.75,2140,16284,45281174.0,,2021-05-05
500183,HFCL        ,A ,Q,31.9,33.15,31.3,32.9,32.9,31.3,4129,1693155,54677140.0,,2021-05-05
500184,HSCL        ,A ,Q,45.35,46.65,45.35,46.15,46.15,45.25,3654,1012232,46510699.0,,2021-05-05
500185,HIND.CONSTN.,A ,Q,7.66,7.75,7.6,7.63,7.63,7.65,477,265586,2029222.0,,2021-05-05
500186,HIND.OIL EXP,A ,Q,108.0,108.0,103.5,104.0,104.0,103.7,1140,65971,6972969.0,,2021-05-05
500187,HSIL        ,B ,Q,154.85,159.8,152.5,155.8,154.75,151.15,832,20451,3187050.0,,2021-05-05
500188,HINDUS.ZI   ,A ,Q,291.0,295.75,287.15,288.15,288.15,290.55,4063,107684,31230239.0,,2021-05-05
500189,NXTDIGITAL  ,B ,Q,460.0,473.95,460.0,470.0,473.95,458.0,27,269,125735.0,,2021-05-05
500191,HMT LTD.    ,Z ,Q,26.0,27.0,25.65,27.0,27.0,27.0,48,6426,167736.0,,2021-05-05
500192,PRAG BOSIMI ,XT,Q,1.52,1.52,1.51,1.51,1.51,1.58,7,2051,3113.0,,2021-05-05
500193,HLVLTD      ,B ,Q,6.16,6.16,5.95,6.1,5.95,6.02,120,44753,271724.0,,2021-05-05
500199,I.G.PETRO   ,B ,Q,466.2,480.0,458.1,466.15,464.0,466.7,279,5371,2494059.0,,2021-05-05
500201,IND.GLYCOLS ,A ,Q,521.0,532.15,505.05,510.05,505.05,508.65,2298,66794,34444521.0,,2021-05-05
500202,IND.LEAS.DEV,X ,Q,10.3,10.3,10.3,10.3,10.3,10.37,2,54,556.0,,2021-05-05
500206,MARGO FIN   ,X ,Q,10.19,10.19,9.23,9.23,9.23,9.71,8,2353,23243.0,,2021-05-05
500207,INDO RAMA   ,B ,Q,43.85,44.55,41.05,42.95,41.85,42.45,528,56224,2397547.0,,2021-05-05
500209,INFOSYS LTD ,A ,Q,1337.35,1343.7,1328.0,1341.6,1341.6,1329.55,10411,170339,227730045.0,,2021-05-05
500210,INGERSOLL   ,A ,Q,742.0,748.25,735.0,737.0,737.0,738.65,233,1703,1262624.0,,2021-05-05
500211,INSILCO LTD.,X ,Q,7.79,7.79,7.32,7.35,7.5,7.54,68,28403,213918.0,,2021-05-05
500213,INTER.TRAVEL,X ,Q,59.2,60.85,59.2,59.4,59.4,59.0,26,2436,144802.0,,2021-05-05
500214,ION EXCHANGE,A ,Q,1372.0,1389.9,1354.0,1375.55,1375.55,1358.75,478,10842,14839723.0,,2021-05-05
500215,AGRO TECH FO,A ,Q,947.85,1080.0,944.8,1055.35,1025.05,918.6,3722,38260,40045949.0,,2021-05-05
500219,JAIN IRRIG  ,A ,Q,19.45,19.45,18.65,18.8,18.8,19.05,791,222875,4213655.0,,2021-05-05
500220,JASCH INDUST,X ,Q,62.6,67.0,62.6,66.4,66.4,65.15,84,18141,1207253.0,,2021-05-05
500223,JCT LTD     ,X ,Q,1.0,1.04,0.95,0.98,0.98,1.0,369,1232725,1221580.0,,2021-05-05
500227,JINDAL POLYF,A ,Q,770.1,788.65,765.0,788.65,788.65,751.1,463,12785,9977181.0,,2021-05-05
500228,JSWSL       ,A ,Q,724.5,733.15,713.0,717.5,718.9,715.25,7684,544656,392989021.0,,2021-05-05
500231,UMANG DAIR  ,B ,Q,60.2,66.0,58.8,63.95,63.95,59.1,1295,56438,3610242.0,,2021-05-05
500233,KAJARIA CER.,A ,Q,938.0,938.0,916.65,923.8,923.0,911.25,468,3896,3591472.0,,2021-05-05
500234,KAKATIYA CEM,B ,Q,221.0,236.0,219.85,234.95,234.95,220.45,1632,19502,4522235.0,,2021-05-05
500235,KALYANI STEL,A ,Q,377.5,377.5,365.25,368.1,368.1,369.15,529,9532,3537647.0,,2021-05-05
500236,KANELIND    ,XT,Q,2.03,2.03,2.03,2.03,2.03,1.94,34,24008,48736.0,,2021-05-05
500238,WHIRLPOOL   ,A ,Q,2238.8,2238.8,2156.3,2177.0,2179.8,2194.9,542,3592,7784892.0,,2021-05-05
500239,KG DENIM    ,X ,Q,33.05,33.05,31.05,32.25,32.25,32.05,130,25404,821411.0,,2021-05-05
500240,KINETIC ENG.,XT,Q,40.7,40.7,39.45,40.0,40.0,40.0,17,3766,150449.0,,2021-05-05
500241,KIRL.BROS.  ,B ,Q,250.35,251.55,241.6,242.4,242.35,243.0,232,3846,947089.0,,2021-05-05
500243,KIRL INDUS  ,B ,Q,1310.0,1389.0,1302.15,1354.5,1352.0,1300.0,77,278,373271.0,,2021-05-05
500245,KIRL.FERROUS,B ,Q,217.9,229.9,206.0,219.3,219.3,212.75,4897,181269,39645806.0,,2021-05-05
500247,KOTAK MAH.BK,A ,Q,1741.95,1786.65,1722.0,1770.3,1774.1,1732.15,6245,153021,268745308.0,,2021-05-05
500248,KRIFILIND   ,XT,Q,3.29,3.29,3.29,3.29,3.29,3.29,3,230,756.0,,2021-05-05
500249,KSB         ,A ,Q,875.9,885.55,862.6,865.8,866.9,871.95,261,2036,1776908.0,,2021-05-05
500250,L.G.BALKRISH,A ,Q,296.0,298.0,290.05,290.75,290.4,293.65,555,8766,2564222.0,,2021-05-05
500251,TRENT LTD.  ,A ,Q,790.0,809.45,776.55,798.2,791.2,775.95,1606,37893,30053552.0,,2021-05-05
500252,LAXMIMACH   ,A ,Q,6300.15,6425.45,6211.8,6248.8,6246.0,6378.0,231,499,3144067.0,,2021-05-05
500253,LIC HOUS.FIN,A ,Q,408.25,415.0,406.25,412.65,412.65,408.15,1929,92422,38001892.0,,2021-05-05
500257,LUPIN LTD.  ,A ,Q,1072.0,1209.95,1069.5,1200.5,1200.5,1057.25,37280,1261771,1469284579.0,,2021-05-05
500259,LYKA LABS   ,B ,Q,45.4,47.7,43.2,43.2,43.2,45.45,364,87166,3974990.0,,2021-05-05
500260,RAMCOCEM    ,A ,Q,967.65,983.4,966.35,973.95,977.7,958.25,488,13209,12871135.0,,2021-05-05
500264,MAFATLAL IND,X ,Q,103.0,114.9,98.05,102.25,102.25,95.75,1037,76118,8046512.0,,2021-05-05
500265,MAH.SEAMLESS,A ,Q,292.9,294.1,288.05,288.95,289.8,290.15,232,5110,1482225.0,,2021-05-05
500266,MAH.SCOOTER ,A ,Q,3599.0,3610.0,3541.65,3553.45,3548.0,3565.1,147,354,1264264.0,,2021-05-05
500267,MAJESTIC AUT,X ,Q,99.05,102.95,98.25,98.75,99.0,99.35,52,9730,966382.0,,2021-05-05
500268,MANALI PETRO,B ,Q,85.2,85.5,82.25,83.5,83.5,84.65,2234,211390,17696550.0,,2021-05-05
500271,MFSL        ,A ,Q,894.3,906.65,875.35,888.95,886.9,897.95,733,17792,15837852.0,,2021-05-05
500279,MIRC ELECT  ,B ,Q,14.7,15.25,14.39,15.25,15.25,14.53,263,273902,4128049.0,,2021-05-05
500280,CENTURY ENKA,B ,Q,262.0,265.85,257.05,260.35,260.35,259.25,377,7016,1836710.0,,2021-05-05
500284,LORDS CHLORO,X ,Q,35.2,37.6,34.1,35.75,35.7,37.7,15,1426,49859.0,,2021-05-05
500285,SPICEJET LTD,A ,Q,61.6,63.55,61.25,62.9,62.9,61.6,2447,320678,19943612.0,,2021-05-05
500288,MOREPEN LAB.,A ,Q,62.15,63.5,62.0,62.0,62.0,65.25,2504,454050,28261262.0,,2021-05-05
500290,MRF LTD.    ,A ,Q,79150.0,79337.05,77500.3,78241.6,78320.0,78648.1,755,924,72326794.0,,2021-05-05
500292,HEIDEL CEM  ,A ,Q,238.3,243.45,238.3,243.1,242.75,241.95,295,5718,1381850.0,,2021-05-05
500294,NCC         ,A ,Q,76.9,76.9,74.15,74.85,74.85,74.35,648,63160,4731469.0,,2021-05-05
500295,VEDL        ,A ,Q,259.2,269.8,256.6,265.0,265.0,257.8,6615,980911,257760413.0,,2021-05-05
500296,NAHAR SPG.  ,B ,Q,105.95,110.6,105.0,110.6,110.6,105.35,130,3414,369547.0,,2021-05-05
500298,NAT.PEROXIDE,A ,Q,2428.6,2428.6,2371.05,2390.95,2390.95,2395.9,796,6103,14617217.0,,2021-05-05
500300,GRASIM IND. ,A ,Q,1425.0,1455.0,1405.15,1419.5,1419.75,1416.1,4038,109798,157026908.0,,2021-05-05
500302,PEL         ,A ,Q,1680.0,1732.95,1680.0,1721.1,1721.1,1664.7,3291,60188,103098775.0,,2021-05-05
500304,NIIT LTD.   ,A ,Q,165.45,168.9,165.3,166.4,168.0,165.0,914,20393,3403058.0,,2021-05-05
500306,JAYKAY      ,X ,Q,36.3,37.45,36.2,36.2,36.2,36.9,192,78172,2846121.0,,2021-05-05
500307,NIRLON      ,A ,Q,289.0,290.0,284.6,284.6,284.6,284.7,34,1093,314551.0,,2021-05-05
500312,ONGC CORPN  ,A ,Q,112.15,114.0,110.5,111.05,111.05,109.65,17528,3191419,357751006.0,,2021-05-05
500314,ORIENT HOTEL,B ,Q,27.3,27.3,24.25,24.7,24.7,24.8,368,35843,894262.0,,2021-05-05
500317,OSWAL AGRO. ,B ,Q,10.8,10.8,9.8,9.97,9.97,9.98,336,14674,148116.0,,2021-05-05
500319,INDIAN SUCRO,X ,Q,29.75,32.25,28.0,29.3,29.8,28.45,180,49406,1484125.0,,2021-05-05
500325,RELIANCE    ,A ,Q,1919.7,1937.9,1908.15,1919.75,1919.75,1916.55,15060,287285,552418436.0,,2021-05-05
500327,PILITA      ,B ,Q,14.65,14.65,12.85,13.98,14.02,14.14,314,25675,356233.0,,2021-05-05
500330,RAYMOND     ,A ,Q,325.0,332.85,323.6,325.25,324.0,323.05,412,14960,4903241.0,,2021-05-05
500331,PIDILITE    ,A ,Q,1815.0,1816.0,1794.55,1812.05,1812.05,1800.65,1384,12255,22147120.0,,2021-05-05
500333,PIX TRANS   ,X ,Q,431.4,442.0,423.0,431.0,431.0,432.7,337,14805,6380813.0,,2021-05-05
500335,BIRLA CORPN.,A ,Q,915.0,935.9,915.0,933.8,935.9,917.25,404,5943,5518238.0,,2021-05-05
500336,SURYA ROSHNI,A ,Q,438.1,466.95,429.3,457.3,457.3,431.6,770,20370,9125126.0,,2021-05-05
500337,PRIME SECUR.,B ,Q,42.15,42.2,42.15,42.2,42.2,42.8,3,250,10540.0,,2021-05-05
500338,PRSMJOHNSN  ,A ,Q,135.0,135.0,130.5,133.05,133.1,132.45,412,11623,1539688.0,,2021-05-05
500339,RAIN        ,A ,Q,182.3,182.85,178.5,179.6,179.6,179.15,3614,311244,56240077.0,,2021-05-05
500343,AMJLAND     ,B ,Q,23.75,23.8,22.8,23.6,23.75,23.8,51,2371,54991.0,,2021-05-05
500346,PUN.COMMUNI.,B ,Q,21.05,21.8,20.6,21.7,21.75,21.5,14,1678,36045.0,,2021-05-05
500350,RSWM  LTD   ,B ,Q,191.15,203.35,191.15,203.35,203.35,184.9,348,8236,1655008.0,,2021-05-05
500354,RAJSH.SUGAR ,B ,Q,21.05,21.9,20.8,21.7,21.0,21.15,59,7374,157877.0,,2021-05-05
500355,RALLIS INDIA,A ,Q,297.0,299.9,288.7,293.9,294.75,288.55,924,45657,13482351.0,,2021-05-05
500356,RAMANEWS    ,B ,Q,16.85,16.85,15.82,16.09,15.89,15.85,283,13555,218964.0,,2021-05-05
500357,RAMA PAPER  ,XT,Q,10.75,11.6,10.75,10.98,10.85,11.25,13,560,6448.0,,2021-05-05
500358,RAMA PETRO  ,X ,Q,2.56,2.56,2.56,2.56,2.56,2.69,2,500,1280.0,,2021-05-05
500360,RAPICUT CARB,X ,Q,26.1,26.1,26.05,26.05,26.05,27.15,2,50,1302.0,,2021-05-05
500365,WELSPLSOL   ,X ,Q,14.9,14.9,13.9,13.95,14.0,14.15,152,82034,1151310.0,,2021-05-05
500366,ROLTA (I)   ,B ,Q,4.34,4.34,4.11,4.14,4.14,4.22,3353,349308,1462475.0,,2021-05-05
500367,RUBFILA INT.,X ,Q,76.0,76.85,72.1,74.05,74.25,74.35,519,65956,4877777.0,,2021-05-05
500368,RUCHI SOYA  ,B ,Q,680.0,688.4,678.25,682.3,683.0,678.85,256,1943,1327398.0,,2021-05-05
500370,SALORA INT. ,XT,Q,35.25,37.5,35.25,37.45,37.45,37.1,22,67298,2486954.0,,2021-05-05
500378,JINDAL SAW  ,A ,Q,89.45,90.35,87.2,88.9,88.9,87.65,2377,283040,25068793.0,,2021-05-05
500380,JK LAKSHMI  ,A ,Q,416.0,420.0,409.85,415.9,416.95,415.6,845,23356,9681684.0,,2021-05-05
500387,SHREE CEMENT,A ,Q,27779.2,28046.0,27504.85,27842.1,27856.45,27753.6,266,507,14158371.0,,2021-05-05
500390,REL INFRA   ,A ,Q,45.05,48.25,45.0,47.3,47.3,45.7,4681,984594,46064281.0,,2021-05-05
500400,TATA POWER  ,A ,Q,102.85,102.9,100.3,102.0,102.0,100.95,5380,1533934,155783372.0,,2021-05-05
500402,SPMLINFRA   ,B ,Q,10.0,10.0,9.55,9.83,9.83,9.5,5,812,7870.0,,2021-05-05
500403,SUNDARAM FAS,A ,Q,739.0,754.0,721.2,727.8,727.8,730.1,1183,16445,12143442.0,,2021-05-05
500404,SUNFLAG IRON,A ,Q,79.0,79.95,76.4,77.0,77.0,77.75,1151,88721,6911149.0,,2021-05-05
500405,SUPREME PET ,A ,Q,705.0,714.0,681.1,695.4,694.0,690.85,872,8875,6225730.0,,2021-05-05
500407,SWARAJ ENGIN,A ,Q,1501.0,1565.0,1471.35,1484.9,1484.9,1478.9,598,3533,5378588.0,,2021-05-05
500408,TATA ELXSI  ,A ,Q,3918.0,3944.55,3806.7,3848.1,3848.1,3859.45,4899,38064,147323818.0,,2021-05-05
500410,ACC LTD     ,A ,Q,1870.0,1897.0,1870.0,1887.9,1887.9,1869.85,1133,13524,25476481.0,,2021-05-05
500411,THERMAX     ,A ,Q,1495.0,1530.9,1453.35,1501.95,1501.95,1499.55,612,4918,7323668.0,,2021-05-05
500412,THIRUMALAI  ,A ,Q,96.7,97.0,95.05,95.3,95.3,95.2,678,55204,5298177.0,,2021-05-05
500413,THOMAS COOK ,A ,Q,47.15,48.35,46.7,47.7,47.95,46.2,602,29058,1385044.0,,2021-05-05
500414,TIMEX GROUP ,X ,Q,33.95,34.9,33.2,34.6,34.7,33.25,54,10107,346121.0,,2021-05-05
500418,TOKYO PLAST ,B ,Q,68.2,72.9,68.2,70.2,70.2,72.9,25,841,59185.0,,2021-05-05
500420,TORRENT PHAR,A ,Q,2523.95,2632.95,2486.6,2623.5,2623.5,2506.25,3345,30697,79487547.0,,2021-05-05
500422,TRANSCHEM   ,X ,Q,23.65,27.35,23.65,25.5,25.0,25.4,36,3646,94332.0,,2021-05-05
500425,AMBUJA CEME ,A ,Q,311.0,312.1,307.35,311.2,311.5,306.8,3531,258357,80106917.0,,2021-05-05
500426,UTLINDS     ,X ,Q,12.13,12.99,11.97,12.1,12.1,12.59,20,9653,115694.0,,2021-05-05
500429,UNIPHOS ENT.,B ,Q,81.0,92.0,78.25,82.2,82.05,78.5,139,10490,878118.0,,2021-05-05
500439,VARD HOLDNG ,B ,Q,1665.65,1769.0,1656.65,1666.0,1666.0,1689.95,28,33,56286.0,,2021-05-05
500440,HINDALCO    ,A ,Q,365.4,373.65,363.25,367.25,367.25,362.65,6160,771469,284477302.0,,2021-05-05
500444,WEST COAS PA,A ,Q,217.45,219.0,209.2,210.75,210.65,215.3,925,34711,7399883.0,,2021-05-05
500449,HIND.ORG.CHM,B ,Q,40.75,40.75,38.55,39.3,39.0,39.55,355,58412,2290991.0,,2021-05-05
500456,PAS.ACRYLON ,X ,Q,16.95,17.2,16.2,16.7,16.7,16.35,192,82978,1380998.0,,2021-05-05
500458,KORE        ,XT,Q,2.05,2.25,2.05,2.24,2.24,2.15,5,300,635.0,,2021-05-05
500459,PROCTER &GAM,A ,Q,13415.05,13685.75,13194.3,13561.65,13516.1,13811.1,910,1957,26194186.0,,2021-05-05
500460,MUKAND LTD. ,T ,Q,122.0,122.0,112.15,116.4,116.4,117.5,176,15504,1813696.0,,2021-05-05
500463,AGCNET      ,B ,Q,1606.5,1606.5,1553.0,1556.6,1560.0,1594.75,89,924,1448405.0,,2021-05-05
500464,UCAL FUEL   ,B ,Q,139.05,159.0,139.0,155.75,155.75,139.15,1018,18347,2828417.0,,2021-05-05
500467,HARR.MALAYAL,B ,Q,166.0,180.0,165.05,178.4,177.0,166.05,2021,63128,10978428.0,,2021-05-05
