Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-06,835.6,855.6,827.4,839.05,838.6635630043452,1611.0,261.0,1351087.0,655.0,40.66,28.200000000000045,3.449999999999932,1620259200.0
2021-05-05,820.6,849.65,790.95,819.2,822.6886872097932,4738.0,539.0,3897899.0,2146.0,45.29,58.69999999999993,-1.3999999999999773,1620153000.0
2021-05-04,742.0,832.0,742.0,809.7,807.7891863789966,7694.0,875.0,6215130.0,5146.0,66.88,90.0,67.7,1620086400.0
2021-05-03,724.5,768.0,715.0,763.85,739.151801242236,4025.0,302.0,2975086.0,3085.0,76.65,53.0,39.35,1620000000.0
2021-04-30,726.25,751.4,707.7,732.9,731.4148430066604,2102.0,193.0,1537434.0,1530.0,72.79,43.7,6.65,1619740800.0
2021-04-29,744.85,744.85,723.8,730.5,731.7475961538461,416.0,87.0,304407.0,199.0,47.84,21.05,-14.35,1619654400.0
2021-04-28,749.75,749.75,737.0,747.25,743.131534569983,1186.0,104.0,881354.0,659.0,55.56,12.75,-2.5,1619568000.0
2021-04-27,765.5,779.95,732.25,749.0,752.2866600463423,6042.0,494.0,4545316.0,4759.0,78.77,47.7,-16.5,1619481600.0
2021-04-26,777.15,777.15,757.45,768.25,770.3490566037734,848.0,111.0,653256.0,545.0,64.27,19.7,-8.9,1619395200.0
2021-04-23,762.0,775.5,760.0,766.05,763.1690009337069,1071.0,66.0,817354.0,937.0,87.49,15.5,4.05,1619136000.0
2021-04-22,736.6,776.0,736.6,762.75,770.154690472706,6833.0,563.0,5262467.0,6098.0,89.24,39.4,26.15,1619049600.0
2021-04-20,815.0,815.0,730.0,742.4,750.4479553903345,538.0,89.0,403741.0,382.0,71.0,85.0,-72.6,1618876800.0
2021-04-19,750.0,763.75,735.0,749.45,749.3792415169661,501.0,80.0,375439.0,389.0,77.64,28.75,-0.55,1618790400.0
2021-04-16,766.6,784.3,761.2,767.0,772.0125125125124,1998.0,207.0,1542481.0,1523.0,76.23,23.1,0.4,1618531200.0
2021-04-15,784.0,789.0,760.0,772.3,772.8457489878542,2470.0,285.0,1908929.0,2217.0,89.76,29.0,-11.7,1618444800.0
2021-04-13,773.55,787.75,762.15,780.25,779.6421084156933,3339.0,329.0,2603225.0,2428.0,72.72,25.6,6.7,1618272000.0
2021-04-12,790.0,790.0,734.25,758.15,758.9595461272818,2027.0,245.0,1538411.0,973.0,48.0,55.75,-31.85,1618185600.0
2021-04-09,764.45,810.0,764.0,792.2,783.7534067085955,3816.0,258.0,2990803.0,2586.0,67.77,46.0,27.75,1617926400.0
2021-04-08,740.75,790.0,737.2,754.3,771.8282252316465,7015.0,671.0,5414375.0,4204.0,59.93,52.8,13.55,1617840000.0
