Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-04,52.0,52.0,50.05,50.45,51.58078845086063,1801,15,92897.0,1448.0,80.4,1.9500000000000028,-1.5499999999999972,1620086400.0
2021-05-03,54.95,54.95,50.3,51.0,51.08266932270916,4016,35,205148.0,2760.0,68.72,4.65,-3.95,1620000000.0
2021-04-30,58.7,58.7,50.5,54.0,53.37636647579386,3842,51,205072.0,2505.0,65.2,8.2,-4.7,1619740800.0
2021-04-29,58.5,58.5,51.1,53.35,53.56553502363558,6981,83,373941.0,5299.0,75.91,7.4,-5.15,1619654400.0
2021-04-28,54.0,55.2,54.0,55.2,55.02785321796248,15833,118,871256.0,13097.0,82.72,1.2,1.2,1619568000.0
2021-04-27,42.2,46.0,40.8,46.0,45.32664554734249,2841,20,128773.0,2737.0,96.34,5.2,3.8,1619481600.0
2021-04-26,46.75,46.8,41.75,45.55,45.35046728971962,2354,34,106755.0,2252.0,95.67,5.05,-1.2,1619395200.0
2021-04-23,38.5,44.55,38.0,43.65,43.5653735632184,1392,24,60643.0,1266.0,90.95,6.55,5.15,1619136000.0
2021-04-22,44.5,44.5,38.25,40.05,42.38084632516704,449,14,19029.0,357.0,79.51,6.25,-4.45,1619049600.0
2021-04-20,39.25,39.25,39.25,39.25,39.24,50,3,1962.0,50.0,100.0,0.0,0.0,1618876800.0
2021-04-19,40.9,41.0,40.9,41.0,40.93333333333333,300,2,12280.0,300.0,100.0,0.1,0.1,1618790400.0
2021-04-16,42.0,42.0,41.0,41.05,41.92993630573248,157,8,6583.0,155.0,98.73,1.0,-0.95,1618531200.0
2021-04-15,41.0,41.0,40.55,41.0,40.62295081967213,61,6,2478.0,61.0,100.0,0.45,0.0,1618444800.0
2021-04-13,42.3,48.9,42.3,42.3,42.5902004454343,449,14,19123.0,445.0,99.11,6.6,0.0,1618272000.0
2021-04-12,48.45,48.45,42.3,42.3,42.37479541734861,611,7,25891.0,600.0,98.2,6.15,-6.15,1618185600.0
2021-04-09,42.3,47.5,42.3,47.5,42.32227488151658,211,4,8930.0,210.0,99.53,5.2,5.2,1617926400.0
2021-04-08,42.7,44.5,42.65,42.8,42.87061994609165,742,11,31810.0,742.0,100.0,1.85,0.1,1617840000.0
2021-04-07,43.1,44.0,42.8,42.8,42.96714579055442,487,23,20925.0,463.0,95.07,1.2,-0.3,1617753600.0
2021-04-06,43.4,45.0,42.0,42.85,43.09375,224,4,9653.0,224.0,100.0,3.0,-0.55,1617667200.0
2021-04-05,45.95,45.95,43.45,43.45,43.4635761589404,151,2,6563.0,151.0,100.0,2.5,-2.5,1617580800.0
2021-03-31,43.7,47.0,43.7,46.0,46.17111111111111,2250,11,103885.0,2150.0,95.56,3.3,2.3,1617148800.0
2021-03-30,46.0,46.0,46.0,46.0,46.0,815,7,37490.0,815.0,100.0,0.0,0.0,1617062400.0
2021-03-26,46.0,46.8,46.0,46.2,46.13069233617178,2701,14,124599.0,2601.0,96.3,0.8,0.2,1616716800.0
2021-03-25,45.6,45.6,45.6,45.6,45.5998805613616,3349,15,152714.0,3349.0,100.0,0.0,0.0,1616630400.0
2021-03-24,40.7,49.0,40.7,45.5,45.045483259633606,1583,14,71307.0,1423.0,89.89,8.3,4.8,1616544000.0
2021-03-23,45.0,47.45,45.0,45.0,45.072375127421,981,9,44216.0,956.0,97.45,2.45,0.0,1616457600.0
2021-03-22,41.15,45.5,41.15,45.45,44.09238451935081,801,13,35318.0,501.0,62.55,4.35,4.3,1616371200.0
2021-03-19,45.0,45.0,45.0,45.0,45.0,715,5,32175.0,715.0,100.0,0.0,0.0,1616112000.0
2021-03-18,45.0,46.4,45.0,45.0,45.01983663943991,857,7,38582.0,857.0,100.0,1.4,0.0,1616025600.0
2021-03-17,45.0,45.25,45.0,45.0,45.0,2867,18,129015.0,2867.0,100.0,0.25,0.0,1615939200.0
2021-03-16,46.4,46.4,45.25,45.25,45.33539094650206,972,9,44066.0,972.0,100.0,1.15,-1.15,1615852800.0
