Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-04-28,5.64,5.65,5.64,5.65,5.64,100,2,564.0,100,100.0,0.01,0.01,1619568000.0
2021-04-22,5.93,5.93,5.93,5.93,5.8,5,1,29.0,5,100.0,0.0,0.0,1619049600.0
2021-04-13,5.93,5.93,5.65,5.65,5.75,8,4,46.0,8,100.0,0.28,-0.28,1618272000.0
2021-04-12,5.66,5.66,5.66,5.66,5.6,10,1,56.0,10,100.0,0.0,0.0,1618185600.0
2021-04-08,5.74,5.74,5.33,5.66,5.657303370786517,178,8,1007.0,177,99.44,0.41,-0.08,1617840000.0
2021-03-19,5.22,5.48,5.22,5.48,5.22,100,2,522.0,100,100.0,0.26,0.26,1616112000.0
2021-03-18,5.23,5.49,5.23,5.49,5.230179028132992,391,2,2045.0,391,100.0,0.26,0.26,1616025600.0
2021-03-15,5.5,5.5,5.5,5.5,5.5,200,1,1100.0,200,100.0,0.0,0.0,1615766400.0
2021-03-09,5.7,5.7,5.7,5.7,5.0,1,1,5.0,1,100.0,0.0,0.0,1615248000.0
2021-03-08,5.71,5.71,5.71,5.71,5.0,1,1,5.0,1,100.0,0.0,0.0,1615161600.0
2021-03-03,5.44,5.44,5.44,5.44,5.44,25,1,136.0,25,100.0,0.0,0.0,1614729600.0
2021-02-26,5.45,5.72,5.45,5.72,5.5,2,2,11.0,2,100.0,0.27,0.27,1614297600.0
2021-02-19,5.46,5.73,5.46,5.73,5.491525423728814,59,2,324.0,59,100.0,0.27,0.27,1613692800.0
2021-02-15,5.46,5.46,5.46,5.46,5.0,1,1,5.0,1,100.0,0.0,0.0,1613347200.0
2021-02-12,5.69,5.69,5.46,5.46,5.688279301745636,401,3,2281.0,401,100.0,0.23,-0.23,1613088000.0
2021-02-03,5.7,5.7,5.7,5.7,5.7,200,2,1140.0,200,100.0,0.0,0.0,1612310400.0
2021-01-22,5.76,5.76,5.76,5.76,5.7,10,1,57.0,10,100.0,0.0,0.0,1611273600.0
2021-01-21,5.79,5.79,5.49,5.49,5.571428571428571,7,3,39.0,7,100.0,0.3,-0.3,1611187200.0
2021-01-20,5.26,5.52,5.26,5.52,5.259803921568627,612,6,3219.0,612,100.0,0.26,0.26,1611100800.0
2021-01-15,5.53,5.53,5.53,5.53,5.4,5,1,27.0,5,100.0,0.0,0.0,1610668800.0
2021-01-14,5.28,5.28,5.28,5.28,5.0,2,2,10.0,2,100.0,0.0,0.0,1610582400.0
2021-01-13,5.17,5.29,5.17,5.29,5.169576059850375,401,3,2073.0,401,100.0,0.12,0.12,1610496000.0
2021-01-12,5.44,5.44,5.44,5.44,5.44,1000,2,5440.0,1000,100.0,0.0,0.0,1610409600.0
2021-01-07,5.72,5.72,5.72,5.72,5.7,10,2,57.0,10,100.0,0.0,0.0,1609977600.0
2021-01-06,5.45,5.45,4.97,5.45,4.977428851815505,1019,4,5072.0,1018,99.9,0.48,0.0,1609891200.0
2021-01-04,5.24,5.24,4.98,5.23,5.0086956521739125,115,4,576.0,101,87.83,0.26,-0.01,1609718400.0
2020-12-31,5.46,5.46,4.95,5.24,5.0,8,4,40.0,8,100.0,0.51,-0.22,1609372800.0
2020-12-30,4.95,5.21,4.95,5.21,4.950199203187251,502,4,2485.0,501,99.8,0.26,0.26,1609286400.0
2020-12-29,5.21,5.21,5.21,5.21,5.20979020979021,1001,3,5215.0,1000,99.9,0.0,0.0,1609200000.0
2020-12-28,5.48,5.48,5.48,5.48,5.4,10,1,54.0,10,100.0,0.0,0.0,1609113600.0
2020-12-21,5.23,5.23,5.23,5.23,5.229032258064516,310,5,1621.0,310,100.0,0.0,0.0,1608508800.0
2020-12-17,4.99,4.99,4.99,4.99,4.99,700,3,3493.0,700,100.0,0.0,0.0,1608163200.0
2020-12-15,5.25,5.25,5.25,5.25,5.2142857142857135,14,2,73.0,14,100.0,0.0,0.0,1607990400.0
2020-12-11,5.0,5.0,5.0,5.0,5.0,6,2,30.0,6,100.0,0.0,0.0,1607644800.0
2020-12-09,5.0,5.0,5.0,5.0,5.0,10,1,50.0,10,100.0,0.0,0.0,1607472000.0
2020-12-08,5.09,5.09,4.84,5.08,5.080645161290322,62,4,315.0,61,98.39,0.25,-0.01,1607385600.0
2020-12-04,5.09,5.09,5.09,5.09,5.089108910891089,101,2,514.0,100,99.01,0.0,0.0,1607040000.0
2020-12-03,5.1,5.35,5.1,5.35,5.0997506234413965,401,2,2045.0,400,99.75,0.25,0.25,1606953600.0
2020-11-19,5.12,5.36,5.12,5.36,5.119601328903655,301,3,1541.0,300,99.67,0.24,0.24,1605744000.0
