Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-06,51.05,53.55,48.6,52.6,49.38014699855187,36599.0,86.0,1807264.0,36599.0,100.0,4.949999999999996,1.5500000000000045,1620259200.0
2021-05-05,51.0,51.0,50.95,51.0,50.98039215686274,153.0,5.0,7800.0,153.0,100.0,0.0499999999999971,0.0,1620153000.0
2021-05-04,50.0,50.5,49.0,49.0,49.82142857142857,112.0,14.0,5580.0,112.0,100.0,1.5,-1.0,1620086400.0
2021-05-03,47.0,48.2,45.0,48.2,47.23962516733601,1494.0,14.0,70576.0,1494.0,100.0,3.2,1.2,1620000000.0
2021-04-30,45.95,45.95,45.95,45.95,45.95,100.0,2.0,4595.0,100.0,100.0,0.0,0.0,1619740800.0
2021-04-29,47.0,47.0,47.0,47.0,47.0,538.0,7.0,25286.0,538.0,100.0,0.0,0.0,1619654400.0
2021-04-28,46.9,46.9,46.0,46.85,46.46756756756757,370.0,17.0,17193.0,370.0,100.0,0.9,-0.05,1619568000.0
2021-04-27,44.4,47.0,43.7,46.95,45.96551724137931,435.0,24.0,19995.0,435.0,100.0,3.3,2.55,1619481600.0
2021-04-26,46.35,46.35,46.0,46.0,46.11320754716981,53.0,13.0,2444.0,53.0,100.0,0.35,-0.35,1619395200.0
2021-04-23,46.75,46.75,46.35,46.35,46.72413793103448,522.0,6.0,24390.0,522.0,100.0,0.4,-0.4,1619136000.0
2021-04-22,46.05,47.0,45.0,46.75,46.2657200811359,493.0,15.0,22809.0,493.0,100.0,2.0,0.7,1619049600.0
2021-04-20,45.15,45.15,45.15,45.15,45.13636363636364,22.0,2.0,993.0,22.0,100.0,0.0,0.0,1618876800.0
2021-04-19,48.5,48.5,47.25,47.5,47.567961165048544,412.0,21.0,19598.0,412.0,100.0,1.25,-1.0,1618790400.0
