DATE,SCRIP CODE,DELIVERY QTY,DELIVERY VAL,DAY'S VOLUME,DAY'S TURNOVER,DELV. PER.
2021-05-06,522275,25751,3159648,41362,5120435,62.26
2021-05-06,522281,2398,199874,2935,245265,81.7
2021-05-06,522285,113982,1815734,194205,3075632,58.69
2021-05-06,522287,8323,2945510,25558,9197653,32.57
2021-05-06,522292,1100,62480,1619,91016,67.94
2021-05-06,522294,3318,340095,4158,428520,79.8
2021-05-06,522295,903,286026,1330,423788,67.89
2021-05-06,522650,626,198192,726,224997,86.23
2021-05-06,523007,250,10750,264,11161,94.7
2021-05-06,523011,291,12630,336,14592,86.61
2021-05-06,523019,72015,1955208,111295,3009603,64.71
2021-05-06,523021,250,5550,250,5552,100.0
2021-05-06,523023,5904,282802,6517,313266,90.59
2021-05-06,523025,794,482475,931,572450,85.28
2021-05-06,523100,2897,70542,3123,76446,92.76
2021-05-06,523105,10,763,10,763,100.0
2021-05-06,523116,746,152632,749,155513,99.6
2021-05-06,523120,4551,389794,5353,443902,85.02
2021-05-06,523127,29,6815,43,10160,67.44
2021-05-06,523144,10439,450965,12565,547296,83.08
2021-05-06,523151,2189,7728,2189,7695,100.0
2021-05-06,523160,851,737137,1039,891788,81.91
2021-05-06,523164,186,442,186,442,100.0
2021-05-06,523204,14937,501884,23181,762305,64.44
2021-05-06,523207,4952,277808,6968,392450,71.07
2021-05-06,523229,49127,3674700,82803,6045846,59.33
2021-05-06,523232,9471,432411,9471,432411,100.0
2021-05-06,523248,2134,187792,2340,200354,91.2
2021-05-06,523260,108,1701,148,2330,72.97
2021-05-06,523261,1253,2051036,5572,9120534,22.49
2021-05-06,523269,911,47145,1162,60167,78.4
2021-05-06,523277,72167,23094,76927,24201,93.81
2021-05-06,523283,5528,712836,10778,1418593,51.29
2021-05-06,523289,1451,11739,1451,11738,100.0
2021-05-06,523301,809,381484,840,404777,96.31
2021-05-06,523319,14947,1890049,45974,5850103,32.51
2021-05-06,523323,5395,7459937,7504,10437885,71.89
2021-05-06,523329,128,227840,176,311196,72.73
2021-05-06,523367,11366,7880617,32866,23176519,34.58
2021-05-06,523369,17559,4778682,25272,6840264,69.48
2021-05-06,523371,25721,1233322,39451,1891191,65.2
2021-05-06,523384,5985,419224,5985,419224,100.0
2021-05-06,523385,1048,2133624,2841,5754329,36.89
2021-05-06,523391,2807,374174,5118,687107,54.85
2021-05-06,523395,109,2701674,215,5363197,50.7
2021-05-06,523398,354,805297,579,1326300,61.14
2021-05-06,523405,59089,4865980,209166,17255419,28.25
2021-05-06,523411,700,138180,930,183398,75.27
2021-05-06,523445,1831,687449,6848,2575174,26.74
2021-05-06,523449,5716,156333,6589,182063,86.75
2021-05-06,523457,2062,3750882,4524,8286050,45.58
2021-05-06,523465,1527,47261,2133,64832,71.59
2021-05-06,523475,1042,17152,1305,21420,79.85
2021-05-06,523489,8844,117272,9195,121345,96.18
2021-05-06,523519,600,1350,600,1462,100.0
2021-05-06,523537,27652,671944,33878,823193,81.62
2021-05-06,523539,282,54511,398,77074,70.85
2021-05-06,523550,4427,41127,4444,41078,99.62
2021-05-06,523566,694,23874,694,23610,100.0
2021-05-06,523574,64470,579586,94400,854152,68.29
2021-05-06,523586,2286,307467,3069,411474,74.49
2021-05-06,523594,350,8400,350,8700,100.0
2021-05-06,523598,154188,17770167,648660,76546481,23.77
2021-05-06,523606,1804,533173,2930,860765,61.57
2021-05-06,523610,16470,1896521,70076,7981737,23.5
2021-05-06,523618,12536,4872744,42229,16500387,29.69
2021-05-06,523620,1393,53523,1393,53523,100.0
2021-05-06,523628,121,20492,121,20306,100.0
2021-05-06,523630,139679,8750890,669534,41670771,20.86
2021-05-06,523638,6528,649536,8370,845190,77.99
2021-05-06,523642,7659,20412001,22768,60168146,33.64
2021-05-06,523648,3452,867488,5270,1308536,65.5
2021-05-06,523650,27,197,27,197,100.0
2021-05-06,523660,12999,1522833,24551,2831619,52.95
2021-05-06,523672,13854,1109706,21251,1685241,65.19
2021-05-06,523676,507,9557,728,13296,69.64
2021-05-06,523694,40922,11081678,140105,37022002,29.21
2021-05-06,523696,32791,2278975,53050,3683637,61.81
2021-05-06,523704,34145,62924114,116318,201757525,29.35
2021-05-06,523708,1262,462902,1477,541870,85.44
2021-05-06,523710,1236,238065,1236,238065,100.0
2021-05-06,523716,3421,406586,4391,525124,77.91
2021-05-06,523722,24408,55276,24408,55276,100.0
2021-05-06,523732,3450,14815,3450,14815,100.0
2021-05-06,523736,6647,759088,8257,940129,80.5
2021-05-06,523754,7280,1058512,10595,1535937,68.71
2021-05-06,523756,153650,1070941,258204,1797605,59.51
2021-05-06,523782,1803,22935,1914,24665,94.2
2021-05-06,523792,363,171518,528,251114,68.75
2021-05-06,523796,23094,48689,23094,48689,100.0
2021-05-06,523828,7462,421230,8817,497689,84.63
2021-05-06,523832,10,39,10,38,100.0
2021-05-06,523838,8336,247996,10891,325104,76.54
2021-05-06,523840,40484,868382,52560,1112608,77.02
2021-05-06,523842,20767,58563,20942,59604,99.16
2021-05-06,523850,3375,995119,3956,1174447,85.31
2021-05-06,523862,19,50,19,50,100.0
2021-05-06,524000,1098336,147451608,1665397,223217994,65.95
2021-05-06,524013,9047,80428,10598,92495,85.37
2021-05-06,524019,743,435324,843,494043,88.14
2021-05-06,524031,10,13,10,12,100.0
2021-05-06,524037,47438,6041230,87907,11312368,53.96
2021-05-06,524051,12548,14469099,25197,29086784,49.8
2021-05-06,524075,926,413228,1148,518446,80.66
2021-05-06,524080,969,30746,969,30746,100.0
2021-05-06,524091,10915,3762947,15856,5472456,68.84
2021-05-06,524109,2681,439282,4678,773088,57.31
2021-05-06,524129,12752,1748937,19440,2650383,65.6
2021-05-06,524136,22,2756,22,2652,100.0
2021-05-06,524156,1256,84090,1873,122367,67.06
2021-05-06,524164,51677,33525454,312659,200418185,16.53
2021-05-06,524174,72313,387201,72313,387201,100.0
2021-05-06,524200,2359,4053470,7550,13018596,31.24
2021-05-06,524202,3404,97185,4170,121692,81.63
2021-05-06,524208,20179,36039694,104521,184388914,19.31
2021-05-06,524210,1,14,1,14,100.0
2021-05-06,524212,6833,728965,6833,728965,100.0
2021-05-06,524218,15161,2025510,21182,2768270,71.57
2021-05-06,524226,21770,3508236,38113,6137175,57.12
2021-05-06,524230,451919,35927561,1560569,122971076,28.96
2021-05-06,524280,36519,7190592,106637,20934584,34.25
2021-05-06,524288,9192,915983,14255,1407876,64.48
2021-05-06,524314,4873,49120,4873,49342,100.0
2021-05-06,524322,522,2088,522,2088,100.0
2021-05-06,524324,11029,604941,13434,722101,82.1
2021-05-06,524330,7265,1281546,13248,2310275,54.84
2021-05-06,524332,12773,1612592,20624,2570529,61.93
2021-05-06,524336,2200,144100,2218,143789,99.19
2021-05-06,524342,5149,4455430,7618,6645106,67.59
2021-05-06,524348,65581,52048361,411156,328578479,15.95
2021-05-06,524370,56512,5721840,113878,11606221,49.62
2021-05-06,524372,4113,6554272,6119,9791791,67.22
2021-05-06,524394,4086,979006,8009,1928159,51.02
2021-05-06,524396,6161,448829,8674,628762,71.03
2021-05-06,524400,136,4101,136,4101,100.0
2021-05-06,524404,246079,18123719,761598,56570640,32.31
2021-05-06,524408,1659,143838,1659,143838,100.0
2021-05-06,524412,229310,7280593,293618,9186814,78.1
2021-05-06,524414,872,9970,872,9970,100.0
2021-05-06,524440,1816,43403,2086,49363,87.06
2021-05-06,524444,74500,9435425,200896,25811192,37.08
2021-05-06,524458,1122,8706,1122,8706,100.0
2021-05-06,524470,1639275,9343868,2064594,11768185,79.4
2021-05-06,524480,490,129360,643,171049,76.21
2021-05-06,524488,7617,7308,7617,7308,100.0
2021-05-06,524494,1629,3416095,4848,10147065,33.6
2021-05-06,524500,14029,1886901,22761,3078269,61.64
2021-05-06,524506,1270,535242,1642,693551,77.34
2021-05-06,524516,18020,135150,18020,135150,100.0
2021-05-06,524518,2252,274744,3068,377582,73.4
2021-05-06,524520,496856,21836822,942895,42545898,52.69
2021-05-06,524522,5438,106313,5442,111132,99.93
2021-05-06,524534,23,884,23,884,100.0
2021-05-06,524542,8982,2107627,11790,2727642,76.18
2021-05-06,524558,482,1263057,1270,3322255,37.95
2021-05-06,524564,636,3809,636,3809,100.0
2021-05-06,524570,1076,231878,1213,260467,88.71
2021-05-06,524572,12914,289273,12914,289273,100.0
2021-05-06,524576,42298,1034187,65180,1563954,64.89
2021-05-06,524580,100,650,100,650,100.0
2021-05-06,524582,2553,121269,2553,121269,100.0
2021-05-06,524594,12142,1203273,15026,1490081,80.81
2021-05-06,524598,2980,772714,3557,930426,83.78
2021-05-06,524606,4599,30584,4599,30577,100.0
2021-05-06,524622,10300,15965,11300,17515,91.15
2021-05-06,524624,79070,1015262,79070,1015262,100.0
2021-05-06,524628,1,8,1,7,100.0
2021-05-06,524632,59,5436,59,5436,100.0
2021-05-06,524634,26167,7333302,47957,13845145,54.56
2021-05-06,524640,7105,234465,9037,300947,78.62
2021-05-06,524642,1331,1132,1331,1131,100.0
2021-05-06,524648,34465,4128907,49170,5956034,70.09
2021-05-06,524654,4629,608020,6539,864739,70.79
2021-05-06,524661,700,1526,700,1526,100.0
2021-05-06,524663,18269,912536,18269,912536,100.0
2021-05-06,524667,667,696382,1111,1153236,60.04
2021-05-06,524669,869,1887903,2563,5642044,33.91
2021-05-06,524675,2839,28191,2839,28191,100.0
2021-05-06,524687,147068,986827,162003,1105100,90.78
2021-05-06,524703,4566,200220,8306,361701,54.97
2021-05-06,524709,4457,179395,5281,210842,84.4
2021-05-06,524711,58833,713814,58833,713814,100.0
2021-05-06,524715,76447,51926625,533265,364451299,14.34
2021-05-06,524717,34695,11317509,48325,15880498,71.8
2021-05-06,524727,2070,25524,2070,25523,100.0
2021-05-06,524731,1465,653464,1854,831213,79.02
2021-05-06,524735,107845,36936913,362696,121621590,29.73
2021-05-06,524742,102822,57642014,218371,119831189,47.09
2021-05-06,524748,4529,151043,5135,171241,88.2
2021-05-06,524752,6753,214071,9530,306084,70.86
2021-05-06,524768,1733,36393,2083,43745,83.2
2021-05-06,524774,1209,1906110,1747,2749403,69.2
2021-05-06,524790,5567,1911430,7785,2627139,71.51
2021-05-06,524804,40347,40689950,163630,166414335,24.66
2021-05-06,524808,1051,22597,1553,33265,67.68
2021-05-06,524816,9260,8743755,27291,25890376,33.93
2021-05-06,524818,1636,101422,1636,101422,100.0
2021-05-06,524820,2861,516554,5957,1088330,48.03
2021-05-06,524824,28600,3096713,28600,3096713,100.0
2021-05-06,524828,12466,1197983,19516,1842479,63.88
2021-05-06,526001,130,539,130,538,100.0
2021-05-06,526027,4932,142020,4932,142020,100.0
2021-05-06,526043,643,19387,695,20981,92.52
2021-05-06,526073,561,109160,561,109160,100.0
2021-05-06,526117,90,20871,134,30797,67.16
2021-05-06,526133,4783,24872,5233,26722,91.4
2021-05-06,526137,8410,208148,11199,274291,75.1
2021-05-06,526139,20591,94633,20591,94633,100.0
2021-05-06,526143,3049,18354,3049,18354,100.0
2021-05-06,526159,3897,1828473,5441,2532215,71.62
2021-05-06,526161,201,8040,226,9039,88.94
2021-05-06,526169,2177,399153,2942,539866,74.0
2021-05-06,526173,96325,2051723,160478,3430395,60.02
2021-05-06,526179,72106,5627874,221052,17936764,32.62
2021-05-06,526187,12,45,12,45,100.0
2021-05-06,526211,100,214,100,214,100.0
2021-05-06,526217,7193,1107363,11642,1804968,61.78
2021-05-06,526225,4140,32706,6441,51012,64.28
2021-05-06,526227,59366,5212335,95532,8443428,62.14
2021-05-06,526231,54,1590,54,1590,100.0
2021-05-06,526235,87088,90572,116128,118078,74.99
2021-05-06,526237,2085,26407,2085,26407,100.0
2021-05-06,526241,560,2380,560,2191,100.0
2021-05-06,526247,11225,1766254,12480,1950400,89.94
2021-05-06,526263,13039,603054,18302,838705,71.24
2021-05-06,526269,397,16440,397,16440,100.0
2021-05-06,526299,20289,37452480,67156,122909664,30.21
2021-05-06,526301,6587,217077,6587,217077,100.0
2021-05-06,526315,201,9518,351,17047,57.26
2021-05-06,526325,462,35713,469,35510,98.51
2021-05-06,526335,1316,7240,1316,7240,100.0
2021-05-06,526355,26,446,26,446,100.0
2021-05-06,526365,1504,16951,2524,28844,59.59
2021-05-06,526367,475,35554,3381,253666,14.05
2021-05-06,526371,307514,52369635,1111929,188896507,27.66
2021-05-06,526381,10161,191535,11370,214934,89.37
2021-05-06,526397,1520,332348,2027,441764,74.99
2021-05-06,526407,3473,155765,4818,213277,72.08
2021-05-06,526409,8537,236902,9896,274807,86.27
2021-05-06,526415,5395,116798,5395,116798,100.0
2021-05-06,526423,44472,3228668,55917,4017468,79.53
2021-05-06,526433,12823,1369497,17066,1787430,75.14
2021-05-06,526435,42,4751,42,4750,100.0
2021-05-06,526441,890,566,890,566,100.0
2021-05-06,526445,55123,336251,58946,358391,93.51
2021-05-06,526468,150,2842,150,2842,100.0
2021-05-06,526471,53657,242492,53657,242492,100.0
2021-05-06,526473,82,145,82,151,100.0
2021-05-06,526477,100,1177,100,1177,100.0
2021-05-06,526479,2553,193390,2803,210554,91.08
2021-05-06,526481,820,10855,820,10855,100.0
2021-05-06,526492,31310,3080904,42582,4098984,73.53
2021-05-06,526504,133036,407086,133036,407086,100.0
2021-05-06,526506,170,31739,170,31742,100.0
2021-05-06,526519,945,12352,967,12402,97.72
2021-05-06,526521,160311,7614773,351016,16427944,45.67
2021-05-06,526544,18252,289295,18352,291041,99.46
2021-05-06,526546,2365,22214,2365,22214,100.0
2021-05-06,526550,24166,108989,35635,159040,67.82
2021-05-06,526554,198,1415,198,1415,100.0
2021-05-06,526568,100,1155,100,1155,100.0
2021-05-06,526574,2438,16725,2438,16801,100.0
2021-05-06,526576,8299,30790,8299,30789,100.0
2021-05-06,526582,1110,246587,1528,345708,72.64
2021-05-06,526586,12823,5683795,14680,6467289,87.35
2021-05-06,526588,200,1700,200,1700,100.0
2021-05-06,526596,9397,1259668,32324,4387296,29.07
2021-05-06,526604,573,5126,573,5126,100.0
2021-05-06,526608,9072,1033301,12134,1351103,74.77
2021-05-06,526612,1439,7766283,5154,28352421,27.92
2021-05-06,526614,6781,47045,6781,47045,100.0
2021-05-06,526616,3731,96633,6791,176355,54.94
2021-05-06,526622,514074,87393,591074,103910,86.97
2021-05-06,526638,400,16160,400,16160,100.0
2021-05-06,526640,785,11805,785,11805,100.0
2021-05-06,526642,61574,2924765,128004,6177854,48.1
2021-05-06,526650,8583,482794,14629,826516,58.67
2021-05-06,526654,161,10417,161,10416,100.0
2021-05-06,526662,40,510,47,560,85.11
2021-05-06,526666,1023,198551,1023,198551,100.0
2021-05-06,526668,1343,39686,1437,42446,93.46
2021-05-06,526677,430,473,430,473,100.0
2021-05-06,526687,719,2063,719,2063,100.0
2021-05-06,526703,1362,102831,1370,102686,99.42
2021-05-06,526705,160,18560,160,18500,100.0
2021-05-06,526717,593,11860,593,11860,100.0
2021-05-06,526721,3107,129169,3107,129169,100.0
2021-05-06,526723,7527,444846,8265,492706,91.07
2021-05-06,526725,361,260805,670,467010,53.88
2021-05-06,526727,6412,120225,6760,124513,94.85
2021-05-06,526729,36766,14553822,54451,21205675,67.52
2021-05-06,526731,6802,570348,11817,1004693,57.56
2021-05-06,526737,2616,11365,2616,11365,100.0
2021-05-06,526739,390,66125,445,75409,87.64
2021-05-06,526747,5254,460776,7468,671849,70.35
2021-05-06,526755,2593,7313,2827,8518,91.72
2021-05-06,526775,30388,2051190,30949,2096843,98.19
2021-05-06,526783,2886,1087590,3241,1205718,89.05
2021-05-06,526797,15093,3046523,30470,6219103,49.53
2021-05-06,526807,194,81354,290,122148,66.9
2021-05-06,526813,6555,33639,6555,33639,100.0
2021-05-06,526817,6277,4880996,8492,6453804,73.92
2021-05-06,526821,5168,1998208,6679,2595836,77.38
2021-05-06,526827,1315,5102,1315,5102,100.0
2021-05-06,526829,246948,15347819,528308,32589755,46.74
2021-05-06,526847,6223,94217,7020,105240,88.65
2021-05-06,526849,4051,210652,18767,995159,21.59
2021-05-06,526853,17274,920705,23717,1261567,72.83
2021-05-06,526859,223003,421476,223003,421475,100.0
2021-05-06,526861,52048,649039,52048,648403,100.0
2021-05-06,526865,1185,2761,1185,2761,100.0
2021-05-06,526881,17650,1513974,17650,1513974,100.0
2021-05-06,526885,17621,520701,31276,927892,56.34
2021-05-06,526887,100,36,100,36,100.0
2021-05-06,526899,54900,566568,60641,623307,90.53
2021-05-06,526905,6,30,6,29,100.0
2021-05-06,526921,505,6156,505,6155,100.0
2021-05-06,526931,8122,493006,12419,762936,65.4
2021-05-06,526935,62,1885,62,1788,100.0
2021-05-06,526945,24,1146,24,1146,100.0
2021-05-06,526947,6112,1357170,11552,2587781,52.91
2021-05-06,526951,16964,13981729,21119,16892119,80.33
2021-05-06,526953,4329,1413203,5830,1908215,74.25
2021-05-06,526965,797,33446,797,33446,100.0
2021-05-06,526967,800,752,800,752,100.0
2021-05-06,526971,2265,90374,2577,100473,87.89
2021-05-06,526981,6367,1003440,9204,1470263,69.18
2021-05-06,526987,453668,2712935,694933,4140474,65.28
2021-05-06,527001,8484,1301870,21343,3341975,39.75
2021-05-06,527005,7,85,7,84,100.0
2021-05-06,530001,62512,27289614,127294,55423318,49.11
2021-05-06,530005,35012,5759474,141455,23320647,24.75
2021-05-06,530007,55240,6396792,106639,12407278,51.8
2021-05-06,530011,265484,23840464,658193,58863030,40.34
2021-05-06,530017,2286,39268,2286,39268,100.0
2021-05-06,530019,5201,4355318,14895,12462811,34.92
2021-05-06,530023,1835,187170,2343,235885,78.32
2021-05-06,530025,2001,39720,2001,39720,100.0
2021-05-06,530043,15051,1439629,26995,2717904,55.75
2021-05-06,530045,11894,132821,11894,132821,100.0
2021-05-06,530047,635,4064,897,5565,70.79
2021-05-06,530053,30,128,30,127,100.0
2021-05-06,530057,63,4417,63,4445,100.0
2021-05-06,530063,7303,19938,7535,20519,96.92
2021-05-06,530067,194,45784,302,72300,64.24
2021-05-06,530073,5571,708910,8864,1111306,62.85
2021-05-06,530075,2025,261327,3534,458912,57.3
2021-05-06,530077,7634,617591,9280,746262,82.26
2021-05-06,530079,49400,4492930,58723,5398033,84.12
2021-05-06,530109,13417,99689,17628,130743,76.11
2021-05-06,530111,1500,27900,1500,27900,100.0
2021-05-06,530117,4397,4372157,9429,9361511,46.63
2021-05-06,530119,22417,1008639,22417,1008639,100.0
2021-05-06,530125,10269,2547226,14399,3571718,71.32
2021-05-06,530127,4237,50972,11762,143396,36.02
2021-05-06,530129,1578,546462,1865,654846,84.61
2021-05-06,530131,232592,5337987,320875,7436442,72.49
2021-05-06,530133,513,15955,605,18702,84.79
2021-05-06,530135,20078,3058884,29310,4437327,68.5
2021-05-06,530145,21904,333817,27270,411350,80.32
2021-05-06,530151,13427,522311,13562,526181,99.0
2021-05-06,530163,3966,212181,5020,267878,79.0
2021-05-06,530169,2892,16716,2892,16662,100.0
2021-05-06,530175,66119,3472464,66119,3472464,100.0
2021-05-06,530185,129324,451341,143430,503732,90.17
2021-05-06,530187,1361,1265,1361,1265,100.0
2021-05-06,530199,1495,562120,1974,756427,75.73
2021-05-06,530201,26115,235558,27687,252638,94.32
2021-05-06,530207,6192,192395,6192,192395,100.0
2021-05-06,530215,40312,935239,75621,1762226,53.31
2021-05-06,530233,8030,772486,12384,1194188,64.84
2021-05-06,530239,69764,6927566,157591,15594887,44.27
2021-05-06,530259,1001,9990,1001,9989,100.0
2021-05-06,530263,22890,37475,22890,37475,100.0
2021-05-06,530265,11,216,11,215,100.0
2021-05-06,530267,1975,15330,1975,15330,100.0
2021-05-06,530299,15389,1156484,22433,1700336,68.6
2021-05-06,530305,60864,874008,101884,1465015,59.74
2021-05-06,530307,38483,3817514,56860,5670080,67.68
2021-05-06,530309,2034,66004,2539,80337,80.11
2021-05-06,530313,2903,125555,4058,174868,71.54
2021-05-06,530315,69698,5321443,106447,8230637,65.48
2021-05-06,530317,13395,798342,16805,1013407,79.71
2021-05-06,530331,1554,511888,1579,519506,98.42
2021-05-06,530341,217,24955,291,33230,74.57
2021-05-06,530343,8685,456831,16697,885934,52.02
2021-05-06,530355,31609,3137194,41740,4201778,75.73
2021-05-06,530363,58197,1489844,118222,2986952,49.23
2021-05-06,530365,3275,742607,3524,803580,92.93
2021-05-06,530367,10855,1152259,26943,2869595,40.29
2021-05-06,530369,51,918,51,965,100.0
2021-05-06,530377,23445,99642,31330,132826,74.83
2021-05-06,530393,879,7621,1183,10134,74.3
2021-05-06,530401,212,6328,212,6328,100.0
2021-05-06,530405,1001,11011,1001,11011,100.0
2021-05-06,530407,1841,5505,1891,5351,97.36
2021-05-06,530419,2900,73370,5002,124056,57.98
2021-05-06,530421,600,4140,600,4140,100.0
2021-05-06,530427,12467,298585,12967,303349,96.14
2021-05-06,530429,396,3402,396,3401,100.0
2021-05-06,530431,21386,854371,22470,897344,95.18
2021-05-06,530433,54874,2129112,83510,3176634,65.71
2021-05-06,530439,2119,2416,2119,2488,100.0
2021-05-06,530445,1,0,1,0,100.0
2021-05-06,530459,6569,126782,10802,207807,60.81
2021-05-06,530461,35197,240396,35197,240395,100.0
2021-05-06,530475,612,21237,612,21236,100.0
2021-05-06,530477,3483,675180,5329,1029983,65.36
2021-05-06,530499,659,261986,933,368469,70.63
2021-05-06,530517,1214,1086045,3252,2920497,37.33
2021-05-06,530521,2297,77524,3142,104417,73.11
2021-05-06,530525,2529,6550,2529,6550,100.0
2021-05-06,530533,2967,121647,3177,131871,93.39
2021-05-06,530543,24014,161854,24014,161854,100.0
2021-05-06,530545,1866,189959,2736,279848,68.2
2021-05-06,530549,8002,3508077,29633,12984490,27.0
2021-05-06,530555,56077,515909,63856,588410,87.82
2021-05-06,530557,3084,1388,3084,1387,100.0
2021-05-06,530571,10,19,10,18,100.0
2021-05-06,530577,1,15,1,14,100.0
2021-05-06,530579,18479,63753,19307,66416,95.71
2021-05-06,530585,42,6641,93,14504,45.16
2021-05-06,530589,6454,659922,8428,863574,76.58
2021-05-06,530609,1818,8138,1818,8138,100.0
2021-05-06,530611,3001,1140,3001,1140,100.0
2021-05-06,530617,2044,31312,2044,31312,100.0
2021-05-06,530621,2450,42508,3352,57439,73.09
2021-05-06,530627,9362,1617286,10108,1755072,92.62
2021-05-06,530643,2562,140270,5756,317858,44.51
2021-05-06,530655,14584,1340999,23947,2225032,60.9
2021-05-06,530663,9886,40334,9886,40334,100.0
2021-05-06,530665,319993,2211397,319993,2211397,100.0
2021-05-06,530669,100,771,100,771,100.0
2021-05-06,530677,2808,45209,3707,60064,75.75
2021-05-06,530689,5972,204073,5972,204073,100.0
2021-05-06,530695,3029,28746,3029,27808,100.0
2021-05-06,530697,4235,100582,5163,121212,82.03
2021-05-06,530699,167476,35533,167476,35533,100.0
2021-05-06,530709,171,2880,171,2880,100.0
2021-05-06,530711,5167,165344,5338,170451,96.8
2021-05-06,530713,162,379,162,379,100.0
2021-05-06,530715,400,664,401,665,99.75
2021-05-06,530733,33,1040,33,1039,100.0
2021-05-06,530735,100,1055,100,1055,100.0
2021-05-06,530755,15,48,15,48,100.0
2021-05-06,530759,1654,314260,2059,389907,80.33
2021-05-06,530771,3,32,3,31,100.0
2021-05-06,530779,1001,5945,1001,5945,100.0
2021-05-06,530789,588,46805,678,54285,86.73
2021-05-06,530797,142,861,142,861,100.0
2021-05-06,530803,2493,423561,2979,503155,83.69
2021-05-06,530809,500,5350,500,5350,100.0
2021-05-06,530813,11319,2306813,21000,4318958,53.9
2021-05-06,530815,3631,143866,3631,143866,100.0
2021-05-06,530821,52,775,52,777,100.0
2021-05-06,530825,2703,85280,2816,90222,95.99
2021-05-06,530829,4961,59036,5977,68854,83.0
2021-05-06,530839,5019,5873,5019,5873,100.0
2021-05-06,530843,1755,402773,2325,535330,75.48
2021-05-06,530845,3146,833061,3462,921139,90.87
2021-05-06,530853,162,5525,165,5531,98.18
2021-05-06,530871,8190,1778459,10205,2180079,80.25
2021-05-06,530879,976,101504,1186,121159,82.29
2021-05-06,530881,102,1358,102,1358,100.0
2021-05-06,530883,13849,107192,19742,153243,70.15
2021-05-06,530889,198447,75409,198447,75409,100.0
2021-05-06,530897,914,43964,1234,58830,74.07
2021-05-06,530907,700,19675,700,19675,100.0
2021-05-06,530915,2,6,2,6,100.0
2021-05-06,530919,154,25718,155,25865,99.35
2021-05-06,530925,1,10,1,10,100.0
2021-05-06,530931,250,618,250,617,100.0
2021-05-06,530951,3131,102384,3132,102314,99.97
2021-05-06,530953,753,28614,753,28109,100.0
2021-05-06,530959,5390,97829,6569,118370,82.05
2021-05-06,530961,772183,1428539,1256504,2305600,61.45
2021-05-06,530965,304202,28184316,972250,90004035,31.29
2021-05-06,530973,270,7767,270,7767,100.0
2021-05-06,530977,600,20250,851,28749,70.51
2021-05-06,530979,9400,368480,10219,392527,91.99
2021-05-06,530991,280,3248,280,3248,100.0
2021-05-06,530997,967,13490,967,13493,100.0
2021-05-06,530999,2500,6214500,8635,21238782,28.95
2021-05-06,531017,1,4,1,3,100.0
2021-05-06,531025,11015,8812,12292,10080,89.61
2021-05-06,531041,413,58708,554,77775,74.55
2021-05-06,531043,500,3240,500,3240,100.0
2021-05-06,531049,3225,26577,3225,26577,100.0
2021-05-06,531051,1,8,1,8,100.0
2021-05-06,531069,35,72402,35,72402,100.0
2021-05-06,531080,1460,17666,1460,16787,100.0
2021-05-06,531082,18647,268704,21983,314574,84.82
2021-05-06,531083,7749,32381,7749,32381,100.0
2021-05-06,531091,23,231,24,240,95.83
2021-05-06,531092,13593,274579,18337,364755,74.13
2021-05-06,531099,6477,14185,6477,14184,100.0
2021-05-06,531109,40619,2719443,56996,3789131,71.27
2021-05-06,531111,1100,22520,1100,22520,100.0
2021-05-06,531112,151,33824,152,34244,99.34
2021-05-06,531120,42330,535475,48606,607433,87.09
2021-05-06,531126,1,3,1,2,100.0
2021-05-06,531129,960,15168,972,15733,98.77
2021-05-06,531137,17349,23075,19897,26400,87.19
2021-05-06,531146,1042,535536,1958,1003661,53.22
2021-05-06,531147,789,433990,1379,745420,57.22
2021-05-06,531153,10,89,10,89,100.0
2021-05-06,531156,100,3850,100,3850,100.0
2021-05-06,531157,10,61,10,61,100.0
2021-05-06,531158,636,4330,636,4330,100.0
2021-05-06,531161,8098,904142,10940,1200019,74.02
2021-05-06,531162,1779,863260,2995,1448984,59.4
2021-05-06,531163,0,0,2004,83668,0.0
2021-05-06,531172,2,34,2,32,100.0
2021-05-06,531173,6855,47163,8786,61907,78.02
2021-05-06,531179,286,157787,400,222164,71.5
2021-05-06,531192,3125,2953,3125,2953,100.0
2021-05-06,531196,5305,8382,5305,8381,100.0
2021-05-06,531198,930,4947,930,4947,100.0
2021-05-06,531199,25,1200,25,1200,100.0
2021-05-06,531201,1124,234073,1126,239337,99.82
2021-05-06,531203,100,4600,100,4600,100.0
2021-05-06,531205,2100,17190,2100,17190,100.0
2021-05-06,531209,7705,4186512,22779,12434231,33.82
2021-05-06,531210,1565,23257,1565,23257,100.0
2021-05-06,531212,30,635,30,634,100.0
2021-05-06,531213,43071,6430501,139765,20804221,30.82
2021-05-06,531215,18875,830500,19242,846970,98.09
2021-05-06,531216,2108,21713,2567,26535,82.12
2021-05-06,531223,272,6596,272,6602,100.0
2021-05-06,531225,18939,399613,23431,494313,80.83
2021-05-06,531228,150,1451,150,1450,100.0
2021-05-06,531233,6072,24774,7633,31471,79.55
2021-05-06,531234,1741,178453,2331,240154,74.69
2021-05-06,531241,2443,375245,5062,766491,48.26
2021-05-06,531246,1235,23896,1235,23896,100.0
2021-05-06,531253,1355,126083,1436,134143,94.36
2021-05-06,531254,395,8098,395,8087,100.0
2021-05-06,531255,964,16437,976,17102,98.77
2021-05-06,531257,2381,15104,2381,15104,100.0
2021-05-06,531260,26,1471,26,1470,100.0
