DATE,SCRIP CODE,DELIVERY QTY,DELIVERY VAL,DAY'S VOLUME,DAY'S TURNOVER,DELV. PER.
2021-05-06,507580,469,53724,628,73573,74.68
2021-05-06,507598,1489,75195,1753,87938,84.94
2021-05-06,507621,584,196808,862,287969,67.75
2021-05-06,507645,11,103686,16,151141,68.75
2021-05-06,507685,345238,176917214,1321878,669260116,26.12
2021-05-06,507690,395,27018,552,37507,71.56
2021-05-06,507717,7114,5728905,10233,8187471,69.52
2021-05-06,507747,586,346209,953,572877,61.49
2021-05-06,507753,171765,6217893,215377,7790064,79.75
2021-05-06,507759,4625,90419,4625,91857,100.0
2021-05-06,507779,5936,962820,9750,1584830,60.88
2021-05-06,507785,42149,3388780,85799,6629304,49.13
2021-05-06,507789,7612,733797,12542,1222177,60.69
2021-05-06,507794,66314,1717533,88374,2297837,75.04
2021-05-06,507815,778,4330193,2072,11626574,37.55
2021-05-06,507817,280,17080,410,25178,68.29
2021-05-06,507828,1000,4890,1000,4886,100.0
2021-05-06,507836,192,65280,486,166865,39.51
2021-05-06,507852,1,5,1,4,100.0
2021-05-06,507864,247,7188,347,9956,71.18
2021-05-06,507872,9770,158600,9770,158600,100.0
2021-05-06,507878,536202,801804,536202,801804,100.0
2021-05-06,507880,2500,836875,6104,2047615,40.96
2021-05-06,507910,240395,9555702,377665,15080963,63.65
2021-05-06,507912,2845,213660,3189,237984,89.21
2021-05-06,507944,10390,6144127,14838,8819719,70.02
2021-05-06,507960,408,43106,786,83568,51.91
2021-05-06,507981,265,6016,374,8482,70.86
2021-05-06,507998,2758,80672,3846,111496,71.71
2021-05-06,508136,39296,8051751,86073,17669687,45.65
2021-05-06,508306,103,4012,105,3994,98.1
2021-05-06,508486,1115,6043746,1500,8143665,74.33
2021-05-06,508494,4105,217565,4711,252189,87.14
2021-05-06,508664,1,21,1,20,100.0
2021-05-06,508807,487,181238,577,216751,84.4
2021-05-06,508814,12377,9240050,23103,17530684,53.57
2021-05-06,508869,14163,47370278,56794,190099210,24.94
2021-05-06,508875,51,3315,52,3331,98.08
2021-05-06,508905,290,9179,470,15899,61.7
2021-05-06,508906,15817,5632434,27552,9969664,57.41
2021-05-06,508918,4441,125903,4441,125902,100.0
2021-05-06,508922,8358,90748,8358,90748,100.0
2021-05-06,508933,811,41686,899,46751,90.21
2021-05-06,508941,1066,485883,1113,507437,95.78
2021-05-06,508954,1439,61518,2432,102669,59.17
2021-05-06,508956,7004,14568,7004,14568,100.0
2021-05-06,508969,14134,20777,19241,28201,73.46
2021-05-06,508989,6433,480546,9032,679102,71.22
2021-05-06,508996,1507,1508,1507,1508,100.0
2021-05-06,509009,3358,201480,4502,263928,74.59
2021-05-06,509015,133,834,133,833,100.0
2021-05-06,509020,17534,98289,17534,98289,100.0
2021-05-06,509026,76,3914,76,3914,100.0
2021-05-06,509048,1388,7940,2331,13482,59.55
2021-05-06,509051,1652637,665618,1652637,665618,100.0
2021-05-06,509053,5046,27299,5146,27704,98.06
2021-05-06,509055,12313,7707938,29573,18505012,41.64
2021-05-06,509069,8575,32157,11689,44001,73.36
2021-05-06,509073,3773,61506,3773,61506,100.0
2021-05-06,509077,6237,150000,7838,188853,79.57
2021-05-06,509079,54239,7802281,91330,13113004,59.39
2021-05-06,509152,530,502387,997,929109,53.16
2021-05-06,509162,12537,1186628,14541,1379383,86.22
2021-05-06,509196,3250,206375,3350,212340,97.01
2021-05-06,509220,11087,420752,12356,471006,89.73
2021-05-06,509243,219,392448,324,583534,67.59
2021-05-06,509423,4294,81157,4294,80987,100.0
2021-05-06,509438,41,49724,41,49724,100.0
2021-05-06,509449,10,266,10,266,100.0
2021-05-06,509470,2,36983,2,36983,100.0
2021-05-06,509472,181,48662,283,71672,63.96
2021-05-06,509480,5029,3612331,18013,12869676,27.92
2021-05-06,509486,57157,6221540,92080,9726831,62.07
2021-05-06,509488,29846,22023364,110455,81881302,27.02
2021-05-06,509496,12393,880523,19558,1399922,63.37
2021-05-06,509525,1794,1118649,2354,1468272,76.21
2021-05-06,509546,1445,20216,1873,26208,77.15
2021-05-06,509557,763,2040644,1165,3083449,65.49
2021-05-06,509563,92,404,92,395,100.0
2021-05-06,509567,1293,412209,3005,947069,43.03
2021-05-06,509597,64,13309,69,13458,92.75
2021-05-06,509631,1562,3441243,8188,18141105,19.08
2021-05-06,509635,294,83217,327,92654,89.91
2021-05-06,509675,299,1041059,480,1663971,62.29
2021-05-06,509692,100,13050,100,13050,100.0
2021-05-06,509709,7814,344207,7838,346474,99.69
2021-05-06,509715,36302,3161905,67175,5915293,54.04
2021-05-06,509820,1013,289972,2032,578681,49.85
2021-05-06,509835,655,11692,655,11808,100.0
2021-05-06,509874,6197,536661,8255,719019,75.07
2021-05-06,509895,600,176760,789,226799,76.05
2021-05-06,509930,17257,37598689,27155,59375082,63.55
2021-05-06,509945,308,58892,308,58892,100.0
2021-05-06,509966,905,2856226,1194,3793248,75.8
2021-05-06,510245,71885,508946,99410,709268,72.31
2021-05-06,511012,40571,14589,40571,14589,100.0
2021-05-06,511016,2200,153335,2200,153335,100.0
2021-05-06,511034,6911,659655,13396,1306089,51.59
2021-05-06,511066,2137,30880,3414,49258,62.6
2021-05-06,511072,99659,1494885,170112,2547373,58.58
2021-05-06,511076,6675,133500,9825,189714,67.94
2021-05-06,511108,1283,196299,1360,214783,94.34
2021-05-06,511110,2640,10138,2640,10137,100.0
2021-05-06,511116,1336994,387729,1485300,415792,90.02
2021-05-06,511131,300,1485,503,2357,59.64
2021-05-06,511144,547,2178,547,2172,100.0
2021-05-06,511147,1351,23035,1397,23253,96.71
2021-05-06,511153,15,3030,15,3030,100.0
2021-05-06,511176,55,1565,55,1564,100.0
2021-05-06,511196,4125,2163357,10811,5695949,38.16
2021-05-06,511208,12961,62473,20029,96988,64.71
2021-05-06,511218,5737,7523502,68507,88926654,8.37
2021-05-06,511243,70435,40873431,196985,112874049,35.76
2021-05-06,511333,13901,1288623,23017,2141859,60.39
2021-05-06,511355,3555,21473,3555,21262,100.0
2021-05-06,511359,903,15216,903,15671,100.0
2021-05-06,511377,1600,9080,1600,9080,100.0
2021-05-06,511389,148394,573914,148394,573914,100.0
2021-05-06,511391,40,464,40,464,100.0
2021-05-06,511411,53,3292,53,3291,100.0
2021-05-06,511413,1684,133794,2705,225709,62.26
2021-05-06,511431,168249,8656412,371106,18825216,45.34
2021-05-06,511441,79,402,79,402,100.0
2021-05-06,511451,56,301,56,300,100.0
2021-05-06,511463,15271,259607,19554,330181,78.1
2021-05-06,511473,2558,34482,3380,45696,75.68
2021-05-06,511501,1288,25567,2708,52604,47.56
2021-05-06,511505,2247,180884,3190,262332,70.44
2021-05-06,511509,48113,3206732,68603,4766336,70.13
2021-05-06,511523,6076,62401,7376,73445,82.38
2021-05-06,511525,14239,4472,14239,4472,100.0
2021-05-06,511533,65,2340,111,3943,58.56
2021-05-06,511543,227,2901,227,2901,100.0
2021-05-06,511549,6211,272663,9173,409672,67.71
2021-05-06,511551,5899,363674,6393,389438,92.27
2021-05-06,511557,879,27249,1191,36115,73.8
2021-05-06,511559,11964,586236,17621,885365,67.9
2021-05-06,511571,1591,29275,1591,29435,100.0
2021-05-06,511589,1991,36137,2227,40085,89.4
2021-05-06,511597,6850,16440,6850,16440,100.0
2021-05-06,511601,1500,20655,1501,19268,99.93
2021-05-06,511605,23154,1836113,35329,2712687,65.54
2021-05-06,511609,865,10173,865,10167,100.0
2021-05-06,511611,2217,4102,2217,4101,100.0
2021-05-06,511618,120,62,120,62,100.0
2021-05-06,511628,425,19147,440,20705,96.59
2021-05-06,511630,6545,14661,6545,14660,100.0
2021-05-06,511654,52,370,52,369,100.0
2021-05-06,511658,1140,69312,3470,209054,32.85
2021-05-06,511672,4199,118630,4199,118630,100.0
2021-05-06,511676,3902,441122,7880,892391,49.52
2021-05-06,511696,51,3188,51,3188,100.0
2021-05-06,511710,6326,9616,10326,15181,61.26
2021-05-06,511714,4483,130922,4483,130922,100.0
2021-05-06,511716,6430,24177,6635,24161,96.91
2021-05-06,511724,51,1380,51,1381,100.0
2021-05-06,511726,3285,84096,4285,109718,76.66
2021-05-06,511736,225560,157457,225560,157457,100.0
2021-05-06,511742,4852,499271,7497,761458,64.72
2021-05-06,511754,13550,731700,13550,725650,100.0
2021-05-06,511756,170,666,170,666,100.0
2021-05-06,511764,15,210,31,432,48.39
2021-05-06,511766,680,250070,925,339348,73.51
2021-05-06,511768,6815,279075,6941,279465,98.18
2021-05-06,512018,2607,4146,2607,4137,100.0
2021-05-06,512020,12,22718,12,22718,100.0
2021-05-06,512047,1388,1166,1388,1164,100.0
2021-05-06,512064,343,31371,343,31371,100.0
2021-05-06,512068,189699,4571746,237451,5670359,79.89
2021-05-06,512070,21145,13387957,161139,102073372,13.12
2021-05-06,512093,19345,28438,19345,28437,100.0
2021-05-06,512131,9280,298352,13496,427187,68.76
2021-05-06,512161,5148,420077,6128,506516,84.01
2021-05-06,512165,975,97354,977,98188,99.8
2021-05-06,512169,27,214,27,214,100.0
2021-05-06,512175,3461,24677,4958,34998,69.81
2021-05-06,512179,34794,8735034,63164,16009169,55.09
2021-05-06,512197,1001,3023,1001,3023,100.0
2021-05-06,512217,11190,108991,11190,108990,100.0
2021-05-06,512229,3079,202634,3079,202634,100.0
2021-05-06,512237,13036,1132829,42209,3688292,30.88
2021-05-06,512247,47921,187851,59703,233158,80.27
2021-05-06,512257,16323,47174,19115,55741,85.39
2021-05-06,512267,86483,425497,101362,481051,85.32
2021-05-06,512296,7285,352594,11515,566699,63.27
2021-05-06,512301,205,259,205,258,100.0
2021-05-06,512329,16,2000,16,2000,100.0
2021-05-06,512344,54,93,54,97,100.0
2021-05-06,512359,10,80,10,80,100.0
2021-05-06,512379,113375,38543,113375,38543,100.0
2021-05-06,512381,5909,430471,18318,1334856,32.26
2021-05-06,512393,800,39200,1286,65217,62.21
2021-05-06,512399,5,213,5,213,100.0
2021-05-06,512425,28,7635,55,15383,50.91
2021-05-06,512437,3061,846367,3200,864670,95.66
2021-05-06,512453,1038,545729,1369,719817,75.82
2021-05-06,512455,109793,1921378,109793,1921377,100.0
2021-05-06,512463,41868,189663,42068,190568,99.52
2021-05-06,512477,386,18490,476,22613,81.09
2021-05-06,512493,6576,211440,6576,211440,100.0
2021-05-06,512499,30247,14822,30247,14821,100.0
2021-05-06,512519,16931,535020,29455,915047,57.48
2021-05-06,512527,11,6600,11,6600,100.0
2021-05-06,512529,6252,1816206,19985,5822622,31.28
2021-05-06,512531,2711,220269,4277,350381,63.39
2021-05-06,512573,4980,2395131,11333,5440452,43.94
2021-05-06,512587,394,10579,762,20494,51.71
2021-05-06,512589,371,4378,371,4317,100.0
2021-05-06,512597,32,1853,51,2994,62.74
2021-05-06,512599,89146,114757646,401805,516305555,22.19
2021-05-06,512604,575,696,575,695,100.0
2021-05-06,512608,43869,102215,56605,131739,77.5
2021-05-06,512618,100,395,100,395,100.0
2021-05-06,512624,1368,2695,1368,2785,100.0
2021-05-06,512626,2005,117393,3381,195116,59.3
2021-05-06,512634,65200,2803600,65228,2805255,99.96
2021-05-06,513005,6,95,6,95,100.0
2021-05-06,513010,24824,24573278,47608,48178261,52.14
2021-05-06,513023,32487,2709416,60055,4993287,54.1
2021-05-06,513043,588,11643,589,11453,99.83
2021-05-06,513059,882,3969,1007,4570,87.59
2021-05-06,513063,841,6654,841,6654,100.0
2021-05-06,513097,12250,1089638,14572,1293232,84.07
2021-05-06,513108,950,282245,1421,421072,66.85
2021-05-06,513121,16269,377441,19875,461231,81.86
2021-05-06,513149,223,31722,338,47839,65.98
2021-05-06,513173,1100,4411,1100,4601,100.0
2021-05-06,513179,1241,5889,1241,5889,100.0
2021-05-06,513216,235782,2072524,331099,2859769,71.21
2021-05-06,513228,86741,1682776,123273,2383423,70.36
2021-05-06,513250,19275,91340,19275,91340,100.0
2021-05-06,513262,5919,4689328,8600,6863081,68.83
2021-05-06,513269,153828,14982848,232196,22451965,66.25
2021-05-06,513303,12,41,12,40,100.0
2021-05-06,513305,46393,70518,46393,70517,100.0
2021-05-06,513309,2700,45470,2700,45470,100.0
2021-05-06,513335,3026,15353,3026,15353,100.0
2021-05-06,513343,100,192,100,192,100.0
2021-05-06,513349,13340,1514090,62551,7048259,21.33
2021-05-06,513353,6907,817444,7443,894088,92.8
2021-05-06,513361,639074,581558,849941,787247,75.19
2021-05-06,513369,201,8523,232,9524,86.64
2021-05-06,513375,18009,9957177,40096,22169123,44.91
2021-05-06,513377,126861,5404279,1198804,51494097,10.58
2021-05-06,513397,500,5190,500,5190,100.0
2021-05-06,513401,1434,26601,1435,26590,99.93
2021-05-06,513414,5265,1211,5265,1211,100.0
2021-05-06,513434,37390,43471484,74869,88233031,49.94
2021-05-06,513446,89156,4965990,89156,4965989,100.0
2021-05-06,513452,191,594,191,594,100.0
2021-05-06,513456,4317,52105,4317,52105,100.0
2021-05-06,513472,6884,99887,8486,125814,81.12
2021-05-06,513488,6098,132327,7195,160414,84.75
2021-05-06,513502,25488,19116,25754,19315,98.97
2021-05-06,513509,20,3791,20,3791,100.0
2021-05-06,513511,1322,70331,1524,79776,86.75
2021-05-06,513513,1,7,1,6,100.0
2021-05-06,513515,1060,2958,1060,2958,100.0
2021-05-06,513517,1946,262808,3690,494362,52.74
2021-05-06,513519,19587,1286866,105904,6971037,18.5
2021-05-06,513532,5545,221800,7605,303678,72.91
2021-05-06,513536,3268,42484,5317,69693,61.46
2021-05-06,513540,100,1150,100,1150,100.0
2021-05-06,513548,2868,170726,2868,170726,100.0
2021-05-06,513554,3484,312167,4496,401377,77.49
2021-05-06,513558,610,4130,612,4326,99.67
2021-05-06,513566,1691,23099,1691,23099,100.0
2021-05-06,513599,321217,50238339,798504,125347089,40.23
2021-05-06,513605,9005,1717254,18805,3597396,47.89
2021-05-06,513642,400,5260,400,5260,100.0
2021-05-06,513683,57280,2832496,121979,5974397,46.96
2021-05-06,513687,225,719,225,719,100.0
2021-05-06,513691,36225,88752,44732,108867,80.98
2021-05-06,513693,102969,5122708,108183,5374217,95.18
2021-05-06,513709,4304,431692,4905,498834,87.75
2021-05-06,513713,133020,593270,239295,1023544,55.59
2021-05-06,513729,3831,162818,5178,219071,73.99
2021-05-06,514010,4501,6752,4501,6751,100.0
2021-05-06,514030,29487,3264211,45559,4954859,64.72
2021-05-06,514034,42742,700263,42742,700263,100.0
2021-05-06,514036,196,94100,196,94607,100.0
2021-05-06,514043,2485,382069,5265,819642,47.2
2021-05-06,514045,44006,2011075,79694,3562139,55.22
2021-05-06,514087,129,6902,129,6682,100.0
2021-05-06,514138,1372,185220,1719,231030,79.81
2021-05-06,514140,1360,10241,1360,10205,100.0
2021-05-06,514142,1976,97022,2673,128059,73.92
2021-05-06,514162,79175,6670494,168386,14194146,47.02
2021-05-06,514165,120362,1472028,156669,1928586,76.83
2021-05-06,514167,1558,893046,2082,1181732,74.83
2021-05-06,514175,2472,44620,3543,64309,69.77
2021-05-06,514183,28416,5036736,47316,8396452,60.06
2021-05-06,514211,7177,30453,7177,30453,100.0
2021-05-06,514215,4587,497919,5832,613760,78.65
2021-05-06,514223,1,1,1,1,100.0
2021-05-06,514234,2231,194877,2231,194877,100.0
2021-05-06,514248,500,8450,500,8450,100.0
2021-05-06,514264,2,13,2,12,100.0
2021-05-06,514266,2037,74860,2223,81509,91.63
2021-05-06,514274,1819,37560,1819,37560,100.0
2021-05-06,514286,25405,424264,30605,511023,83.01
2021-05-06,514300,7041,329167,27821,1282506,25.31
2021-05-06,514302,475,23679,490,24177,96.94
2021-05-06,514312,2764,12465,2764,12465,100.0
2021-05-06,514316,100,20500,100,20494,100.0
2021-05-06,514322,7915,216080,9195,251081,86.08
2021-05-06,514326,955,4546,960,4618,99.48
2021-05-06,514330,750,4208,750,4130,100.0
2021-05-06,514332,199,2786,199,2786,100.0
2021-05-06,514354,380,14269,431,16788,88.17
2021-05-06,514360,524,7347,524,7232,100.0
2021-05-06,514386,2519,3527,2519,3526,100.0
2021-05-06,514394,6460,174743,9212,240611,70.13
2021-05-06,514400,135,1371,135,1370,100.0
2021-05-06,514418,24639,15570617,31690,19874812,77.75
2021-05-06,514428,201,22231,423,46931,47.52
2021-05-06,514442,157,1952,157,1951,100.0
2021-05-06,514448,5634,3730835,9113,5921260,61.82
2021-05-06,514450,2057,83720,2463,98613,83.52
2021-05-06,514460,50,251,50,251,100.0
2021-05-06,514470,4540,138243,4590,137110,98.91
2021-05-06,515008,3718,156716,3718,156716,100.0
2021-05-06,515030,3785,1141935,5716,1724958,66.22
2021-05-06,515037,2478,49313,2633,52742,94.11
2021-05-06,515043,166622,11371952,230353,15690397,72.33
2021-05-06,515055,27437,1465136,44644,2412981,61.46
2021-05-06,515059,1789,22309,1797,20965,99.55
2021-05-06,515085,1894,3826,1994,4007,94.98
2021-05-06,515093,1556,77800,1604,80060,97.01
2021-05-06,515127,8,16,8,15,100.0
2021-05-06,515145,22246,780835,24114,835220,92.25
2021-05-06,515147,175825,7444768,175825,7444768,100.0
2021-05-06,516003,17201,845430,19132,937781,89.91
2021-05-06,516007,350,3570,350,3572,100.0
2021-05-06,516016,5463,506694,9042,846365,60.42
2021-05-06,516020,2,4,2,3,100.0
2021-05-06,516022,1509,188173,3424,427357,44.07
2021-05-06,516030,64465,5921111,83594,7985708,77.12
2021-05-06,516062,11,52,11,52,100.0
2021-05-06,516064,7926,612284,8132,632468,97.47
2021-05-06,516072,410,133435,761,246108,53.88
2021-05-06,516078,658,5559,658,5559,100.0
2021-05-06,516082,2612,558185,3432,741917,76.11
2021-05-06,516086,1300,1765,1300,1765,100.0
2021-05-06,516092,23958,295163,27310,331108,87.73
2021-05-06,516096,242,17932,242,17932,100.0
2021-05-06,516098,1400,7014,1400,7014,100.0
2021-05-06,516106,915,1684,915,1683,100.0
2021-05-06,516108,8519,699836,9275,772327,91.85
2021-05-06,516110,1159,20109,1171,20342,98.98
2021-05-06,517015,1532,1317903,1997,1723989,76.72
2021-05-06,517035,525,27930,810,42180,64.81
2021-05-06,517041,2600,1067820,5318,2228305,48.89
2021-05-06,517059,12054,1453110,15698,1888926,76.79
2021-05-06,517063,225,8562,225,8561,100.0
2021-05-06,517096,451,7758,687,11793,65.65
2021-05-06,517119,2421,12348,2586,13756,93.62
2021-05-06,517146,239347,12374240,475942,24435672,50.29
2021-05-06,517166,106847,1373158,106847,1373158,100.0
2021-05-06,517168,1138,343221,1705,514709,66.74
2021-05-06,517170,100,1710,100,1710,100.0
2021-05-06,517174,94,3974983,206,8677576,45.63
2021-05-06,517201,1,46,1,45,100.0
2021-05-06,517206,131,200208,202,308877,64.85
2021-05-06,517214,31835,1005986,37088,1165971,85.84
2021-05-06,517230,1415,9409,1415,9409,100.0
2021-05-06,517236,900,19610,900,19610,100.0
2021-05-06,517238,2319,151659,2319,151659,100.0
2021-05-06,517246,2028,27540,2028,27540,100.0
2021-05-06,517258,10,325,10,325,100.0
2021-05-06,517264,1063,28894,1063,28894,100.0
2021-05-06,517271,26336,898058,44330,1527777,59.41
2021-05-06,517273,176,3696,176,3617,100.0
2021-05-06,517288,209,1422,209,1421,100.0
2021-05-06,517300,3803,288458,6725,509904,56.55
2021-05-06,517330,4395,184810,5117,216849,85.89
2021-05-06,517334,275444,61203657,1236363,273562170,22.28
2021-05-06,517344,7750,397963,8020,416657,96.63
2021-05-06,517354,13260,13346853,28914,28918583,45.86
2021-05-06,517356,17941,5203,17941,5237,100.0
2021-05-06,517370,1,22,1,22,100.0
2021-05-06,517372,337,33700,337,33601,100.0
2021-05-06,517380,52726,23523705,126270,52002432,41.76
2021-05-06,517385,6009,6590371,19471,21645416,30.86
2021-05-06,517393,1600,896,1600,881,100.0
2021-05-06,517397,224,1901,224,1901,100.0
2021-05-06,517415,7265,17634,7265,17634,100.0
2021-05-06,517417,4433,642342,5578,805236,79.47
2021-05-06,517421,2326,1427583,4713,2924492,49.35
2021-05-06,517429,2161,76775,2161,76775,100.0
2021-05-06,517437,1,148,1,148,100.0
2021-05-06,517447,8489,243210,11459,325287,74.08
2021-05-06,517449,5215,808325,5493,851422,94.94
2021-05-06,517477,433,54277,590,75026,73.39
2021-05-06,517494,1048,14044,1048,14021,100.0
2021-05-06,517498,10968,453527,15070,627643,72.78
2021-05-06,517500,28360,5894626,33605,7101924,84.39
2021-05-06,517506,59,438480,143,1064249,41.26
2021-05-06,517514,601,9196,601,9228,100.0
2021-05-06,517522,1477,1583197,1704,1817968,86.68
2021-05-06,517530,2454,10283,2454,10182,100.0
2021-05-06,517536,8587,1068223,16009,1974597,53.64
2021-05-06,517544,77,30188,111,44214,69.37
2021-05-06,517546,1488,18288,1839,22433,80.91
2021-05-06,517554,6540,45780,9868,71110,66.27
2021-05-06,517562,38271,3126741,57422,4726087,66.65
2021-05-06,517569,3090,1614989,4681,2458578,66.01
2021-05-06,517571,542,7995,648,9621,83.64
2021-05-06,518011,598,71431,598,71431,100.0
2021-05-06,518029,22604,808093,28995,1038910,77.96
2021-05-06,518075,2778,99397,2778,99397,100.0
2021-05-06,518091,826,176351,1072,228881,77.05
2021-05-06,519003,4110,330855,4863,397065,84.52
2021-05-06,519091,128,1922061,177,2694826,72.32
2021-05-06,519097,4930,191531,6663,258596,73.99
2021-05-06,519105,27189,1431501,47910,2528597,56.75
2021-05-06,519126,3873,8313589,5345,11834072,72.46
2021-05-06,519136,11621,624048,15352,839955,75.7
2021-05-06,519156,1573,1610910,2127,2182995,73.95
2021-05-06,519174,6244,29929,6244,29929,100.0
2021-05-06,519183,2322,2091310,3700,3348240,62.76
2021-05-06,519191,3164,83214,18225,480030,17.36
2021-05-06,519216,21859,1918128,32033,2834255,68.24
2021-05-06,519224,3772,66953,4977,88654,75.79
2021-05-06,519230,250,828,250,827,100.0
2021-05-06,519234,684,14254,684,14254,100.0
2021-05-06,519242,550,11330,550,11330,100.0
2021-05-06,519260,768013,453253,768013,453253,100.0
2021-05-06,519262,2704,57251,2704,57251,100.0
2021-05-06,519285,302,1235,302,1235,100.0
2021-05-06,519287,27423,227063,32751,273928,83.73
2021-05-06,519295,3202,688591,3868,836514,82.78
2021-05-06,519299,9709,71475,9709,71475,100.0
2021-05-06,519307,248243,1375267,340637,1887455,72.88
2021-05-06,519319,31,187,31,187,100.0
2021-05-06,519359,860,31347,1267,46731,67.88
2021-05-06,519367,257,42662,312,51979,82.37
2021-05-06,519383,100366,1243535,193039,2396289,51.99
2021-05-06,519397,2725,77962,2725,77962,100.0
2021-05-06,519415,100,2000,100,2000,100.0
2021-05-06,519421,562,1181791,562,1181791,100.0
2021-05-06,519455,300,7800,301,8021,99.67
2021-05-06,519457,3042,69966,3449,80399,88.2
2021-05-06,519475,7839,1052386,9104,1183811,86.1
2021-05-06,519477,742,26026,742,26026,100.0
2021-05-06,519483,646,7957,646,7957,100.0
2021-05-06,519494,2000,42900,2000,42900,100.0
2021-05-06,519500,870,5324,870,5324,100.0
2021-05-06,519532,4907,77531,8256,129918,59.44
2021-05-06,519552,5159,1870912,11154,4025731,46.25
2021-05-06,519566,15749,1470957,19508,1792038,80.73
2021-05-06,519588,6809,2338211,11999,4135992,56.75
2021-05-06,519600,14762,4602054,42398,13264129,34.82
2021-05-06,519602,14166,913707,20825,1350427,68.02
2021-05-06,519612,1562,26554,1915,32235,81.57
2021-05-06,520008,27382,1117186,48193,1974602,56.82
2021-05-06,520021,5612,232057,6876,281287,81.62
2021-05-06,520043,5412,764987,9473,1343227,57.13
2021-05-06,520051,24765,1755839,100348,7113381,24.68
2021-05-06,520056,88,274402,142,439630,61.97
2021-05-06,520057,14008,1152859,19198,1583237,72.97
2021-05-06,520059,52608,3069677,123525,7374857,42.59
2021-05-06,520066,4041,1184418,7118,2130830,56.77
2021-05-06,520073,5419,1344725,8623,2132063,62.84
2021-05-06,520075,2974,459930,3627,562458,82.0
2021-05-06,520086,16925,193961,23797,273804,71.12
2021-05-06,520111,315,607226,420,812135,75.0
2021-05-06,520113,1443,1492784,1523,1586350,94.75
2021-05-06,520119,3387,111771,4692,156413,72.19
2021-05-06,520121,2600,15520,2600,15520,100.0
2021-05-06,520123,196,12721,446,29616,43.95
2021-05-06,520127,4941,42147,6126,52698,80.66
2021-05-06,520131,100,1420,100,1420,100.0
2021-05-06,520151,66919,7120182,154300,16771718,43.37
2021-05-06,520155,2921,41625,4825,66240,60.54
2021-05-06,521016,8051,1122310,45564,6400952,17.67
2021-05-06,521018,15217,561508,18017,670927,84.46
2021-05-06,521034,10072,52073,10222,53024,98.53
2021-05-06,521036,500,445,500,445,100.0
2021-05-06,521062,851,1650,851,1650,100.0
2021-05-06,521064,1257901,17459666,2036993,28355437,61.75
2021-05-06,521070,345960,6538644,750692,14229236,46.09
2021-05-06,521080,4042,6304,4042,6304,100.0
2021-05-06,521082,1083,824,1083,824,100.0
2021-05-06,521097,22948,2797362,26009,3149527,88.23
2021-05-06,521105,183,6204,259,8562,70.66
2021-05-06,521109,4765,87200,5243,95393,90.88
2021-05-06,521113,301,4184,311,4313,96.78
2021-05-06,521141,1915,13059,1915,13059,100.0
2021-05-06,521151,1,20,1,19,100.0
2021-05-06,521163,1206,109927,9835,904283,12.26
2021-05-06,521180,57200,378664,112483,742769,50.85
2021-05-06,521188,66,277,66,277,100.0
2021-05-06,521194,3250,774800,8543,2103718,38.04
2021-05-06,521200,7263,242948,7914,267440,91.77
2021-05-06,521206,1547,1780,1547,1779,100.0
2021-05-06,521216,1867,51436,1875,51363,99.57
2021-05-06,521220,2422,65031,2996,77777,80.84
2021-05-06,521226,400,1832,400,1832,100.0
2021-05-06,521228,2320,1416,2320,1415,100.0
2021-05-06,521232,100,1169,100,1169,100.0
2021-05-06,521234,205,2694,205,2693,100.0
2021-05-06,521240,1970,179960,1970,179959,100.0
2021-05-06,521244,100,999,100,999,100.0
2021-05-06,521248,14201,1383888,23712,2319780,59.89
2021-05-06,522004,7351,125703,7971,136620,92.22
2021-05-06,522005,26,1118,35,1501,74.29
2021-05-06,522014,770,217140,1019,289845,75.56
2021-05-06,522017,435,38193,757,64577,57.46
2021-05-06,522027,521,6151,521,6151,100.0
2021-05-06,522029,902,26655,1174,34975,76.83
2021-05-06,522034,13469,2068165,42192,6499596,31.92
2021-05-06,522036,20,137,20,136,100.0
2021-05-06,522064,386,381311,460,454945,83.91
2021-05-06,522073,1780,325740,5348,984531,33.28
2021-05-06,522074,2266,488437,6002,1304979,37.75
2021-05-06,522091,650,12740,650,12670,100.0
2021-05-06,522101,6549,161761,6999,173991,93.57
2021-05-06,522105,43902,511020,52369,601419,83.83
2021-05-06,522108,17481,8082341,21475,9986973,81.4
2021-05-06,522113,862,1203783,1265,1760666,68.14
2021-05-06,522122,175,187740,195,209484,89.74
2021-05-06,522134,39059,1835773,39988,1861086,97.68
2021-05-06,522152,2245,55452,2577,63720,87.12
2021-05-06,522163,20380,13674,20380,13674,100.0
2021-05-06,522165,4056,51471,8921,114878,45.47
2021-05-06,522183,2231,226224,3275,334352,68.12
2021-05-06,522195,2713,679743,4114,1020918,65.95
2021-05-06,522205,51809,12897851,582263,144856354,8.9
2021-05-06,522207,208,11752,213,12058,97.65
2021-05-06,522209,113479,349516,113562,349419,99.93
2021-05-06,522215,2192,6142642,2343,6614861,93.56
2021-05-06,522217,1235,259783,1371,289281,90.08
2021-05-06,522229,4921,155996,8781,277304,56.04
2021-05-06,522231,399,10055,399,10097,100.0
2021-05-06,522241,30,14123,52,24612,57.69
2021-05-06,522249,8526,3937734,19674,9242499,43.34
2021-05-06,522251,1494,89640,1653,99651,90.38
2021-05-06,522257,106478,2507557,159741,3780322,66.66
2021-05-06,522263,26280,2437470,92970,8647653,28.27
2021-05-06,522267,2101,69936,2101,69936,100.0
2021-05-06,522273,9112,133036,9112,133066,100.0
