Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-06,360.0,360.0,360.0,360.0,360.0,4.0,1.0,1440.0,4.0,100.0,0.0,0.0,1620259200.0
2021-05-05,360.0,360.0,360.0,360.0,360.0,6.0,1.0,2160.0,6.0,100.0,0.0,0.0,1620153000.0
2021-04-30,360.0,360.0,360.0,360.0,360.0,30.0,1.0,10800.0,30.0,100.0,0.0,0.0,1619740800.0
2021-04-20,360.0,360.0,359.95,360.0,359.9807692307692,52.0,4.0,18719.0,51.0,98.08,0.05,0.0,1618876800.0
2021-04-19,330.3,354.9,330.3,354.9,333.375,8.0,2.0,2667.0,8.0,100.0,24.6,24.6,1618790400.0
2021-04-16,362.7,362.7,330.3,345.1,354.75,16.0,8.0,5676.0,12.0,75.0,32.4,-17.6,1618531200.0
2021-04-15,354.0,354.0,325.0,345.45,345.45454545454544,33.0,5.0,11400.0,33.0,100.0,29.0,-8.55,1618444800.0
2021-04-09,340.0,356.9,340.0,341.4,343.6929133858268,127.0,7.0,43649.0,127.0,100.0,16.9,1.4,1617926400.0
2021-04-08,340.0,357.55,340.0,357.2,355.24,25.0,5.0,8881.0,14.0,56.0,17.55,17.2,1617840000.0
2021-04-07,354.95,354.95,340.0,342.8,345.0952380952381,63.0,5.0,21741.0,52.0,82.54,14.95,-12.15,1617753600.0
2021-04-06,315.6,338.15,315.6,338.1,325.8423913043478,184.0,60.0,59955.0,134.0,72.83,22.55,22.5,1617667200.0
2021-04-05,355.25,355.25,322.05,322.05,352.1818181818182,11.0,2.0,3874.0,11.0,100.0,33.2,-33.2,1617580800.0
2021-04-01,338.0,369.8,338.0,338.35,345.3463035019455,257.0,10.0,88754.0,257.0,100.0,31.8,0.35,1617235200.0
2021-03-31,355.0,357.7,354.0,355.0,354.44,575.0,9.0,203803.0,575.0,100.0,3.7,0.0,1617148800.0
2021-03-30,360.0,363.3,354.0,354.0,360.01209677419354,248.0,3.0,89283.0,248.0,100.0,9.3,-6.0,1617062400.0
2021-03-26,334.0,360.0,334.0,353.65,339.6122448979592,98.0,7.0,33282.0,70.0,71.43,26.0,19.65,1616716800.0
2021-03-25,357.7,357.7,350.5,350.5,355.38461538461536,169.0,5.0,60060.0,169.0,100.0,7.2,-7.2,1616630400.0
2021-03-24,357.0,357.0,356.0,356.0,356.9864603481625,1551.0,3.0,553686.0,1551.0,100.0,1.0,-1.0,1616544000.0
2021-03-23,357.0,357.0,356.0,356.0,356.95625,1600.0,4.0,571130.0,1600.0,100.0,1.0,-1.0,1616457600.0
2021-03-22,356.6,356.6,356.6,356.6,356.5,2.0,1.0,713.0,2.0,100.0,0.0,0.0,1616371200.0
2021-03-18,338.5,356.5,338.5,356.5,345.12781954887214,133.0,7.0,45902.0,114.0,85.71,18.0,18.0,1616025600.0
2021-03-17,356.6,356.6,356.25,356.25,356.58490566037733,106.0,4.0,37798.0,106.0,100.0,0.35,-0.35,1615939200.0
2021-03-16,375.0,375.0,375.0,375.0,375.0,20.0,2.0,7500.0,20.0,100.0,0.0,0.0,1615852800.0
2021-03-15,358.8,358.8,358.8,358.8,358.7986798679868,303.0,2.0,108716.0,303.0,100.0,0.0,0.0,1615766400.0
2021-03-12,359.9,359.9,359.0,359.9,359.858,1500.0,5.0,539787.0,1500.0,100.0,0.9,0.0,1615507200.0
2021-03-10,335.0,360.6,335.0,360.6,357.0934256055364,867.0,8.0,309600.0,867.0,100.0,25.6,25.6,1615334400.0
2021-03-05,344.95,344.95,344.95,344.95,344.93333333333334,15.0,2.0,5174.0,15.0,100.0,0.0,0.0,1614902400.0
2021-03-04,344.95,344.95,344.95,344.95,344.5,2.0,1.0,689.0,2.0,100.0,0.0,0.0,1614816000.0
2021-03-03,325.95,344.95,325.95,344.95,344.25,28.0,3.0,9639.0,28.0,100.0,19.0,19.0,1614729600.0
2021-02-26,355.0,360.0,326.0,329.45,333.51724137931035,145.0,7.0,48360.0,144.0,99.31,34.0,-25.55,1614297600.0
2021-02-25,330.0,358.0,328.0,343.0,330.34117647058827,170.0,8.0,56158.0,170.0,100.0,30.0,13.0,1614211200.0
2021-02-24,345.0,345.0,345.0,345.0,345.0,1.0,1.0,345.0,1.0,100.0,0.0,0.0,1614124800.0
2021-02-18,345.0,345.0,345.0,345.0,345.0,6.0,2.0,2070.0,6.0,100.0,0.0,0.0,1613606400.0
2021-02-17,331.0,335.0,331.0,335.0,333.85714285714283,14.0,3.0,4674.0,14.0,100.0,4.0,4.0,1613520000.0
2021-02-12,369.85,369.85,346.75,346.75,364.5128205128205,39.0,3.0,14216.0,39.0,100.0,23.1,-23.1,1613088000.0
2021-02-11,365.0,365.0,365.0,365.0,365.0,8.0,1.0,2920.0,8.0,100.0,0.0,0.0,1613001600.0
