Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date,company
2021-04-29,3658.8,3692.95,3554.8,3658.3,3646.277524429968,1535,349,5597036.0,1286.0,83.78,138.15,-0.5,1619654400.0,500266
2021-04-29,1.99,1.99,1.99,1.99,1.9795918367346936,49,2,97.0,49.0,100.0,0.0,0.0,1619654400.0,531496
2021-04-12,31.95,31.95,31.95,31.95,31.875,8,2,255.0,8.0,100.0,0.0,0.0,1618185600.0,531324
2021-04-29,50.75,51.05,49.1,49.75,49.82512462612164,5015,252,249873.0,2606.0,51.96,1.95,-1.0,1619654400.0,503101
2021-04-29,1720.75,1720.75,1606.0,1619.45,1659.4118673647467,573,109,950843.0,443.0,77.31,114.75,-101.3,1619654400.0,500463
2021-04-27,46.0,46.0,46.0,46.0,46.0,2,1,92.0,2.0,100.0,0.0,0.0,1619481600.0,538788
2021-04-30,183.3,187.05,182.05,182.85,184.5371919683602,26296,720,4852590.0,2234.0,8.5,5.0,-0.45,1619740800.0,532940
2021-04-30,60.6,64.85,60.6,63.65,63.23607552258935,14830,462,937791.0,11621.0,78.36,4.25,3.05,1619740800.0,532785
2021-04-06,14.5,14.5,12.35,13.69,12.775462962962962,432,7,5519.0,431.0,99.77,2.15,-0.81,1617667200.0,531127
2021-04-30,36.0,36.0,34.55,35.25,35.44358974358975,2730,43,96761.0,1927.0,70.59,1.45,-0.75,1619740800.0,532797
2021-04-29,57.0,57.0,57.0,57.0,57.0,100,2,5700.0,100.0,100.0,0.0,0.0,1619654400.0,501370
2021-04-30,231.3,231.35,222.0,229.95,228.56716417910448,201,28,45942.0,159.0,79.1,9.35,-1.35,1619740800.0,526117
2021-04-30,388.65,398.7,386.45,391.25,391.3011204481793,714,97,279389.0,609.0,85.29,12.25,2.6,1619740800.0,532804
2021-04-29,5.08,5.08,4.92,4.95,4.994246389891697,8864,12,44269.0,8764.0,98.87,0.16,-0.13,1619654400.0,501242
2021-04-30,49.75,49.75,44.0,44.6,45.32612179487179,2496,41,113134.0,2122.0,85.02,5.75,-5.15,1619740800.0,530897
2021-02-11,6.8,6.8,6.8,6.8,6.8,100,1,680.0,100.0,100.0,0.0,0.0,1613001600.0,530841
2021-04-30,3.34,3.34,3.34,3.34,3.34,8000,5,26720.0,8000.0,100.0,0.0,0.0,1619740800.0,524592
2021-04-30,0.72,0.73,0.67,0.68,0.6844262633775463,121005,44,82819.0,118190.0,97.67,0.06,-0.04,1619740800.0,506146
2021-04-30,5.0,5.25,4.75,5.1,4.969283276450512,3516,20,17472.0,3516.0,100.0,0.5,0.1,1619740800.0,531499
2021-04-30,6.91,6.91,6.6,6.73,6.730244259989302,50479,126,339736.0,42911.0,85.01,0.31,-0.18,1619740800.0,524687
2021-04-30,4.3,4.3,4.3,4.3,4.3,70,2,301.0,70.0,100.0,0.0,0.0,1619740800.0,531552
2021-04-30,416.1,421.75,407.6,417.95,416.1630688448074,3428,92,1426607.0,2474.0,72.17,14.15,1.85,1619740800.0,526586
2021-04-30,12.15,12.15,12.11,12.11,12.123333333333331,300,2,3637.0,300.0,100.0,0.04,-0.04,1619740800.0,526481
2021-04-27,7.5,7.5,7.5,7.5,7.493150684931507,73,3,547.0,73.0,100.0,0.0,0.0,1619481600.0,524628
2021-04-30,19.15,19.25,18.5,18.75,18.949370643654092,39167,86,742190.0,30646.0,78.24,0.75,-0.4,1619740800.0,532918
2021-04-30,2.13,2.13,2.13,2.13,2.0,1,1,2.0,1.0,100.0,0.0,0.0,1619740800.0,531436
2021-04-30,3.9,3.9,3.8,3.9,3.83641975308642,324,5,1243.0,324.0,100.0,0.1,0.0,1619740800.0,530755
2021-04-29,2940.0,3002.0,2909.7,2938.5,2960.970422164361,34181,3062,101208930.0,9261.0,27.09,92.3,-1.5,1619654400.0,533155
2021-04-30,36.0,37.0,35.05,37.0,36.09530508176543,5687,6,205274.0,5618.0,98.79,1.95,1.0,1619740800.0,538778
2021-04-16,4.14,4.22,4.14,4.22,4.138613861386139,101,3,418.0,101.0,100.0,0.08,0.08,1618531200.0,531387
2021-04-30,9.19,9.38,9.19,9.27,9.299245568373664,568640,1186,5287923.0,289083.0,50.84,0.19,0.08,1619740800.0,532839
2021-04-27,7.0,7.0,7.0,7.0,7.0,50,1,350.0,50.0,100.0,0.0,0.0,1619481600.0,530799
2021-04-29,270.6,277.1,262.4,274.45,270.42780987756225,145380,2202,39314795.0,25430.0,17.49,14.7,3.85,1619654400.0,500038
2021-04-29,2527.5,2527.6,2477.65,2499.75,2497.0266185647424,10256,1261,25609505.0,2462.0,24.01,49.95,-27.75,1619654400.0,500420
2021-04-29,11.3,11.3,11.3,11.3,11.0,2,2,22.0,1.0,50.0,0.0,0.0,1619654400.0,531338
2021-04-29,116.15,122.3,111.55,112.9,115.49408861957664,381383,5742,44047482.0,100973.0,26.48,10.75,-3.25,1619654400.0,500110
2021-04-29,3.42,3.5,3.4,3.42,3.429780556064133,191165,385,655654.0,153299.0,80.19,0.1,0.0,1619654400.0,502742
2021-04-29,16.0,16.0,16.0,16.0,16.0,447,8,7152.0,447.0,100.0,0.0,0.0,1619654400.0,530709
2021-04-29,350.0,357.8,330.55,345.9,346.8669421487604,39930,822,13850397.0,25402.0,63.62,27.25,-4.1,1619654400.0,500120
2021-04-30,2.79,2.79,2.79,2.79,2.7894736842105265,209,5,583.0,209.0,100.0,0.0,0.0,1619740800.0,530525
2021-04-30,27.1,28.0,26.3,28.0,27.017095555155656,5557,49,150134.0,5557.0,100.0,1.7,0.9,1619740800.0,532829
2021-04-29,27.6,28.75,27.5,28.15,28.433138012510977,1212535,1490,34476175.0,548014.0,45.2,1.25,0.55,1619654400.0,501150
2021-04-30,37.8,38.9,37.5,38.65,38.47253379350014,6954,78,267538.0,6073.0,87.33,1.4,0.85,1619740800.0,530431
2021-04-29,5.13,5.46,5.13,5.45,5.33981178396072,4888,24,26101.0,4088.0,83.63,0.33,0.32,1619654400.0,502281
2021-04-30,222.9,226.4,222.5,223.45,223.90032868058225,23427,1023,5245313.0,14786.0,63.12,3.9,0.55,1619740800.0,532953
2021-04-12,4.29,4.5,4.29,4.5,4.48,2100,12,9408.0,2100.0,100.0,0.21,0.21,1618185600.0,531221
2021-04-29,15.1,15.25,14.4,14.75,14.561510353227773,3284,115,47820.0,3100.0,94.4,0.85,-0.35,1619654400.0,500356
2021-04-30,577.0,580.0,550.0,555.65,558.8655172413793,1450,265,810355.0,1079.0,74.41,30.0,-21.35,1619740800.0,531179
2021-04-30,28.25,28.3,28.25,28.3,28.266101694915253,590,6,16677.0,590.0,100.0,0.05,0.05,1619740800.0,530973
2021-04-28,4.0,4.0,4.0,4.0,4.0,10,1,40.0,10.0,100.0,0.0,0.0,1619568000.0,531155
2021-04-30,6.4,6.4,6.28,6.28,6.380165289256198,3630,9,23160.0,3630.0,100.0,0.12,-0.12,1619740800.0,531541
2021-04-30,1911.2,1911.2,1911.2,1911.2,1911.2,170,15,324904.0,170.0,100.0,0.0,0.0,1619740800.0,531069
2008-09-11,6.61,6.61,6.61,6.61,6.61,100,1,661.0,,,0.0,0.0,1221091200.0,501386
2021-04-30,134.4,134.4,126.0,126.0,126.07920792079209,101,2,12734.0,101.0,100.0,8.4,-8.4,1619740800.0,514138
2021-04-29,678.0,680.0,666.2,671.55,671.9925555984194,191822,5616,128902956.0,50501.0,26.33,13.8,-6.45,1619654400.0,500800
2021-04-29,25.65,26.7,25.6,26.6,25.95368261199696,1317,7,34181.0,1117.0,84.81,1.1,0.95,1619654400.0,500360
2021-04-30,4.58,5.13,4.52,4.84,5.070714803891538,68116515,12052,345399421.0,37249698.0,54.69,0.61,0.26,1619740800.0,532939
2021-04-30,33.75,33.75,31.0,31.4,31.76748334919125,8408,86,267101.0,7048.0,83.82,2.75,-2.35,1619740800.0,524640
2021-04-26,75.05,75.05,75.05,75.05,75.0,3,2,225.0,3.0,100.0,0.0,0.0,1619395200.0,526851
2021-04-30,7.81,7.81,7.3,7.3,7.31592689295039,383,6,2802.0,383.0,100.0,0.51,-0.51,1619740800.0,526574
2021-03-24,5.95,5.95,5.95,5.95,5.949989515621724,19076,3,113502.0,19076.0,100.0,0.0,0.0,1616544000.0,514028
2021-04-30,77.9,81.8,77.0,78.2,79.60189820876873,116847,1206,9301243.0,53238.0,45.56,4.8,0.3,1619740800.0,530011
2021-04-30,148.0,151.65,146.0,151.6,146.49383611312544,1379,18,202015.0,1354.0,98.19,5.65,3.6,1619740800.0,531241
2021-04-29,99.4,100.55,97.75,98.55,98.77942382011943,17078,272,1686955.0,9829.0,57.55,2.8,-0.85,1619654400.0,500186
2021-04-29,62.35,72.5,62.35,72.5,63.7027027027027,407,22,25927.0,216.0,53.07,10.15,10.15,1619654400.0,500023
2021-04-29,80.1,80.1,78.55,78.8,78.9947137125024,15701,191,1240296.0,9862.0,62.81,1.55,-1.3,1619654400.0,501314
2021-04-30,25.4,25.4,24.15,24.65,24.62523364485981,4280,144,105396.0,3670.0,85.75,1.25,-0.75,1619740800.0,531556
2021-04-29,410.8,410.8,400.5,401.9,402.6653225806452,7688,303,3095691.0,2789.0,36.28,10.3,-8.9,1619654400.0,500380
2021-04-29,306.15,309.45,301.05,301.25,305.64739884393066,1038,74,317262.0,442.0,42.58,8.4,-4.9,1619654400.0,500250
2021-04-30,3.2,3.2,3.2,3.2,3.2,70,7,224.0,70.0,100.0,0.0,0.0,1619740800.0,506134
2021-04-30,5.0,5.0,4.8,4.8,4.808450704225352,2130,11,10242.0,2080.0,97.65,0.2,-0.2,1619740800.0,531497
2021-04-30,878.0,889.8,867.1,874.75,879.3388210302708,5649,569,4967385.0,1633.0,28.91,22.7,-3.25,1619740800.0,530517
2021-04-23,5.34,5.34,5.34,5.34,5.333333333333333,48,1,256.0,48.0,100.0,0.0,0.0,1619136000.0,531274
2021-04-30,377.0,377.0,356.0,360.15,366.8938130901985,30710,619,11267309.0,22312.0,72.65,21.0,-16.85,1619740800.0,532841
2021-04-30,6.15,6.75,6.15,6.75,6.686567164179104,670,2,4480.0,670.0,100.0,0.6,0.6,1619740800.0,531043
2021-04-29,28.45,28.45,27.3,27.5,27.5612000475236,260923,791,7191351.0,124034.0,47.54,1.15,-0.95,1619654400.0,500183
2021-04-30,109.55,109.55,106.0,106.15,107.41914318795833,2591,163,278323.0,2280.0,88.0,3.55,-3.4,1619740800.0,532867
2021-04-30,3.1,3.1,3.0,3.08,3.099651625746516,60280,28,186847.0,60280.0,100.0,0.1,-0.02,1619740800.0,526576
2021-04-30,2.38,2.49,2.3,2.31,2.3118181818181816,1100,6,2543.0,1100.0,100.0,0.19,-0.07,1619740800.0,530713
2021-04-29,93.55,95.0,91.0,92.8,92.67563271793615,8179,173,757994.0,5283.0,64.59,4.0,-0.75,1619654400.0,503162
2021-04-30,5.5,5.56,5.15,5.56,5.460482330468004,16752,22,91474.0,16752.0,100.0,0.41,0.06,1619740800.0,530543
2021-04-30,47.05,47.9,46.0,46.1,46.49662618083672,9633,346,447902.0,7094.0,73.64,1.9,-0.95,1619740800.0,530343
2021-04-30,7.75,8.05,7.65,7.78,7.841887460309197,38422,100,301301.0,33638.0,87.55,0.4,0.03,1619740800.0,530883
2021-04-30,40.8,40.8,40.8,40.8,40.79995415297624,13087,18,533949.0,13087.0,100.0,0.0,0.0,1619740800.0,530533
2021-04-29,2349.0,2350.0,2235.0,2348.0,2257.126050420168,119,12,268598.0,119.0,100.0,115.0,-1.0,1619654400.0,502958
2021-04-30,37.2,40.7,37.2,39.95,39.80952380952381,294,19,11704.0,294.0,100.0,3.5,2.75,1619740800.0,526965
2021-04-29,11.99,12.09,11.4,12.09,12.04874213836478,1272,10,15326.0,1272.0,100.0,0.69,0.1,1619654400.0,500426
2021-04-30,47.0,47.0,45.05,46.55,46.509231081355246,4929,47,229244.0,4307.0,87.38,1.95,-0.45,1619740800.0,524703
2021-04-30,313.0,318.0,312.0,313.35,315.29306102362204,4064,172,1281351.0,3136.0,77.17,6.0,0.35,1619740800.0,526953
2021-04-29,1.69,1.69,1.69,1.69,1.6884422110552764,597,4,1008.0,597.0,100.0,0.0,0.0,1619654400.0,500236
2021-04-29,284.9,284.9,269.8,276.3,274.90553112566926,33429,1179,9189817.0,7218.0,21.59,15.1,-8.6,1619654400.0,532706
2021-04-30,106.95,106.95,104.0,104.5,105.69031345434354,75641,576,7994521.0,20364.0,26.92,2.95,-2.45,1619740800.0,532947
2021-04-30,6.93,6.93,6.29,6.3,6.330407604041788,23356,58,147853.0,12396.0,53.07,0.64,-0.63,1619740800.0,530047
2021-04-29,900.0,935.0,866.0,881.75,884.7676461678278,3301,625,2920618.0,2082.0,63.07,69.0,-18.25,1619654400.0,500215
2021-04-30,85.0,89.9,83.25,88.75,86.60796305541686,8012,72,693903.0,7802.0,97.38,6.65,3.75,1619740800.0,526492
2021-04-30,11.67,14.0,11.67,13.34,12.819156795181096,193571,724,2481417.0,95275.0,49.22,2.33,1.67,1619740800.0,524711
2021-04-30,428.15,440.2,425.25,427.1,431.9070814387971,22213,591,9593952.0,9451.0,42.55,14.95,-1.05,1619740800.0,530549
2021-02-11,3.04,3.04,3.04,3.04,3.0,8,1,24.0,8.0,100.0,0.0,0.0,1613001600.0,531065
2021-04-29,787.0,791.65,769.0,774.55,782.7229339560126,443674,6978,347273815.0,298428.0,67.26,22.65,-12.45,1619654400.0,500520
2021-04-30,103.0,103.0,100.0,100.3,100.650614154806,5129,18,516237.0,5000.0,97.48,3.0,-2.7,1619740800.0,531234
2021-04-30,69.0,69.8,65.25,66.45,67.11080864232908,34898,726,2342033.0,17215.0,49.33,4.55,-2.55,1619740800.0,532864
2021-04-30,46.5,47.0,45.5,46.25,46.11981258366801,5976,270,275612.0,3354.0,56.12,1.5,-0.25,1619740800.0,526263
2021-04-29,27.5,28.0,26.25,27.9,27.21870850935425,8285,90,225507.0,8285.0,100.0,1.75,0.4,1619654400.0,500191
2021-04-30,4.23,4.23,4.03,4.04,4.04890340643957,10715,6,43384.0,10715.0,100.0,0.2,-0.19,1619740800.0,531370
2021-04-29,1.98,1.98,1.98,1.98,1.9615384615384608,26,2,51.0,26.0,100.0,0.0,0.0,1619654400.0,500540
2021-04-27,9.15,9.15,9.15,9.15,9.0,2,2,18.0,2.0,100.0,0.0,0.0,1619481600.0,526839
2021-04-29,22.7,22.7,20.7,20.8,21.396197795530387,9889,28,211587.0,7386.0,74.69,2.0,-1.9,1619654400.0,500346
2021-04-30,501.0,504.15,491.8,494.0,497.2152554483744,5598,394,2783411.0,2746.0,49.05,12.35,-7.0,1619740800.0,524742
2021-04-30,883.55,912.0,883.55,896.65,895.8561339048786,24495,1143,21943996.0,11846.0,48.36,28.45,13.1,1619740800.0,524816
2021-04-30,2.31,2.31,2.31,2.31,2.0,1,1,2.0,1.0,100.0,0.0,0.0,1619740800.0,531126
2021-04-30,13.1,13.1,13.1,13.1,13.096774193548388,186,3,2436.0,186.0,100.0,0.0,0.0,1619740800.0,526871
2021-04-29,95.1,99.8,95.0,99.8,99.36736773160614,13741,256,1365407.0,5812.0,42.3,4.8,4.7,1619654400.0,500296
2021-04-30,16.35,16.7,15.62,15.79,16.000232666356442,21490,18,343845.0,21490.0,100.0,1.08,-0.56,1619740800.0,526640
2021-04-29,110.9,112.35,103.05,108.8,108.27478630937352,27727,324,3002135.0,27727.0,100.0,9.3,-2.1,1619654400.0,500460
2021-04-30,0.82,0.85,0.82,0.82,0.848125,3200,4,2714.0,3100.0,96.88,0.03,0.0,1619740800.0,532887
2021-04-29,288.0,290.0,280.0,284.9,284.567155575482,31226,1022,8885894.0,15887.0,50.88,10.0,-3.1,1619654400.0,500355
2021-04-30,27.0,32.85,27.0,29.9,29.955882352941178,68,6,2037.0,67.0,98.53,5.85,2.9,1619740800.0,526935
2008-06-19,3.19,3.19,3.19,3.19,3.0,2,2,6.0,1.0,50.0,0.0,0.0,1213833600.0,506161
2021-04-29,65.3,70.0,65.2,69.75,67.92931735500171,2598686,12177,176526966.0,1187130.0,45.68,4.8,4.45,1619654400.0,500055
2021-04-29,48.5,49.15,47.1,47.2,47.90918183817607,3760173,9735,180146812.0,1122226.0,29.84,2.05,-1.3,1619654400.0,500103
2021-04-29,19.45,19.95,18.55,19.95,19.65217391304348,23,5,452.0,17.0,73.91,1.4,0.5,1619654400.0,531381
2021-04-30,15.0,15.46,15.0,15.4,15.382978723404255,235,5,3615.0,235.0,100.0,0.46,0.4,1619740800.0,530821
2021-04-29,38.75,38.75,35.0,36.85,37.09107720758207,2163,26,80228.0,1044.0,48.27,3.75,-1.9,1619654400.0,500284
2021-04-30,25.35,25.35,22.55,24.9,24.57031924072476,1159,13,28477.0,958.0,82.66,2.8,-0.45,1619740800.0,531223
2021-04-30,17.77,18.65,17.23,18.26,18.190353435994844,14741,170,268144.0,8517.0,57.78,1.42,0.49,1619740800.0,530459
2021-04-19,4.19,4.2,4.19,4.2,4.197272727272727,1100,2,4617.0,1100.0,100.0,0.01,0.01,1618790400.0,526490
2021-04-30,7.94,8.0,7.65,7.9,7.8407901401316895,17769,32,139323.0,14401.0,81.05,0.35,-0.04,1619740800.0,532780
2021-04-29,183.0,185.35,181.65,182.4,182.95410710621707,29242,801,5349944.0,15761.0,53.9,3.7,-0.6,1619654400.0,502168
2021-04-23,40.2,40.2,40.2,40.2,40.0,1,1,40.0,1.0,100.0,0.0,0.0,1619136000.0,531169
2021-04-30,31.9,31.9,31.7,31.75,31.736666666666665,300,3,9521.0,300.0,100.0,0.2,-0.15,1619740800.0,530951
2021-04-30,43.75,46.0,43.75,43.95,44.015342960288805,6648,103,292614.0,5706.0,85.83,2.25,0.2,1619740800.0,530313
2021-04-30,1.05,1.05,1.05,1.05,1.0492957746478873,852,7,894.0,852.0,100.0,0.0,0.0,1619740800.0,531192
2021-04-30,246.0,268.6,245.0,263.05,260.9322543352601,8650,619,2257064.0,5507.0,63.66,23.6,17.05,1619740800.0,524598
2021-04-29,594.0,612.9,586.55,605.05,598.9305138358817,125507,2797,75169972.0,11516.0,9.18,26.35,11.05,1619654400.0,500493
2021-04-30,3.55,3.55,3.55,3.55,3.55,1660,5,5893.0,1660.0,100.0,0.0,0.0,1619740800.0,526827
2021-04-30,4.96,4.96,4.78,4.85,4.853756764693544,23837,79,115699.0,23837.0,100.0,0.18,-0.11,1619740800.0,526139
2021-04-29,1900.0,1917.55,1871.4,1877.5,1891.928485832464,51738,2397,97884596.0,2379.0,4.6,46.15,-22.5,1619654400.0,500550
2021-04-29,430.85,435.4,418.0,421.4,424.568454763811,2498,277,1060572.0,1683.0,67.37,17.4,-9.45,1619654400.0,502137
2021-04-29,940.0,980.0,901.1,908.9,934.6320724830512,15783,1805,14751298.0,4626.0,29.31,78.9,-31.1,1619654400.0,500078
2021-04-29,76.0,77.75,75.45,75.85,76.35521466844521,176924,1086,13509070.0,55904.0,31.6,2.3,-0.15,1619654400.0,500294
2021-04-30,345.0,363.0,339.0,351.1,355.6037770110768,11014,289,3916620.0,8443.0,76.66,24.0,6.1,1619740800.0,530129
2021-04-29,246.0,246.75,231.5,233.9,238.26798811449203,53174,1812,12669662.0,23909.0,44.96,15.25,-12.1,1619654400.0,500171
2021-04-30,211.0,216.0,206.1,208.0,210.0921052631579,1824,158,383208.0,1424.0,78.07,9.9,-3.0,1619740800.0,524570
2021-04-29,14.5,14.5,13.35,13.44,13.744903970778838,59409,162,816571.0,31200.0,52.52,1.15,-1.06,1619654400.0,500279
2021-04-29,3330.5,3394.95,3271.9,3381.1,3355.153603887339,22226,2151,74571644.0,6558.0,29.51,123.05,50.6,1619654400.0,500408
2021-04-28,8.4,8.4,8.4,8.4,8.397993311036789,299,1,2511.0,299.0,100.0,0.0,0.0,1619568000.0,526588
2021-04-30,542.3,558.35,535.0,538.8,548.208912611718,24168,1406,13249113.0,10727.0,44.39,23.35,-3.5,1619740800.0,531431
2021-04-16,1.64,1.64,1.64,1.64,1.6,15,1,24.0,15.0,100.0,0.0,0.0,1618531200.0,526115
2021-04-30,111.7,112.8,108.95,109.95,110.84643433451906,112167,1561,12433312.0,46284.0,41.26,3.85,-1.75,1619740800.0,532814
2021-04-30,68.7,69.0,66.05,68.4,68.33580442532964,17671,83,1207562.0,15671.0,88.68,2.95,-0.3,1619740800.0,526775
2021-04-29,98.9,100.2,97.45,97.7,98.60241007618136,3606525,16428,355612057.0,905058.0,25.1,2.75,-1.2,1619654400.0,500400
2021-04-30,132.0,145.05,132.0,140.6,138.84324324324325,185,15,25686.0,148.0,80.0,13.05,8.6,1619740800.0,538734
2021-04-30,4.44,4.66,4.22,4.66,4.460576762793799,5999,23,26759.0,5999.0,100.0,0.44,0.22,1619740800.0,526813
2021-04-29,35.55,36.15,35.0,35.05,35.2996340347667,10930,65,385825.0,10564.0,96.65,1.15,-0.5,1619654400.0,500414
2021-04-30,4.15,4.49,4.15,4.33,4.234063803536808,17021,30,72068.0,17021.0,100.0,0.34,0.18,1619740800.0,531083
2021-04-26,0.55,0.55,0.55,0.55,0.55,140,2,77.0,140.0,100.0,0.0,0.0,1619395200.0,532825
2021-04-30,442.0,442.0,416.7,422.5,423.6130884041332,871,99,368967.0,472.0,54.19,25.3,-19.5,1619740800.0,531548
2021-04-29,514.8,517.7,508.5,515.9,511.29554202533416,42867,909,21917706.0,5673.0,13.23,9.2,1.1,1619654400.0,500164
2021-04-30,10.04,10.04,10.04,10.04,10.033057851239668,121,1,1214.0,121.0,100.0,0.0,0.0,1619740800.0,531228
2021-04-30,1.04,1.04,1.04,1.04,1.0396039603960396,505,3,525.0,505.0,100.0,0.0,0.0,1619740800.0,531433
2021-04-29,9.35,9.35,8.47,8.47,9.308095238095238,2100,3,19547.0,2100.0,100.0,0.88,-0.88,1619654400.0,531252
2021-04-30,20.6,20.6,19.8,19.8,20.510934393638166,1006,12,20634.0,1006.0,100.0,0.8,-0.8,1619740800.0,524808
2021-04-30,55.0,55.0,55.0,55.0,55.0,5051,67,277805.0,5051.0,100.0,0.0,0.0,1619740800.0,532878
2021-04-30,3.3,3.3,3.1,3.1,3.1048430015965938,5637,4,17502.0,5637.0,100.0,0.2,-0.2,1619740800.0,530915
2021-04-29,2632.0,2641.9,2570.35,2613.55,2608.666907336856,65096,6086,169813781.0,19090.0,29.33,71.55,-18.45,1619654400.0,500820
2021-04-30,20.6,20.65,19.95,20.1,20.133093062170165,7769,36,156414.0,7199.0,92.66,0.7,-0.5,1619740800.0,532771
2021-04-30,11.38,11.38,11.38,11.38,11.38,3250,4,36985.0,3250.0,100.0,0.0,0.0,1619740800.0,526861
2021-04-30,29.0,29.4,28.9,29.4,29.183076923076925,650,5,18969.0,650.0,100.0,0.5,0.4,1619740800.0,530401
2021-04-29,13798.9,13798.9,13251.1,13459.65,13449.585499316005,731,358,9831647.0,479.0,65.53,547.8,-339.25,1619654400.0,500459
2021-04-29,137.4,138.9,132.15,137.75,136.05949311497704,141176,2908,19208335.0,67035.0,47.48,6.75,0.35,1619654400.0,501455
2021-04-28,29.1,29.1,29.1,29.1,29.0,1,1,29.0,1.0,100.0,0.0,0.0,1619568000.0,500143
2021-04-29,4580.0,4599.0,4570.0,4586.65,4588.184615384615,65,29,298232.0,42.0,64.62,29.0,6.65,1619654400.0,500068
2021-04-30,11000.0,11224.8,10869.7,11039.5,11089.54186129094,36609,5911,405977038.0,6352.0,17.35,355.1,39.5,1619740800.0,532978
2021-04-30,112.0,112.5,106.15,108.0,109.72493446920052,12208,166,1339522.0,9190.0,75.28,6.35,-4.0,1619740800.0,531161
2021-04-30,346.1,389.45,346.1,371.4,374.39640089977513,8002,496,2995920.0,4741.0,59.25,43.35,25.3,1619740800.0,530199
2021-04-30,42.0,43.0,41.3,41.3,42.541935483870965,310,11,13188.0,310.0,100.0,1.7,-0.7,1619740800.0,526269
2021-04-30,32.65,32.7,30.25,32.7,32.63959783449342,1293,14,42203.0,1163.0,89.95,2.45,0.05,1619740800.0,532801
2021-04-30,28.0,29.1,27.65,28.0,28.44302946410916,25285,245,719182.0,14102.0,55.77,1.45,0.0,1619740800.0,532767
2021-04-30,399.4,408.0,389.25,391.1,398.3452253218884,7456,883,2970062.0,2583.0,34.64,18.75,-8.3,1619740800.0,532923
2021-04-30,3.43,3.74,3.43,3.62,3.5242213080345897,11911,24,41977.0,11911.0,100.0,0.31,0.19,1619740800.0,532907
2021-04-29,15.32,15.49,14.35,14.56,14.58683707596751,33488,110,488484.0,21889.0,65.36,1.14,-0.76,1619654400.0,500456
2021-04-30,6.8,6.8,6.8,6.8,6.789473684210527,76,1,516.0,76.0,100.0,0.0,0.0,1619740800.0,531582
2021-04-29,68.8,69.2,66.35,67.3,67.83022219047402,307979,2218,20890284.0,137612.0,44.68,2.85,-1.5,1619654400.0,500020
2021-04-29,21.0,21.0,21.0,21.0,21.0,99,1,2079.0,99.0,100.0,0.0,0.0,1619654400.0,502893
2021-04-12,1.7,1.7,1.7,1.7,1.7,70,1,119.0,70.0,100.0,0.0,0.0,1618185600.0,531327
2021-04-30,2.19,2.19,2.09,2.09,2.094519275429633,30142,54,63133.0,29942.0,99.34,0.1,-0.1,1619740800.0,531624
2021-04-30,3.94,4.01,3.9,4.0,3.9514401180319454,31178,41,123198.0,29605.0,94.95,0.11,0.06,1619740800.0,532945
2021-04-30,6.12,6.12,5.8,6.0,6.071373752877974,1303,14,7911.0,1303.0,100.0,0.32,-0.12,1619740800.0,531328
2021-04-30,18.7,18.7,18.7,18.7,18.7,200,2,3740.0,200.0,100.0,0.0,0.0,1619740800.0,530449
2021-04-30,27.5,27.5,27.45,27.45,27.495049504950494,101,2,2777.0,101.0,100.0,0.05,-0.05,1619740800.0,531503
2021-04-30,178.55,179.0,166.65,170.85,171.5201342281879,298,21,51113.0,104.0,34.9,12.35,-7.7,1619740800.0,530585
2021-04-30,88.9,89.0,84.9,85.2,86.12115335358045,27329,351,2353605.0,27329.0,100.0,4.1,-3.7,1619740800.0,526881
2021-03-24,3.3,3.3,3.28,3.28,3.279996666706349,84001,2,275523.0,84001.0,100.0,0.02,-0.02,1616544000.0,531626
2021-03-10,21.05,21.05,21.05,21.05,21.047619047619047,105,2,2210.0,105.0,100.0,0.0,0.0,1615334400.0,524723
2021-04-30,58.0,58.0,54.6,54.6,55.19988204069596,16955,108,935914.0,9648.0,56.9,3.4,-3.4,1619740800.0,530643
2021-04-30,448.5,448.5,437.1,441.35,440.80047885075817,1253,70,552323.0,969.0,77.33,11.4,-7.15,1619740800.0,524731
2021-04-29,1500.0,1502.75,1481.0,1485.55,1487.0591924735395,58673,3232,87250224.0,23667.0,40.34,21.75,-14.45,1619654400.0,500830
2021-04-30,1.18,1.29,1.17,1.29,1.203241895261845,4010,9,4825.0,3010.0,75.06,0.12,0.11,1619740800.0,524622
2021-04-30,291.3,300.55,291.3,294.5,296.7587627578888,32039,782,9507854.0,19754.0,61.66,9.25,3.2,1619740800.0,531508
2021-04-23,6.85,6.85,6.21,6.21,6.333333333333333,21,2,133.0,21.0,100.0,0.64,-0.64,1619136000.0,514128
2021-04-30,23.45,24.5,22.2,23.95,24.02872953305033,13192,64,316987.0,11633.0,88.18,2.3,0.5,1619740800.0,506128
2021-04-29,380.0,383.95,368.55,378.7,376.3511266094421,7456,195,2806074.0,4603.0,61.74,15.4,-1.3,1619654400.0,500333
2021-04-30,4.9,5.0,4.42,4.6,4.655535036421464,38988,117,181510.0,25053.0,64.26,0.58,-0.3,1619740800.0,526550
2021-04-30,15.3,15.3,15.3,15.3,15.0,1,1,15.0,1.0,100.0,0.0,0.0,1619740800.0,538742
