Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-04,1.21,1.21,1.21,1.21,1.2097560975609756,1640,5,1984.0,1640,100.0,0.0,0.0,1620086400.0
2021-05-03,1.2,1.21,1.19,1.19,1.190152801358234,589,10,701.0,585,99.32,0.02,-0.01,1620000000.0
2021-04-30,1.25,1.25,1.21,1.21,1.210496929089894,5373,24,6504.0,5373,100.0,0.04,-0.04,1619740800.0
2021-04-29,1.19,1.23,1.19,1.23,1.2184812805926708,15118,18,18421.0,15118,100.0,0.04,0.04,1619654400.0
2021-04-28,1.21,1.21,1.21,1.21,1.2093023255813953,602,9,728.0,602,100.0,0.0,0.0,1619568000.0
2021-04-27,1.23,1.23,1.23,1.23,1.229925577751665,5106,8,6280.0,5106,100.0,0.0,0.0,1619481600.0
2021-04-26,1.21,1.25,1.21,1.25,1.2367883471000976,33777,21,41775.0,33777,100.0,0.04,0.04,1619395200.0
2021-04-23,1.3,1.3,1.23,1.23,1.2319064430714917,4532,17,5583.0,4532,100.0,0.07,-0.07,1619136000.0
2021-04-22,1.29,1.29,1.29,1.29,1.2894736842105263,608,8,784.0,608,100.0,0.0,0.0,1619049600.0
2021-04-20,1.49,1.49,1.35,1.35,1.4847036328871892,1046,9,1553.0,1046,100.0,0.14,-0.14,1618876800.0
2021-04-19,1.55,1.55,1.42,1.42,1.4235955056179777,890,14,1267.0,890,100.0,0.13,-0.13,1618790400.0
2021-04-16,1.49,1.49,1.49,1.49,1.4873417721518989,158,4,235.0,158,100.0,0.0,0.0,1618531200.0
2021-04-15,1.56,1.56,1.56,1.56,1.5576923076923077,156,4,243.0,156,100.0,0.0,0.0,1618444800.0
2021-04-13,1.64,1.64,1.64,1.64,1.6396255850234007,641,10,1051.0,641,100.0,0.0,0.0,1618272000.0
2021-04-12,1.72,1.72,1.72,1.72,1.72,225,9,387.0,225,100.0,0.0,0.0,1618185600.0
2021-04-09,1.81,1.81,1.81,1.81,1.804054054054054,148,8,267.0,148,100.0,0.0,0.0,1617926400.0
2021-04-08,1.9,1.9,1.9,1.9,1.8994169096209912,686,6,1303.0,686,100.0,0.0,0.0,1617840000.0
2021-04-07,1.99,1.99,1.99,1.99,1.989263803680981,1304,8,2594.0,1304,100.0,0.0,0.0,1617753600.0
2021-04-06,2.09,2.09,2.09,2.09,2.08955223880597,1139,9,2380.0,1139,100.0,0.0,0.0,1617667200.0
2021-04-05,2.41,2.41,2.19,2.19,2.3649635036496357,822,8,1944.0,822,100.0,0.22,-0.22,1617580800.0
2021-04-01,2.5,2.5,2.29,2.3,2.458642830164925,7943,23,19529.0,7943,100.0,0.21,-0.2,1617235200.0
2021-03-31,2.25,2.39,2.25,2.39,2.359083917279097,5851,25,13803.0,5851,100.0,0.14,0.14,1617148800.0
2021-03-30,2.28,2.28,2.17,2.28,2.2738301559792027,1154,9,2624.0,1154,100.0,0.11,0.0,1617062400.0
2021-03-26,2.3,2.32,2.1,2.28,2.2406894162480517,11546,26,25871.0,11546,100.0,0.22,-0.02,1616716800.0
2021-03-25,2.18,2.21,2.01,2.21,2.1734522040614164,10095,41,21941.0,10095,100.0,0.2,0.03,1616630400.0
2021-03-24,2.16,2.16,1.97,2.11,2.0964783764718646,18429,30,38636.0,13628,73.95,0.19,-0.05,1616544000.0
2021-03-23,1.95,2.06,1.95,2.06,2.045585758960789,24942,16,51021.0,22942,91.98,0.11,0.11,1616457600.0
2021-03-22,1.88,1.97,1.79,1.97,1.9368231046931408,5540,35,10730.0,4591,82.87,0.18,0.09,1616371200.0
2021-03-19,1.85,1.89,1.71,1.88,1.878018829308228,7329,39,13764.0,5481,74.79,0.18,0.03,1616112000.0
2021-03-18,1.8,1.8,1.67,1.8,1.7598289042591917,21976,25,38674.0,21610,98.33,0.13,0.0,1616025600.0
2021-03-17,1.71,1.75,1.71,1.75,1.7490331772847547,4913,15,8593.0,4913,100.0,0.04,0.04,1615939200.0
2021-03-16,1.6,1.71,1.55,1.67,1.6214728148657949,4359,22,7068.0,3657,83.9,0.16,0.07,1615852800.0
2021-03-15,1.63,1.63,1.56,1.63,1.5855962219598585,847,10,1343.0,847,100.0,0.07,0.0,1615766400.0
2021-03-12,1.56,1.56,1.43,1.56,1.5395553257497414,3868,16,5955.0,3266,84.44,0.13,0.0,1615507200.0
2021-03-10,1.5,1.57,1.43,1.49,1.490725126475548,10081,12,15028.0,9601,95.24,0.14,-0.01,1615334400.0
2021-03-09,1.36,1.5,1.36,1.5,1.453216374269006,1710,9,2485.0,1710,100.0,0.14,0.14,1615248000.0
2021-03-08,1.4,1.43,1.4,1.43,1.4014752370916754,1898,7,2660.0,1898,100.0,0.03,0.03,1615161600.0
2021-03-05,1.43,1.53,1.43,1.43,1.5117845117845117,2673,9,4041.0,2673,100.0,0.1,0.0,1614902400.0
2021-03-04,1.46,1.46,1.46,1.46,1.458852867830424,401,7,585.0,401,100.0,0.0,0.0,1614816000.0
2021-03-03,1.45,1.57,1.43,1.53,1.4740245742616944,4639,21,6838.0,4639,100.0,0.14,0.08,1614729600.0
2021-03-02,1.5,1.5,1.44,1.5,1.4995296331138288,2126,23,3188.0,2125,99.95,0.06,0.0,1614643200.0
2021-03-01,1.45,1.46,1.44,1.44,1.4436113714464227,3201,10,4621.0,3201,100.0,0.02,-0.01,1614556800.0
2021-02-26,1.4,1.4,1.4,1.4,1.4,180,2,252.0,180,100.0,0.0,0.0,1614297600.0
2021-02-25,1.35,1.41,1.29,1.4,1.3382995119445156,7786,22,10420.0,7763,99.7,0.12,0.05,1614211200.0
2021-02-24,1.35,1.35,1.26,1.35,1.3265415549597857,5595,18,7422.0,5595,100.0,0.09,0.0,1614124800.0
2021-02-23,1.4,1.4,1.3,1.32,1.340550133096717,5635,9,7554.0,5635,100.0,0.1,-0.08,1614038400.0
2021-02-22,1.3,1.35,1.29,1.35,1.3124260355029584,845,6,1109.0,835,98.82,0.06,0.05,1613952000.0
2021-02-19,1.3,1.3,1.25,1.29,1.2915129151291511,542,14,700.0,542,100.0,0.05,-0.01,1613692800.0
2021-02-18,1.19,1.24,1.14,1.24,1.2009090909090907,1100,12,1321.0,1010,91.82,0.1,0.05,1613606400.0
2021-02-17,1.19,1.19,1.19,1.19,1.1892230576441103,798,9,949.0,790,99.0,0.0,0.0,1613520000.0
2021-02-16,1.3,1.3,1.25,1.25,1.2580645161290325,310,6,390.0,280,90.32,0.05,-0.05,1613433600.0
2021-02-15,1.22,1.26,1.14,1.25,1.2414657935070363,7177,19,8910.0,6470,90.15,0.12,0.03,1613347200.0
2021-02-12,1.2,1.2,1.11,1.2,1.1471400939486045,7238,11,8303.0,7238,100.0,0.09,0.0,1613088000.0
2021-02-11,1.18,1.18,1.13,1.16,1.1566617862371888,4781,16,5530.0,4781,100.0,0.05,-0.02,1613001600.0
2021-02-10,1.18,1.18,1.18,1.18,1.179746835443038,2370,4,2796.0,2370,100.0,0.0,0.0,1612915200.0
2021-02-09,1.35,1.35,1.24,1.24,1.2714113389626056,1658,10,2108.0,1658,100.0,0.11,-0.11,1612828800.0
2021-02-08,1.3,1.31,1.19,1.3,1.2169830577668912,4899,20,5962.0,4411,90.04,0.12,0.0,1612742400.0
2021-02-05,1.25,1.25,1.17,1.25,1.2425687044307347,3566,18,4431.0,3446,96.63,0.08,0.0,1612483200.0
2021-02-04,1.25,1.25,1.23,1.23,1.2450980392156863,102,3,127.0,102,100.0,0.02,-0.02,1612396800.0
2021-02-03,1.25,1.29,1.25,1.25,1.267591533180778,6992,16,8863.0,6992,100.0,0.04,0.0,1612310400.0
2021-02-02,1.27,1.27,1.27,1.27,1.2649006622516556,151,7,191.0,151,100.0,0.0,0.0,1612224000.0
2021-02-01,1.27,1.27,1.27,1.27,1.269402985074627,1340,3,1701.0,1340,100.0,0.0,0.0,1612137600.0
2021-01-29,1.29,1.29,1.29,1.29,1.28955223880597,1340,6,1728.0,1340,100.0,0.0,0.0,1611878400.0
2021-01-28,1.33,1.33,1.31,1.31,1.3166666666666669,60,2,79.0,60,100.0,0.02,-0.02,1611792000.0
2021-01-27,1.33,1.33,1.33,1.33,1.3166666666666669,60,2,79.0,60,100.0,0.0,0.0,1611705600.0
2021-01-25,1.35,1.35,1.33,1.33,1.334110334110334,2574,10,3434.0,2574,100.0,0.02,-0.02,1611532800.0
2021-01-22,1.33,1.33,1.33,1.33,1.3295583238958095,1766,7,2348.0,1766,100.0,0.0,0.0,1611273600.0
2021-01-21,1.31,1.31,1.31,1.31,1.309970212020326,11414,18,14952.0,11414,100.0,0.0,0.0,1611187200.0
2021-01-20,1.27,1.29,1.27,1.29,1.2885572139303485,603,6,777.0,603,100.0,0.02,0.02,1611100800.0
